COLLECTION_OBJECT_ID,ENTEREDBY,CAT_NUM,OTHER_ID_NUM_1,OTHER_ID_NUM_TYPE_1,OTHER_ID_REFERENCES_1,ACCN,TAXON_NAME,NATURE_OF_ID,ID_MADE_BY_AGENT,MADE_DATE,IDENTIFICATION_REMARKS,VERBATIM_DATE,BEGAN _DATE,ENDED_DATE,HIGHER_GEOG,SPEC_LOCALITY,VERBATIM_LOCALITY,EVENT_ASSIGNED_BY_AGENT,EVENT_ASSIGNED_DATE,VERIFICATIONSTATUS,HABITAT,COLL_EVENT_REMARKS,COLLECTOR_AGENT_1,COLLECTOR_ROLE_1,COLLECTOR_AGENT_2,COLLECTOR_ROLE_2,COLLECTOR_AGENT_3,COLLECTOR_ROLE_3,GUID_PREFIX,COLL_OBJ_REMARKS,OTHER_ID_NUM_2,OTHER_ID_NUM_TYPE_2,OTHER_ID_REFERENCES_2,OTHER_ID_NUM_3,OTHER_ID_NUM_TYPE_3,OTHER_ID_REFERENCES_3,OTHER_ID_NUM_4,OTHER_ID_NUM_TYPE_4,OTHER_ID_REFERENCES_4,PART_NAME_1,PART_CONDITION_1,PART_LOC_1,PART_LOT_COUNT_1,PART_DISPOSITION_1,PART_REMARK_1,PART_NAME_2,PART_CONDITION_2,PART_LOC_2,PART_LOT_COUNT_2,PART_DISPOSITION_2,PART_REMARK_2,ATTRIBUTE_1,ATTRIBUTE_VALUE_1,ATTRIBUTE_DETERMINER_1,ATTRIBUTE_2,ATTRIBUTE_VALUE_2,ATTRIBUTE_DETERMINER_2,ATTRIBUTE_3,ATTRIBUTE_VALUE_3,ATTRIBUTE_DETERMINER_3,ATTRIBUTE_4,ATTRIBUTE_VALUE_4,ATTRIBUTE_DET_METHOD_4,ATTRIBUTE_DETERMINER_4,SPECIMEN_EVENT_REMARK,SPECIMEN_EVENT_TYPE
1836,ekrimmel,2016.2.116,ee381152-a045-45f2-816f-4cf557386a5d,UUID,self,[CHAS:Mamm]accession unknown,Numenius americanus,legacy,unknown,2008-12-31,Long-billed Curlew. Verbatim AOU Number: 264; Verbatim Ridgway Number: 558.,[no date recorded],1800,2008-12-31,no higher geography recorded,,[no locality recorded],Amber King,2008-12-17,unverified,,,unknown,collector,,,,,CHAS:Egg,INTERNAL NOTES: Catalog number assigned (based on accession information) on 2016-01-30 by E. Krimmel in preparation for Arctos migration. DATA HISTORY: Record last updated in Excel (prior to Arctos migration) by Amber King (2008-12-17).,,,,,,,,,,egg,unchecked,RVWD: 302: Ool Cab 07: H,1,in collection,,,,,,,,,,,,,,,,,,,,,,accepted place of collection
1837,ekrimmel,2016.2.117,ffbe24f6-07c1-4524-988a-96c9f3fde17c,UUID,self,[CHAS:Mamm]accession unknown,Numenius borealis,legacy,unknown,2008-12-31,Eskimo Curlew. Verbatim AOU Number: 266; Verbatim Ridgway Number: 560.,[no date recorded],1800,2008-12-31,no higher geography recorded,,[no locality recorded],Amber King,2008-12-17,unverified,,,unknown,collector,,,,,CHAS:Egg,INTERNAL NOTES: Catalog number assigned (based on accession information) on 2016-01-30 by E. Krimmel in preparation for Arctos migration. DATA HISTORY: Record last updated in Excel (prior to Arctos migration) by Amber King (2008-12-17).,,,,,,,,,,egg,unchecked,RVWD: 302: Ool Cab 07: H,1,in collection,,,,,,,,,,,,,,,,,,,,,,accepted place of collection
1838,ekrimmel,2016.2.118,c6a3f3a3-0692-46de-a004-c45e75161201,UUID,self,[CHAS:Mamm]accession unknown,Numenius hudsonicus,legacy,unknown,2008-12-31,Hudsonian Curlew. Verbatim AOU Number: 265; Verbatim Ridgway Number: 559.,[no date recorded],1800,2008-12-31,no higher geography recorded,,[no locality recorded],Amber King,2008-12-18,unverified,,,unknown,collector,,,,,CHAS:Egg,INTERNAL NOTES: Catalog number assigned (based on accession information) on 2016-01-30 by E. Krimmel in preparation for Arctos migration. DATA HISTORY: Record last updated in Excel (prior to Arctos migration) by Amber King (2008-12-18).,,,,,,,,,,egg,unchecked,RVWD: 302: Ool Cab 07: F,1,in collection,,,,,,,,,,,,,,,,,,,,,,accepted place of collection
1839,ekrimmel,1680,ae58a3aa-85be-4409-a2b6-86fb96c92051,UUID,self,[CHAS:Mamm]accession unknown,Numenius phaeopus,legacy,unknown,1904-05-22,Whimbrel. Okay. Verbatim AOU Number: 267.,1904-05-22,1904-05-22,1904-05-22,"Europe, Iceland",,North Iceland,Pat Munroe,2011-05-04,unverified,Eggs deposited in hollow of soil.,,unknown,collector,,,,,CHAS:Egg,"INTERNAL NOTES: 'Assembled as a University study collection. Value to be set by Director, future date' [from accession card]. DATA HISTORY: Date listed as verified/cataloged is 1988-06-02. Record last updated in Excel (prior to Arctos migration) by Pat Munroe (2011-05-04).",Saint Mary of the Lake Seminary 238,original identifier,self,4/2 and 4/2,original identifier,self,,,,egg,unchecked,RVWD: 302: Ool Cab 02: H,4,in collection,,,,,,,,verbatim collector,A native (G.A. Abbott Collection),Erica Krimmel,,,,,,,,,,,,accepted place of collection
1840,ekrimmel,1098,e474941b-45d9-4082-8003-8bc42ea03422,UUID,self,[CHAS:Mamm]4232,Numenius phaeopus,legacy,M. Paulssen,1910-06-17,Whimbrel. Verbatim AOU Number: 267.,1910-06-17,1910-06-17,1910-06-17,"Europe, Iceland",,South Iceland,Dawn R. Roberts,2014-12-10,unverified,Eggs in slight hollow on moor.,,M. Paulssen,collector,,,,,CHAS:Egg,INTERNAL NOTES: 'April 1924 - placed with other boxed eggs on 3rd floor but kept separately' [egg catalog]. Purchased from the Armstrong-Pearsall Collection. DATA HISTORY: Date listed as verified/cataloged is 1988-06-02. Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2014-12-10).,E. E. Armstrong 385,collector number,self,4-2,original identifier,self,,,,egg,unchecked,RVWD: 302: Ool Cab 06: G,4,in collection,,,,,,,,verbatim collector,M. Paulssen,Erica Krimmel,incubation stage,fresh,M. Paulssen,,,,,,,,,accepted place of collection
1841,ekrimmel,894,50a287cd-8184-4dfb-a6f3-aad5b18133de,UUID,self,[CHAS:Mamm]4169,Nyctanassa violacea violacea,legacy,Roy V. Komarek,1934-03-27,Yellow-crowned Night Heron. Verbatim AOU Number: 203.,1934-03-27,1934-03-27,1934-03-27,"North America, United States, Florida, Hillsborough County",,"Whiskey Stump Key, Tampa Bay, Hillsborough County, Florida",Pat Munroe,2011-05-03,unverified,In mangrove tree 10' above water.,,Roy V. Komarek,collector,,,,,CHAS:Egg,DATA HISTORY: Date listed as verified/cataloged is 1988-05-27. Record last updated in Excel (prior to Arctos migration) by Pat Munroe (2011-05-03).,R-2/4,original identifier,self,,,,,,,egg,Dermestid casings found in packing material [8/2008].,RVWD: 302: Ool Cab 02: B,4,in collection,,,,,,,,verbatim collector,Roy V. Komarek,Erica Krimmel,incubation stage,fresh,Roy V. Komarek,nest description,Of sticks,Roy V. Komarek,,,,,,accepted place of collection
1842,ekrimmel,1662,fb1e874e-6d4b-4c56-b6d8-8944e6cbd301,UUID,self,[CHAS:Mamm]accession unknown,Nyctanassa violacea,legacy,Lee Devore,1926-05-15,Yellow-crowned Night Heron. Verbatim AOU Number: 203.,1926-05-15,1926-05-15,1926-05-15,"North America, United States, Texas, Harris County",Houston,"Houston, Harris County, Texas",Pat Munroe,2011-05-03,unverified,"In Loblolly pine, 30' up.",,Lee Devore,collector,,,,,CHAS:Egg,"INTERNAL NOTES: 'Assembled as a University study collection. Value to be set by Director, future date' [from accession card]. DATA HISTORY: Date listed as verified/cataloged is 1988-05-27. Record last updated in Excel (prior to Arctos migration) by Pat Munroe (2011-05-03).",Saint Mary of the Lake Seminary 286,original identifier,self,YNH,original identifier,self,,,,egg,unchecked,RVWD: 302: Ool Cab 02: B,2,in collection,Should have 8 eggs according to records.,,,,,,,verbatim collector,Lee Devore,Erica Krimmel,incubation stage,far,Lee Devore,nest description,Sticks,Lee Devore,,,,,,accepted place of collection
1843,ekrimmel,826,ae735565-86c5-48b9-a141-1bb2a5f63faf,UUID,self,[CHAS:Mamm]4107,Nyctanassa violacea violacea,legacy,H. L. Harllee,1933-04-06,Yellow-crowned Night Heron. Verbatim AOU Number: 203.,1933-04-06,1933-04-06,1933-04-06,"North America, United States, South Carolina, Florence County",,[transcribed directly into formatted locality fields],Dawn R. Roberts,2014-12-10,unverified,Far out on limb of tupelo-gum tree over run of Jeggries Creek 44' up in damp swampy woods.,,H. L. Harllee,collector,,,,,CHAS:Egg,"INTERNAL NOTES: 'April 1924 - placed with other boxed eggs on 3rd floor but kept separately' [egg catalog]; ""By ex. from H.L. Harllee"" [A. King]. DATA HISTORY: Date listed as verified/cataloged is 1988-05-27. Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2014-12-10).",2/4-1933,original identifier,self,,,,,,,egg,unchecked,RVWD: 302: Ool Cab 06: B,4,in collection,,,,,,,,verbatim collector,Captain H.L. Harllee,Erica Krimmel,incubation stage,fresh,H. L. Harllee,nest description,Of sticks,H. L. Harllee,,,,,,accepted place of collection
1844,ekrimmel,1661,04cefaab-a310-42be-9325-e31cb8b4d53e,UUID,self,[CHAS:Mamm]accession unknown,Nycticorax nycticorax,legacy,G. Eifrig,1911-06-03,Black-crowned Night Heron. Verbatim AOU Number: 202.,1911-06-03,1911-06-03,1911-06-03,"North America, United States, Illinois, DuPage County",Addison,"Addison, DuPage County, Illinois",Pat Munroe,2011-05-03,unverified,"in swamp, white oaks, about 70, 50' up",,G. Eifrig,collector,,,,,CHAS:Egg,"INTERNAL NOTES: 'Assembled as a University study collection. Value to be set by Director, future date' [from accession card]. DATA HISTORY: Date listed as verified/cataloged is 1988-05-27. Record last updated in Excel (prior to Arctos migration) by Pat Munroe (2011-05-03).",Saint Mary of the Lake Seminary 235,original identifier,self,6/3 11,original identifier,self,,,,egg,One egg broken.,RVWD: 302: Ool Cab 02: B,4,in collection,,,,,,,,verbatim collector,G. Eifrig,Erica Krimmel,incubation stage,one-third,G. Eifrig,,,,,,,,"Colony in swamp, white oaks, about 70, 50' up.",accepted place of collection
1845,ekrimmel,7,2169edb0-a5c2-49b4-b22f-ff47ce0f0966,UUID,self,[CHAS:Mamm]3777,Nycticorax nycticorax,legacy,unknown,1885-04-06,Black-crowned Night Heron. Verbatim AOU Number: 202.,4/6/1885,1885-04-06,1885-04-06,"North America, United States, Texas, Orange County",,"Orange County, Texas",Pat Munroe,2011-05-03,unverified,,,unknown,collector,,,,,CHAS:Egg,"INTERNAL NOTES: Originally from the Collection of Chas. B. Cory, Jr. ""#496-#203, 1/3, Cabinet [checkmark], 4"" on back of collector label. DATA HISTORY: Date listed as verified/cataloged is 1988-05-27. Record last updated in Excel (prior to Arctos migration) by Pat Munroe (2011-05-03).",1-3,original identifier,self,,,,,,,egg,unchecked,RVWD: 302: Ool Cab 02: B,3,in collection,,,,,,,,verbatim collector,H. Block[?],Erica Krimmel,incubation stage,fresh,unknown,,,,,,,,,accepted place of collection
1846,ekrimmel,1887,5c2e3e22-6880-44d0-8390-d4a0b07016ad,UUID,self,[CHAS:Mamm]accession unknown,Nycticorax nycticorax,legacy,G. Eifrig,1917-05-19,Black-crowned Night Heron. Verbatim AOU Number: 202.,1917-05-19,1917-05-19,1917-05-19,"North America, United States, Illinois, Cook County",Orland,"Orland, Cook County, Illinois",Pat Munroe,2011-05-03,unverified,"30' up in black oak, ash",,G. Eifrig,collector,,,,,CHAS:Egg,DATA HISTORY: Date listed as verified/cataloged is 1988-05-16. Record last updated in Excel (prior to Arctos migration) by Pat Munroe (2011-05-03).,V.19,original identifier,self,,,,,,,egg,unchecked,RVWD: 302: Ool Cab 02: B,5,in collection,,,,,,,,verbatim collector,G. Eifrig,Erica Krimmel,incubation stage,one-third,G. Eifrig,,,,,,,,Heronry there of 100-150 nests.,accepted place of collection
1847,ekrimmel,1660,6bc84baf-a659-47d7-8a87-8698980c50b3,UUID,self,[CHAS:Mamm]accession unknown,Nycticorax nycticorax,legacy,G. Eifrig,1910-06-11,Black-crowned Night Heron. Verbatim AOU Number: 202.,1910-06-11,1910-06-11,1910-06-11,"North America, United States, Illinois, DuPage County",Addison,"Addison, DuPage County, Illinois",Pat Munroe,2011-05-03,unverified,25'-40' high.,,G. Eifrig,collector,,,,,CHAS:Egg,"INTERNAL NOTES: 'Assembled as a University study collection. Value to be set by Director, future date' [from accession card]. DATA HISTORY: Date listed as verified/cataloged is 1988-05-27. Record last updated in Excel (prior to Arctos migration) by Pat Munroe (2011-05-03).",Saint Mary of the Lake Seminary 220,original identifier,self,A 4,original identifier,self,,,,egg,unchecked,RVWD: 302: Ool Cab 02: B,4,in collection,,,,,,,,verbatim collector,G. Eifrig,Erica Krimmel,incubation stage,one-third,G. Eifrig,,,,,,,,"Colony of nests, 25-40' high.",accepted place of collection
1848,ekrimmel,1890,6cf90395-09e0-44fe-94c6-1f9ff0d83e3c,UUID,self,[CHAS:Mamm]accession unknown,Nycticorax nycticorax,legacy,Edward R. Ford,1909-05-06,Black-crowned Night Heron. Verbatim AOU Number: 202.,1909-05-06,1909-05-06,1909-05-06,"North America, United States, Illinois, Cook County",Worth,"at edge of ""Sag"" [Saganashkee Slough], Worth, Cook County, Illinois",Pat Munroe,2011-05-03,unverified,30' up at top of slender oak.,,Edward R. Ford,collector,,,,,CHAS:Egg,"INTERNAL NOTES: ""12"" in LRC of Egg Card [A. King]. DISPLAY NOTES: Diameter: 18."" DATA HISTORY: Date listed as verified/cataloged is 1988-05-16. Record last updated in Excel (prior to Arctos migration) by Pat Munroe (2011-05-03).",202/1,original identifier,self,,,,,,,egg,unchecked,RVWD: 302: Ool Cab 02: B,4,in collection,,,,,,,,verbatim collector,E.R. Ford,Erica Krimmel,incubation stage,slight,Edward R. Ford,nest description,Of sticks and twigs; substantial and well hollowed ,Edward R. Ford,,,,,notes pg 209,accepted place of collection
1849,ekrimmel,1488,7b4668ed-88ad-473c-88a4-81466a918e49,UUID,self,[CHAS:Mamm]accession unknown,Nycticorax nycticorax,legacy,G. Eifrig,1911-06-03,Black-crowned Night Heron. Verbatim AOU Number: 202.,1911-06-03,1911-06-03,1911-06-03,"North America, United States, Illinois, DuPage County",Addison,"Addison, DuPage County, Illinois",Pat Munroe,2011-05-03,unverified,"In white oak, about 40' up.",,G. Eifrig,collector,,,,,CHAS:Egg,"INTERNAL NOTES: 'Assembled as a University study collection. Value to be set by Director, future date' [from accession card]. DATA HISTORY: Date listed as verified/cataloged is 1988-05-27. Record last updated in Excel (prior to Arctos migration) by Pat Munroe (2011-05-03).",Saint Mary of the Lake Seminary 37,original identifier,self,N. H.,original identifier,self,,,,egg,unchecked,RVWD: 302: Ool Cab 02: B,4,in collection,,,,,,,,verbatim collector,G. Eifrig,Erica Krimmel,incubation stage,one-half,G. Eifrig,,,,,,,,Heronry of about 40 nests.,accepted place of collection
1850,ekrimmel,1885,bbf5a12e-9b1d-45f9-a779-dab1e28019ba,UUID,self,[CHAS:Mamm]accession unknown,Nycticorax nycticorax,legacy,Edward R. Ford,1909-05-06,Black-crowned Night Heron. Verbatim AOU Number: 202.,1909-05-06,1909-05-06,1909-05-06,"North America, United States, Illinois, Cook County",Worth,"at edge of ""Sag"" [Saganashkee Slough], Worth, Cook County, Illinois",Pat Munroe,2011-05-03,unverified,35' up at top of small oak,,Edward R. Ford,collector,,,,,CHAS:Egg,"INTERNAL NOTES: ""12"" in LRC of Egg Card [A. King]. DATA HISTORY: Date listed as verified/cataloged is 1988-05-18. Record last updated in Excel (prior to Arctos migration) by Pat Munroe (2011-05-03).",202/2,original identifier,self,,,,,,,egg,unchecked,RVWD: 302: Ool Cab 02: B,3,in collection,,,,,,,,verbatim collector,E.R. Ford,Erica Krimmel,incubation stage,fresh,Edward R. Ford,nest description,OF sticks and twigs,Edward R. Ford,,,,,notes pg 210,accepted place of collection
1851,ekrimmel,1659,e42fe453-c612-4995-904b-6fb583cb6190,UUID,self,[CHAS:Mamm]accession unknown,Nycticorax nycticorax,legacy,G. Eifrig,1917-05-19,Black-crowned Night Heron. Verbatim AOU Number: 202.,1917-05-19,1917-05-19,1917-05-19,"North America, United States, Illinois, Cook County",Orland,"Orland, Cook County, Illinois",Pat Munroe,2011-05-03,unverified,"In black oaks, ash etc.",,G. Eifrig,collector,,,,,CHAS:Egg,"INTERNAL NOTES: 'Assembled as a University study collection. Value to be set by Director, future date' [from accession card]. DATA HISTORY: Date listed as verified/cataloged is 1988-05-27. Record last updated in Excel (prior to Arctos migration) by Pat Munroe (2011-05-03).",Saint Mary of the Lake Seminary 228,original identifier,self,O 1/5,original identifier,self,,,,egg,unchecked,RVWD: 302: Ool Cab 02: B,5,in collection,,,,,,,,verbatim collector,G. Eifrig,Erica Krimmel,incubation stage,one-third,G. Eifrig,nest description,Sticks,G. Eifrig,,,,,Heronry here of 100-120 nests. ,accepted place of collection
1852,ekrimmel,1959.2.67,06362730-b6cb-4d20-98d6-bff45cf3e5e3,UUID,self,[CHAS:Mamm]1959.2,Nycticorax nycticorax,legacy,unknown,1959-10-25,Black-crowned Night Heron. Verbatim AOU Number: 202.,[no date recorded],1879-03-24,1959-10-25,no higher geography recorded,,[no locality recorded],Amber King,2008-11-05,unverified,,,unknown,collector,,,,,CHAS:Egg,"INTERNAL NOTES: Originally from the Cusack Collection. Egg marked: ""Night Heron"", could be AOU 203 as well. Catalog number assigned (based on accession information) on 2016-01-30 by E. Krimmel in preparation for Arctos migration. DATA HISTORY: Record last updated in Excel (prior to Arctos migration) by Amber King (2008-11-05).",484,original identifier,self,,,,,,,egg,unchecked,RVWD: 302: Ool Cab 05: I,1,in collection,,,,,,,,,,,,,,,,,,,,,,accepted place of collection
1853,ekrimmel,1951.5279.82,5d719a7e-be6f-433f-a280-420a917f3625,UUID,self,[CHAS:Mamm]5279,Nycticorax nycticorax,legacy,unknown,1950-09-29,Black-crowned Night Heron. Verbatim AOU Number: 202.,[no date recorded],1885-10-25,1950-09-29,no higher geography recorded,,[no locality recorded],Amber King,2008-11-05,unverified,,,unknown,collector,,,,,CHAS:Egg,INTERNAL NOTES: Originally from the Hammond Collection. Catalog number assigned (based on accession information) on 2016-01-30 by E. Krimmel in preparation for Arctos migration. DATA HISTORY: Record last updated in Excel (prior to Arctos migration) by Amber King (2008-11-05).,,,,,,,,,,egg,unchecked,RVWD: 302: Ool Cab 05: I,4,in collection,,,,,,,,,,,,,,,,,,,,,,accepted place of collection
1854,ekrimmel,1951.5279.83,9cdf7589-5b76-40ce-80f9-d193c5a68a10,UUID,self,[CHAS:Mamm]5279,Nycticorax nycticorax,legacy,unknown,1950-09-29,Black-crowned Night Heron. Verbatim AOU Number: 202.,[no date recorded],1885-10-25,1950-09-29,no higher geography recorded,,[no locality recorded],Amber King,2008-11-05,unverified,,,unknown,collector,,,,,CHAS:Egg,INTERNAL NOTES: Originally from the Hammond Collection. Catalog number assigned (based on accession information) on 2016-01-30 by E. Krimmel in preparation for Arctos migration. DATA HISTORY: Record last updated in Excel (prior to Arctos migration) by Amber King (2008-11-05).,,,,,,,,,,egg,unchecked,RVWD: 302: Ool Cab 05: I,4,in collection,,,,,,,,,,,,,,,,,,,,,,accepted place of collection
1855,ekrimmel,8,7e5856c2-68ac-46f3-81ba-d9c5e35ec243,UUID,self,[CHAS:Mamm]3777,Nycticorax nycticorax,legacy,unknown,1881-05-25,Black-crowned Night Heron. Verbatim AOU Number: 202; Verbatim Ridgway Number: 495.,5/25/1881,1881-05-25,1881-05-25,"North America, United States, Massachusetts, Norfolk County",Canton,[transcribed directly into formatted locality fields],Amber King,2011-06-02,unverified,,,unknown,collector,,,,,CHAS:Egg,"INTERNAL NOTES: Originally from the Collection of Chas. B. Cory, Jr. DATA HISTORY: Date listed as verified/cataloged is 1988-05-27. Record last updated in Excel (prior to Arctos migration) by Amber King (2011-06-02).",293,collector number,self,,,,,,,egg,unchecked,RVWD: 302: Ool Cab 06: B,4,in collection,,,,,,,,verbatim collector,C.R.T.,Erica Krimmel,,,,,,,,,,,,accepted place of collection
1856,ekrimmel,1962.2.7,771772f9-b1ae-4a00-b1a0-6d1f8511a54d,UUID,self,[CHAS:Mamm]1962.2,Nycticorax nycticorax,legacy,unknown,1919-12-31,Black-crowned Night Heron. Verbatim AOU Number: 202.,[no date recorded],1800,1919-12-31,no higher geography recorded,,[no locality recorded],Amber King,2008-12-18,unverified,,,unknown,collector,,,,,CHAS:Egg,INTERNAL NOTES: Originally from the Stuart Collection. Catalog number assigned (based on accession information) on 2016-01-30 by E. Krimmel in preparation for Arctos migration. DATA HISTORY: Record last updated in Excel (prior to Arctos migration) by Amber King (2008-12-18).,102-5,original identifier,self,,,,,,,egg,unchecked,RVWD: 302: Ool Cab 07: D,1,in collection,,,,,,,,,,,,,,,,,,,,,,accepted place of collection
1857,ekrimmel,1953.5327.82,aa3dcdc9-c3c7-497f-aa62-a3f61a12b8b4,UUID,self,[CHAS:Mamm]5327,Nycticorax nycticorax,legacy,unknown,2008-12-31,Black-crowned Night Heron. Verbatim AOU Number: 202; Verbatim Ridgway Number: 202.,[no date recorded],1800,2008-12-31,no higher geography recorded,,[no locality recorded],Amber King,2008-12-18,unverified,,,unknown,collector,,,,,CHAS:Egg,INTERNAL NOTES: Originally from the Collection of J. R. W. Sargent. Catalog number assigned (based on accession information) on 2016-01-30 by E. Krimmel in preparation for Arctos migration. DATA HISTORY: Record last updated in Excel (prior to Arctos migration) by Amber King (2008-12-18).,495,original identifier,self,,,,,,,egg,unchecked,RVWD: 302: Ool Cab 07: F,3,in collection,,,,,,,,,,,,,,,,,,,,,,accepted place of collection
1858,ekrimmel,1953.5327.83,2945b9d4-b51a-4a2c-b967-f4a2acfbaf8a,UUID,self,[CHAS:Mamm]5327,Nycticorax nycticorax,legacy,unknown,2008-12-31,Black-crowned Night Heron. Verbatim AOU Number: 203; Verbatim Ridgway Number: 495.,[no date recorded],1800,2008-12-31,no higher geography recorded,,[no locality recorded],Amber King,2008-12-18,unverified,,,unknown,collector,,,,,CHAS:Egg,INTERNAL NOTES: Originally from the Collection of J. R. W. Sargent. Catalog number assigned (based on accession information) on 2016-01-30 by E. Krimmel in preparation for Arctos migration. DATA HISTORY: Record last updated in Excel (prior to Arctos migration) by Amber King (2008-12-18).,,,,,,,,,,egg,unchecked,RVWD: 302: Ool Cab 07: F,1,in collection,,,,,,,,,,,,,,,,,,,,,,accepted place of collection
1859,ekrimmel,1858,97849a34-2b7c-4ce0-97d3-211ab0d8c0d1,UUID,self,[CHAS:Mamm]1962.2,Nycticorax nycticorax,legacy,W. H. Stuart,1919-12-31,Black-crowned Night Heron. Verbatim AOU Number: 202.,[no date recorded],1800,1919-12-31,no higher geography recorded,,[no locality recorded],Dawn R. Roberts,2014-12-10,unverified,,,W. H. Stuart,collector,Friant Stuart,collector,Harold A. Stuart,collector,CHAS:Egg,INTERNAL NOTES: Originally from the Stuart Collection. DATA HISTORY: Date listed as verified/cataloged is 1988-03-09. Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2014-12-10).,,,,,,,,,,nest,unchecked,,1,missing,,,,,,,,verbatim collector,Stuart Collection,Erica Krimmel,,,,,,,,,,,,accepted place of collection
1860,ekrimmel,1125,0aee0458-e3c8-4763-b715-74d1e5a35c47,UUID,self,[CHAS:Mamm]4232,Nyctidromus albicollis merrilli,legacy,Frank B. Armstrong,1908-04-06,Merrill's Pauraque. Sure. Verbatim AOU Number: 419.,[transcribed directly into formatted date fields],1908-04-06,1908-04-06,"North America, Mexico, Tamaulipas",,[transcribed directly into formatted locality fields],Dawn R. Roberts,2014-12-10,unverified,On ground in shady place in big woods near town.,,Frank B. Armstrong,collector,,,,,CHAS:Egg,INTERNAL NOTES: 'April 1924 - placed with other boxed eggs on 3rd floor but kept separately' [egg catalog]. Purchased from the Armstrong-Pearsall Collection. DATA HISTORY: Date listed as verified/cataloged is 1988-06-10. Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2014-12-10).,752,collector number,self,2-2,original identifier,self,,,,egg,unchecked,RVWD: 302: Ool Cab 06: I,2,in collection,,,,,,,,verbatim collector,F.B. Armstrong,Erica Krimmel,incubation stage,fresh,Frank B. Armstrong,nest description,None,Frank B. Armstrong,,,,,,accepted place of collection
1861,ekrimmel,2016.2.119,ff2ae7fb-1c08-465d-8e64-cd57fabaf95c,UUID,self,[CHAS:Mamm]accession unknown,Oceanodroma leucorhoa,legacy,unknown,2015-11-24,Leach's Petrel. Verbatim AOU Number: 106.,[no date recorded],1800,2015-11-24,no higher geography recorded,,[no locality recorded],Amber King,2009-08-27,unverified,,,unknown,collector,,,,,CHAS:Egg,INTERNAL NOTES: Catalog number assigned (based on accession information) on 2016-01-30 by E. Krimmel in preparation for Arctos migration. DATA HISTORY: Record last updated in Excel (prior to Arctos migration) by Amber King (2009-08-27).,BD-2454,collector number,self,100,original identifier,self,,,,egg,unchecked,RVWD: 302: Ool Cab 05: K,1,in collection,,,,,,,,,,,,,,,,,,,,,,accepted place of collection
1862,ekrimmel,280,1c067b92-787a-45f9-b866-a4b73952deef,UUID,self,[CHAS:Mamm]3885,Oceanodroma leucorhoa,legacy,William H. Ballou,2015-11-24,Leach's Storm Petrel. Verbatim AOU Number: 106.,[no date recorded],1800,2015-11-24,"North America, United States, Massachusetts",,"Massachusetts coast, Massachusetts",Pat Munroe,2011-04-26,unverified,,,William H. Ballou,collector,,,,,CHAS:Egg,"INTERNAL NOTES: ""See Letter 1930"" [from accession book]. Locality is unclear on tag: ""Detroit Mich, coll. Mass. Coast"" needs to be verified. DATA HISTORY: Date listed as verified/cataloged is 1988-05-25. Record last updated in Excel (prior to Arctos migration) by Pat Munroe (2011-04-26).",Northwestern University 642,original identifier,self,K 10,original identifier,self,,,,egg,unchecked,RVWD: 302: Ool Cab 01: G,1,in collection,,,,,,,,verbatim collector,W.H. Ballou,Erica Krimmel,,,,,,,,,,,,accepted place of collection
1863,ekrimmel,871,221ed21c-561d-47d3-8e81-8bc0850ef265,UUID,self,[CHAS:Mamm]4311,Oceanodroma leucorhoa socorroensis,legacy,E. E. Sechrist,1927-06-19,Socorro Storm-Petrel. Verbatim AOU Number: 106.,1927-06-19,1927-06-19,1927-06-19,"North America, Mexico, Baja California",,Coronado Islands,Dawn R. Roberts,2014-12-10,unverified,,,E. E. Sechrist,collector,,,,,CHAS:Egg,"INTERNAL NOTES: 'April 1924 - placed with other boxed eggs on 3rd floor but kept separately' [egg catalog]; ""by exchange E.E. Sechrist"" [egg catalog]. DATA HISTORY: Date listed as verified/cataloged is 1988-07-13. Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2014-12-10).",5/1-27,original identifier,self,,,,,,,egg,Dermestid casings found in packing material [9/30/2008].,RVWD: 302: Ool Cab 06: A,1,in collection,,,,,,,,verbatim collector,E.E. Sechrist,Erica Krimmel,incubation stage,slight,E. E. Sechrist,nest description,"Egg laid at the end of burrow in soft earth, on a few dry ice plant leaves",E. E. Sechrist,,,,,,accepted place of collection
