KEY_TO_RAW,HIGHER_GEOG,CONTINENT_OCEAN,COUNTRY,STATE_PROV,COUNTY,QUAD,FEATURE,ISLAND_GROUP,ISLAND,SEA,municipality
",[Sri Lanka?],,,","Asia, Sri Lanka, Sri Lanka",Asia,Sri Lanka,,,,,,Sri Lanka,,
",Sri Lanka,,,","Asia, Sri Lanka, Sri Lanka",Asia,Sri Lanka,,,,,,Sri Lanka,,
"Asia,Ceylon,,,","Asia, Sri Lanka, Sri Lanka",Asia,Sri Lanka,,,,,,Sri Lanka,,
"Asia,Sri Lanka,,,","Asia, Sri Lanka, Sri Lanka",Asia,Sri Lanka,,,,,,Sri Lanka,,
"Ceylon [Sri Lanka],,,,","Asia, Sri Lanka, Sri Lanka",Asia,Sri Lanka,,,,,,Sri Lanka,,
"Sri Lanka [listed as ""Ceylon""],,,,","Asia, Sri Lanka, Sri Lanka",Asia,Sri Lanka,,,,,,Sri Lanka,,
",Syria,,,","Asia, Syria",Asia,Syria,,,,,,,,
",Syria,,,Lebanon",Asia,Asia,,,,,,,,,
"Taiwan (Formosa),,,,","Asia, Taiwan",Asia,Taiwan,,,,,,,,
"Thailand,,,,","Asia, Thailand",Asia,Thailand,,,,,,,,
",Thailand,Chaingmai Province,,","Asia, Thailand, Chiangmai Province",Asia,Thailand,Chiangmai Province,,,,,,,
",Thailand,Chiang Mai,,","Asia, Thailand, Chiangmai Province",Asia,Thailand,Chiangmai Province,,,,,,,
"Asia,Thailand,Chang Mai Province,,","Asia, Thailand, Chiangmai Province",Asia,Thailand,Chiangmai Province,,,,,,,
"Asia,Thailand,Chiangmai,,","Asia, Thailand, Chiangmai Province",Asia,Thailand,Chiangmai Province,,,,,,,
"Asia,Thailand,Chiang Mai,,","Asia, Thailand, Chiangmai Province",Asia,Thailand,Chiangmai Province,,,,,,,
",Thailand,Chiang Mai,,Chiang Dao","Asia, Thailand, Chiangmai Province",Asia,Thailand,Chiangmai Province,,,,,,,Chiang Dao
"Asia,Thailand,Chiang Mai,,Chiang Dao","Asia, Thailand, Chiangmai Province",Asia,Thailand,Chiangmai Province,,,,,,,Chiang Dao
"Asia,Thailand,Chiang Mai,,Mae Taeng","Asia, Thailand, Chiangmai Province",Asia,Thailand,Chiangmai Province,,,,,,,Mae Taeng
"Asia,Thailand,Chiang Mai,Hang Dong,","Asia, Thailand, Chiangmai Province, Hang Dong",Asia,Thailand,Chiangmai Province,Hang Dong,,,,,,
"Asia,Thailand,Chiang Mai,Samoeng,","Asia, Thailand, Chiangmai Province, Samoeng",Asia,Thailand,Chiangmai Province,Samoeng,,,,,,
"Asia,Thailand,Khon Kaen,,Khon Kaen","Asia, Thailand, Khon Kaen Province",Asia,Thailand,Khon Kaen Province,,,,,,,Khon Kaen
"Asia,Thailand,Mukdahan,,","Asia, Thailand, Mukdahan Province",Asia,Thailand,Mukdahan Province,,,,,,,
",Turkey,,,","Asia, Turkey",Asia,Turkey,,,,,,,,
"Asia,Turkey,,,","Asia, Turkey",Asia,Turkey,,,,,,,,
"Turkey,,,,","Asia, Turkey",Asia,Turkey,,,,,,,,
",Turkey,,,Constantinople","Asia, Turkey",Asia,Turkey,,,,,,,,Constantinople
",Mesopotamia,,,Haran","Asia, Iran",Asia,Iran,,,,,,,,Haran
"Turkey,,,,Smyrna [Izmir]","Asia, Turkey, Izmir Province",Asia,Turkey,Izmir Province,,,,,,,Izmir [Historically Smyrna]
",Turkey,Albania,,","Europe, Albania",Europe,Albania,,,,,,,,
",Asia,VietNam,,HuÃª","Asia, Vietnam, Thua Thien-Hue",Asia,Vietnam,Thua Thien-Hue,,,,,,,Hue
"Asia,Vietnam,Thua Thien-Hue Province,,Hue","Asia, Vietnam, Thua Thien-Hue",Asia,Vietnam,Thua Thien-Hue,,,,,,,Hue
",USA,Guam,,","Pacific Ocean, United States, Guam, Mariana Islands",Pacific Ocean,United States,Guam,,,,Mariana Islands,,,
"Guam,,,,","Pacific Ocean, United States, Guam, Mariana Islands",Pacific Ocean,United States,Guam,,,,Mariana Islands,,,
"North America,USA,Guam,,","Pacific Ocean, United States, Guam, Mariana Islands",Pacific Ocean,United States,Guam,,,,Mariana Islands,,,
",Australia,,,","Australia, Australia",Australia,Australia,,,,,,,,
"Australasia,Australia,,,","Australia, Australia",Australia,Australia,,,,,,,,
"Australia,,,,","Australia, Australia",Australia,Australia,,,,,,,,
"Australia,Australia,,,","Australia, Australia",Australia,Australia,,,,,,,,
"Australia,South Australia,,,","Australia, Australia",Australia,Australia,,,,,,,,
"Australia/ Oceania,Australia,,,","Australia, Australia",Australia,Australia,,,,,,,,
"Oceana,Australia,,,","Australia, Australia",Australia,Australia,,,,,,,,
",Australia,,,Melbourne","Australia, Australia, Victoria",Australia,Australia,Victoria,,,,,,,Melbourne
",Australia,,,Sydney","Australia, Australia, New South Wales",Australia,Australia,New South Wales,,,,,,,Sydney
",Australia,Brunswick,,","Australia, Australia, Victoria",Australia,Australia,Victoria,,,,,,,
",Australia,New South Wales,,","Australia, Australia, New South Wales",Australia,Australia,New South Wales,,,,,,,
"Australasia,Australia,New South Wales,,","Australia, Australia, New South Wales",Australia,Australia,New South Wales,,,,,,,
"Australia,New South Wales,,,","Australia, Australia, New South Wales",Australia,Australia,New South Wales,,,,,,,
"N[ew] S[outh] Wales,,,,","Australia, Australia, New South Wales",Australia,Australia,New South Wales,,,,,,,
"Oceana,Australia,New South Wales,,","Australia, Australia, New South Wales",Australia,Australia,New South Wales,,,,,,,
",Australia,New South Wales,,Armidale","Australia, Australia, New South Wales",Australia,Australia,New South Wales,,,,,,,Armidale
"Oceana,Australia,New South Wales,,Port Maquaries","Australia, Australia, New South Wales",Australia,Australia,New South Wales,,,,,,,Port Maquaries
",Australia,New South Wales,,Sydney","Australia, Australia, New South Wales",Australia,Australia,New South Wales,,,,,,,Sydney
"Oceana,Australia,New Zealand,,","Pacific Ocean, New Zealand",Pacific Ocean,New Zealand,,,,,,,,
",Australia,Queensland,,","Australia, Australia, Queensland",Australia,Australia,Queensland,,,,,,,
",Australia,South Australia,,Adelaide","Australia, Australia, South Australia",Australia,Australia,South Australia,,,,,,,Adelaide
",Australia,Tasmania,,","Australia, Australia, Tasmania, Tasmania",Australia,Australia,Tasmania,,,,,,,
",Australia,Tasmania,,Hobard","Australia, Australia, Tasmania, Tasmania",Australia,Australia,Tasmania,,,,,,,Hobard
",Australia,Victoria,,","Australia, Australia, Victoria",Australia,Australia,Victoria,,,,,,,
"Australia,Australia,Victoria,,","Australia, Australia, Victoria",Australia,Australia,Victoria,,,,,,,
"Australia/Oceania,Australia,Victoria,,","Australia, Australia, Victoria",Australia,Australia,Victoria,,,,,,,
"Australia/Oceania,Australia,Western Australia,,","Australia, Australia, Western Australia",Australia,Australia,Western Australia,,,,,,,
",Australia,Western Australia,,""East Hayden"" [East Hyden?]","Australia, Australia, Western Australia",Australia,Australia,Western Australia,,,,,,,East Hayden
",Australia,Western Australia,,East Hyden","Australia, Australia, Western Australia",Australia,Australia,Western Australia,,,,,,,East Hyden
",Australia,West Australia,,Exmouth","Australia, Australia, Western Australia",Australia,Australia,Western Australia,,,,,,,Exmouth
"Australia/ Oceania,Australia,West Australia,,Exmouth","Australia, Australia, Western Australia",Australia,Australia,Western Australia,,,,,,,Exmouth
",Australia,Western Australia,,Geraldton","Australia, Australia, Western Australia",Australia,Australia,Western Australia,,,,,,,Geraldton
",Australia,Western Australia,,Hyden","Australia, Australia, Western Australia",Australia,Australia,Western Australia,,,,,,,Hyden
"Australia/ Oceania,Australia,West Australia,,Hyden","Australia, Australia, Western Australia",Australia,Australia,Western Australia,,,,,,,Hyden
"Australia,Australia,Western Australia,,Meekatharra","Australia, Australia, Western Australia",Australia,Australia,Western Australia,,,,,,,Meekatharra
"Oceana,Fiji,,,","Pacific Ocean, Fiji, Fiji Islands",Pacific Ocean,Fiji,,,,,Fiji Islands,,,
",French Polynesia,,,","Pacific Ocean, France, French Polynesia",Australasia,French Polynesia,,,,,,,,
"Atlantic Ocean,French Polynesia,,,","Pacific Ocean, France, French Polynesia",Australasia,French Polynesia,,,,,,,,
"Oceana,Micronesia,,,","Pacific Ocean, Federated States of Micronesia",Pacific Ocean,Federated States of Micronesia,,,,,,,,
",Micronesia,Pohnpei,,","Pacific Ocean, Federated States of Micronesia, Caroline Islands, Pohnpei Island",Pacific Ocean,Federated States of Micronesia,,,,,Caroline Islands,Pohnpei Island,,
",New Zealand,,,","Pacific Ocean, New Zealand",Pacific Ocean,New Zealand,,,,,,,,
"Australasia,New Zealand,,,","Pacific Ocean, New Zealand",Pacific Ocean,New Zealand,,,,,,,,
"Australia,New Zealand,,,","Pacific Ocean, New Zealand",Pacific Ocean,New Zealand,,,,,,,,
"New Zealand,,,,","Pacific Ocean, New Zealand",Pacific Ocean,New Zealand,,,,,,,,
"Oceana,New Zealand,,,","Pacific Ocean, New Zealand",Pacific Ocean,New Zealand,,,,,,,,
"Australasia,New Zealand,,,Kaipara Harbor","Pacific Ocean, New Zealand",Pacific Ocean,New Zealand,,,,,,,,Kaipara Harbor
",New Zealand,,,Northcote","Pacific Ocean, New Zealand, Auckland, North Island",Pacific Ocean,New Zealand,Auckland,,,,,North Island,,Northcote
",New Zealand,,,Oamaru","Pacific Ocean, New Zealand, Otago, South Island",Pacific Ocean,New Zealand,Otago,,,,,South Island,,Oamaru
",Palau,,,","Pacific Ocean, Republic of Palau, Palau Islands",Pacific Ocean,Republic of Palau,,,,,Palau Islands,,,
",New Guinea,,,","Pacific Ocean, Papua New Guinea",Pacific Ocean,Papua New Guinea,,,,,,,,
",Nueva Guinea,,,","Pacific Ocean, Papua New Guinea",Pacific Ocean,Papua New Guinea,,,,,,,,
"Australia/Oceania,Papua New Guinea,,,","Pacific Ocean, Papua New Guinea",Pacific Ocean,Papua New Guinea,,,,,,,,
"Australia/ Oceania,Papua New Guinea,,,","Pacific Ocean, Papua New Guinea",Pacific Ocean,Papua New Guinea,,,,,,,,
"Oceana,New Guinea,,,","Pacific Ocean, Papua New Guinea",Pacific Ocean,Papua New Guinea,,,,,,,,
"Oceana,New Guinea,,,Amboina","Pacific Ocean, Papua New Guinea",Pacific Ocean,Papua New Guinea,,,,,,,,Amboina
"Australia/ Oceania,Papua New Guinea,,,Kosipe","Pacific Ocean, Papua New Guinea",Pacific Ocean,Papua New Guinea,,,,,,,,Kosipe
"Australia/ Oceania,Papua New Guinea,Bougainville Islands,,","Pacific Ocean, Papua New Guinea, North Solomons Province, Solomon Islands, Bougainville",Pacific Ocean,Papua New Guinea,North Solomons Province,,,,Solomon Islands,Bougainville,,
",New Guinea,Chimbo,,Keroway","Pacific Ocean, Papua New Guinea, Chimbu Province, New Guinea",Pacific Ocean,Papua New Guinea,Chimbu Province,,,,,New Guinea,,Keroway
",Papua New Guinea,Madang,,","Pacific Ocean, Papua New Guinea, Madang Province",Pacific Ocean,Papua New Guinea,Madang Province,,,,,,,
"Australia/ Oceania,Papua New Guinea,Madang,,Madang","Pacific Ocean, Papua New Guinea, Madang Province",Pacific Ocean,Papua New Guinea,Madang Province,,,,,,,Madang
"Australia/ Oceania,Papua New Guinea,Merobe Province,,","Pacific Ocean, Papua New Guinea, Morobe Province",Pacific Ocean,Papua New Guinea,Morobe Province,,,,,,,
"Australia/ Oceania,Papua New Guinea,Milne Bay Province,,","Pacific Ocean, Papua New Guinea, Milne Bay Province",Pacific Ocean,Papua New Guinea,Milne Bay Province,,,,,,,
",Papua New Guinea,Morobe,,","Pacific Ocean, Papua New Guinea, Morobe Province",Pacific Ocean,Papua New Guinea,Morobe Province,,,,,,,
"Australia/ Oceania,Papua New Guinea,Morobe,,","Pacific Ocean, Papua New Guinea, Morobe Province",Pacific Ocean,Papua New Guinea,Morobe Province,,,,,,,
"Australia/Oceania,Papua New Guinea,Morobe Province,,","Pacific Ocean, Papua New Guinea, Morobe Province",Pacific Ocean,Papua New Guinea,Morobe Province,,,,,,,
"Australia/ Oceania,Papua New Guinea,Morobe Province,,","Pacific Ocean, Papua New Guinea, Morobe Province",Pacific Ocean,Papua New Guinea,Morobe Province,,,,,,,
"Australia/ Oceania,Papua New Guinea,Morobe,,Bulolo","Pacific Ocean, Papua New Guinea, Morobe Province",Pacific Ocean,Papua New Guinea,Morobe Province,,,,,,,Bulolo
",Papua New Guinea,Morobe,Buloe,,","Pacific Ocean, Papua New Guinea, Morobe Province",Pacific Ocean,Papua New Guinea,Morobe Province,,,,,,,Buloe
",Papua New Guinea,Morobe,Sambio,,","Pacific Ocean, Papua New Guinea, Morobe Province",Pacific Ocean,Papua New Guinea,Morobe Province,,,,,,,Sambio
",New Guinea,Papua,,","Pacific Ocean, Papua New Guinea",Pacific Ocean,Papua New Guinea,,,,,,,,
"Australia/Oceania,Papua New Guinea,West New Britain Province,,","Pacific Ocean, Papua New Guinea, West New Britain Province",Pacific Ocean,Papua New Guinea,West New Britain Province,,,,,,,
",polynesia,,,",Pacific Ocean,Pacific Ocean,,,,,,,,,
",Samoa,,,","Pacific Ocean, Samoa, Samoa Islands",Pacific Ocean,Samoa,,,,,Samoa Islands,,,
"Oceana,American Samoa,,,","Pacific Ocean, Samoa, Samoa Islands",Pacific Ocean,Samoa,,,,,Samoa Islands,,,
",Solomon Islands,,,","Pacific Ocean, Solomon Islands, Solomon Islands",Pacific Ocean,Solomon Islands,,,,,Solomon Islands,,,
",Austria / Italy,,,",Europe,Europe,,,,,,,,,
",Europe,,,",Europe,Europe,,,,,,,,,
",Switzerland / Germany,,,",Europe,Europe,,,,,,,,,
"Europe,,,,",Europe,Europe,,,,,,,,,
"Europe,""Europe"",,,",Europe,Europe,,,,,,,,,
"Europe,Austria/ Italy,,,",Europe,Europe,,,,,,,,,
"Europe,Armenia,,,","Europe, Armenia",Europe,Armenia,,,,,,,,
",Austria,,,","Europe, Austria",Europe,Austria,,,,,,,,
"Austria,,,,","Europe, Austria",Europe,Austria,,,,,,,,
"Europe,Austria,,,","Europe, Austria",Europe,Austria,,,,,,,,
",Austria,,,Baden","Europe, Austria, Niederosterreich",Europe,Austria,Niederosterreich,,,,,,,Baden
",[Austria],,,""Wien"" [Vienna]","Europe, Austria, Wien",Europe,Austria,Wien,,,,,,,Wien Vienna
"Europe,Austria,,,""Wien""[ Vienna]","Europe, Austria, Wien",Europe,Austria,Wien,,,,,,,Wien Vienna
",Austria,Austria,,Wien Vienna","Europe, Austria, Wien",Europe,Austria,Wien,,,,,,,Vienna
",Austria,Carinthia,,","Europe, Austria, Carinthia",Europe,Austria,Carinthia,,,,,,,
"Europe,Austria,Carinthia,,","Europe, Austria, Carinthia",Europe,Austria,Carinthia,,,,,,,
",Austria,Carinthia,,Bleiberg","Europe, Austria, Carinthia",Europe,Austria,Carinthia,,,,,,,Bleiberg
"Europe,[Austria],Carinthia [KÃ¤rnten],,","Europe, Austria, Carinthia",Europe,Austria,Carinthia,,,,,,,
",Austria,Salzburg,,","Europe, Austria, Salzburg",Europe,Austria,Salzburg,,,,,,,
",Austria,Styria,,Schladming","Europe, Austria, Styria",Europe,Austria,Styria,,,,,,,Schladming
",Austria,Styria,MÃ¼rzzuschlag,Krieglach","Europe, Austria, Styria, Bruck-Murzzuschlag District",Europe,Austria,Styria,Bruck-Murzzuschlag District,,,,,,Krieglach
",Austria,Tirol,,","Europe, Austria, Tyrol",Europe,Austria,Tyrol,,,,,,,
",Austria,Tyrol,,","Europe, Austria, Tyrol",Europe,Austria,Tyrol,,,,,,,
"Europe,Austria,Tirol,,","Europe, Austria, Tyrol",Europe,Austria,Tyrol,,,,,,,
",Austria,Tirol,,Hall","Europe, Austria, Tyrol",Europe,Austria,Tyrol,,,,,,,Hall
",Austria,Upper Austria,Gmunden,Gosau","Europe, Austria, Oberosterreich, Gmunden",Europe,Austria,Oberosterreich,Gmunden,,,,,,Gosau
",Belgium,,,","Europe, Belgium",Europe,Belgium,,,,,,,,
"Belgium,,,,","Europe, Belgium",Europe,Belgium,,,,,,,,
"Europe,Belgium,,,","Europe, Belgium",Europe,Belgium,,,,,,,,
",Belgium,,,Antwerp","Europe, Belgium, Flanders, Antwerp",Europe,Belgium,Antwerp,,,,,,,Antwerp
"Belgium,,,,Antwerp","Europe, Belgium, Flanders, Antwerp",Europe,Belgium,Antwerp,,,,,,,Antwerp
",Belgium,,,Bruges","Europe, Belgium, West Flanders Province",Europe,Belgium,West Flanders Province,,,,,,,Bruges
"Belgium,,,,Knocke","Europe, Belgium, West Flanders Province",Europe,Belgium,West Flanders Province,,,,,,,Knocke
",Belgium,,,Namur","Europe, Belgium, Wallonia",Europe,Belgium,Wallonia,,,,,,,Namur
"Belgium,,,,Wenduyne (Fl. oc.)","Europe, Belgium",Europe,Belgium,,,,,,,,
"Belgium,Hainaut,,,","Europe, Belgium, Wallonia, Hainaut",Europe,Belgium,Wallonia,Hainaut,,,,,,
"Belgium,Hainaut,,,St-Denis","Europe, Belgium, Wallonia, Hainaut",Europe,Belgium,Wallonia,Hainaut,,,,,,St-Denis
"Belgium,Hainaut,,,Thieu","Europe, Belgium, Wallonia, Hainaut",Europe,Belgium,Wallonia,Hainaut,,,,,,Thieu
"Belgium,Limbourg,,,St-Trond","Europe, Belgium, Flanders, Limburg",Europe,Belgium,Flanders,Limburg,,,,,,St-Trond
",[Bosnia and Herzegovnia],,,Travnik","Europe, Bosnia and Herzegovina, Central Bosnia Canton",Europe,Bosnia and Herzegovina,Central Bosnian Canton,,,,,,,Travnik
",""Bulgar."" [Bulgaria],,,Sophia","Europe, Bulgaria, Sofia",Europe,Bulgaria,Sofia,,,,,,,Sofia
",Bulgar [Bulgaria],,,Sophia","Europe, Bulgaria, Sofia",Europe,Bulgaria,Sofia,,,,,,,Sofia
"Europe,Croatia,,,","Europe, Croatia",Europe,Croatia,,,,,,,,
"Europe,Croatia,Dalmatia,,Sibenik","Europe, Croatia, Dalmatia",Europe,Croatia,Dalmatia,,,,,,,Sibenik
"Europe,Cuba,,,","West Indies, Cuba, Greater Antilles, Cuba",West Indies,Cuba,,,,,Greater Antilles,Cuba,,
",Czech Republic,,,","Europe, Czech Republic",Europe,Czech Republic,,,,,,,,
",Czech Republic [?],,,","Europe, Czech Republic",Europe,Czech Republic,,,,,,,,
"Europe,Czech Repbulic,,,","Europe, Czech Republic",Europe,Czech Republic,,,,,,,,
"Europe,Czech Republic,,,","Europe, Czech Republic",Europe,Czech Republic,,,,,,,,
",Czech Republic,,,Beroun","Europe, Czech Republic, Central Bohemian Region",Europe,Czech Republic,Central Bohemian Region,,,,,,,Beroun
",,,,Prague","Europe, Czech Republic",Europe,Czech Republic,,,,,,,,Prague
",Czech Republic,Karlovy Vary,,","Europe, Czech Republic, Karlovy Vary Region",Europe,Czech Republic,Karlovy Vary Region,,,,,,,
",Czech Republic,Karlovy Vary,,Carlsbad","Europe, Czech Republic, Karlovy Vary Region",Europe,Czech Republic,Karlovy Vary Region,,,,,,,Carlsbad
",Czech Republic,Karlovy Vary,,HornÃ­ Slavkov","Europe, Czech Republic, Karlovy Vary Region",Europe,Czech Republic,Karlovy Vary Region,,,,,,,Horni Slavkov
",Czech Republic,Karlovy Vary,,JÃ¡chymov","Europe, Czech Republic, Karlovy Vary Region",Europe,Czech Republic,Karlovy Vary Region,,,,,,,Jachymov
",Czech Republic,Karlovy Vary,Sokolov,Loket","Europe, Czech Republic, Karlovy Vary Region, Sokolov District",Europe,Czech Republic,Karlovy Vary Region,Sokolov District,,,,,,Loket
",Czech Republic,Plzen,,StÅ™bro","Europe, Czech Republic, Plzen Region",Europe,Czech Republic,Plzen Region,,,,,,,Strbro
",Czech Republic,ÃšstÃ­ nad Labem,,Jirkov","Europe, Czech Republic, Usti nad Labem Region",Europe,Czech Republic,Usti nad Labem Region,,,,,,,Jirkov
",Czech Republic,ÃšstÃ­ nad Labem,,Kadan","Europe, Czech Republic, Usti nad Labem Region",Europe,Czech Republic,Usti nad Labem Region,,,,,,,Kadan
",Czech Republic,ÃšstÃ­ nad Labem,,Postoloprty","Europe, Czech Republic, Usti nad Labem Region",Europe,Czech Republic,Usti nad Labem Region,,,,,,,Postoloprty
",Czech Republic,Ãšsti nad Labem,Teplice,BÃ­linia","Europe, Czech Republic, Usti nad Labem Region, Teplice District",Europe,Czech Republic,Usti nad Labem Region,Teplice District,,,,,,Bilinia
",Czech Republic,Ãšsti nad Labem,Ãšsti nad Labem,Lovosice","Europe, Czech Republic, Usti nad Labem Region",Europe,Czech Republic,Usti nad Labem Region,,,,,,,Lovosice
",Czech Republic,Ãšsti nad Labem,Ãšsti nad Labem,Teplice","Europe, Czech Republic, Usti nad Labem Region",Europe,Czech Republic,Usti nad Labem Region,,,,,,,Teplice
",Czech Republic,Ãšsti nad Labem,Ãšsti nad Labem,Ãšsti nad Labem","Europe, Czech Republic, Usti nad Labem Region",Europe,Czech Republic,Usti nad Labem Region,,,,,,,Usti nad Labem
",Denmark,,,","Europe, Denmark",Europe,Denmark,,,,,,,,
"Denmark,,,,","Europe, Denmark",Europe,Denmark,,,,,,,,
"Europe,Denmark,,,","Europe, Denmark",Europe,Denmark,,,,,,,,
",Denmark,,,Copenhagen","Europe, Denmark",Europe,Denmark,,,,,,,,Copenhagen
"Europe,Denmark,,,Sjaelland","Europe, Denmark",Europe,Denmark,,,,,,,,Sjaelland
",Finland,,,Helsinki","Europe, Finland, Uusimaa",Europe,Finland,Uusimaa,,,,,,,Helsinki
"Europe,Finland,,,Kumlinge","Europe, Finland, Ahvenanmaa Province, Aland Islands",Europe,Finland,Ahvenanmaa Province,Aland Islands,,,,,,Kumlinge
"Europe,Finland,Lapland,,Tornio","Europe, Finland, Lappi",Europe,Finland,Lappi,,,,,,,Tornio
"Europe,Finland,Lapland,EnontekiÃ¶,Karesuando","Europe, Finland, Lappi, Enontekio",Europe,Finland,Lappi,Enontekio,,,,,,Karesuvanto
",France,,,","Europe, France",Europe,France,,,,,,,,
"Europe,France,,,","Europe, France",Europe,France,,,,,,,,
"France,,,,","Europe, France",Europe,France,,,,,,,,
"Europe,France,,,Arles","Europe, France",Europe,France,,,,,,,,Arles
",France,,,Aunergne","Europe, France, Auvergne",Europe,France,Auvergne,,,,,,,Aunergne
",France,,,Boancon","Europe, France",Europe,France,,,,,,,,Boancon
",France,,,Cannes","Europe, France, Provence-Alpes-Cote d'Azur, Alpes-Maritimes",Europe,France,Provence-Alpes-Cote d'Azur,Alpes-Maritimes,,,,,,Cannes
",France,,,Chamonix","Europe, France, Rhone-Alpes, Haute-Savoie",Europe,France,Rhone-Alps,Haute-Savoie,,,,,,Chamonix
"Europe,France,,,Charenton","Europe, France, Ile-de-France",Europe,France,Ile-de-France,,,,,,,Charenton
",France,,,Chateau-Thierry","Europe, France, Picardy, Aisne",Europe,France,Picardy,Aisne,,,,,,Chateau-Thierry
",France,,,Croisic","Europe, France, Pays de la Loire",Europe,France,Pays de la Loire,,,,,,,Croisic
",France,,,Cucurrou","Europe, France, Provence-Alpes-Cote d'Azur, Vaucluse",Europe,France,Provence-Alpes-Cote d'Azur,Vaucluse,,,,,,Cucurrou
",France,,,Finistere","Europe, France, Brittany, Brittany",Europe,France,Brittany,,,,,,,Finistere
",France,,,Leloin [?]","Europe, France",Europe,France,,,,,,,,Leloin
"Europe,France,,,Linz","Europe, France",Europe,France,,,,,,,,Linz
",France,,,Lyon","Europe, France, Rhone-Alpes",Europe,France,Rhone-Alpes,,,,,,,Lyon
",France,,,Lyons","Europe, France, Rhone-Alpes",Europe,France,Rhone-Alpes,,,,,,,Lyons
"France,,,,Lyons","Europe, France, Rhone-Alpes",Europe,France,Rhone-Alpes,,,,,,,Lyons
",France,,,Marseilles","Europe, France, Provence-Alpes-Cote d'Azur, Bouches-du-Rhone",Europe,France,Provence-Alpes-Cote d'Azur,Bouches-du-Rhone,,,,,,Marseilles
"France,,,,Marseilles","Europe, France, Provence-Alpes-Cote d'Azur, Bouches-du-Rhone",Europe,France,Provence-Alpes-Cote d'Azur,Bouches-du-Rhone,,,,,,Marseilles
",France,,,Nice","Europe, France, Provence-Alpes-Cote d'Azur, Alpes-Maritimes",Europe,France,Provence-Alpes-Cote d'Azur,Alpes-Maritimes,,,,,,Nice
"Europe,France,,,Nice","Europe, France, Provence-Alpes-Cote d'Azur, Alpes-Maritimes",Europe,France,Provence-Alpes-Cote d'Azur,Alpes-Maritimes,,,,,,Nice
"France,,,,Nice","Europe, France, Provence-Alpes-Cote d'Azur, Alpes-Maritimes",Europe,France,Provence-Alpes-Cote d'Azur,Alpes-Maritimes,,,,,,Nice
