KEY_TO_RAW,HIGHER_GEOG,municipality
"along Fox River, Antioch Ill. , Lake Co.","North America, United States, Illinois, Lake County",Antioch
"Along the Fox River, Antioch Ill.","North America, United States, Illinois, Lake County",Antioch
"Alpine, Huntington B.C.","North America, Canada, British Columbia",Abbotsford
"alt. 3500 ft, Boquite Chuique C.R. Mexico","Central America, Panama, Chiriqui",Boquete
"Alt. 4,600 feet.  Tuolumne, Co. Calif.","North America, United States, California, Tuolumne County",
"alt. 600; Shellmound, Tenn.","North America, United States, Tennessee, Marion County",Shellmound
"Alt. 600'; Shellmound, Tenn.","North America, United States, Tennessee, Marion County",Shellmound
"Alt. 600'; Treton, Georgia","North America, United States, Georgia, Dade County",Trenton
"Alt. 7,500 ft.; Bluff Lake, San Bernardino Mts., Calif.","North America, United States, California, San Bernardino County",
alt 100',"Africa, Kenya, Kilifi County",Kilifi
alt 50',"Africa, Kenya, Kilifi County",Kilifi
"Altamaha River, Georgia","North America, United States, Georgia",
Alta Vera Paz,"Central America, Guatemala, Alta Verapaz",
Altitude: 1900ft,"North America, United States, Tennessee, Blount County",Cades Cove
"Altitude 2,000 ft, Cades Cave, Tenn","North America, United States, Tennessee, Blount County",Cades Cove
"Altitude 2000 ft., Great Smokey Mountains","North America, United States, Tennessee, Blount County",Cades Cove
Amador Co. Calif.,"North America, United States, California, Amador County",
"Amana, IA","North America, United States, Iowa, Johnson County",Amana
"Amboseli [National Park, Kojiado District, Rift Valley Province]","Africa, Kenya, Kajiado",
Amelia Isl,"North America, United States, Florida, Nassau County",
Amelia Isl. Fla.,"North America, United States, Florida, Nassau County",
Amelia Island,"North America, United States, Florida, Nassau County",
"Amelia Island, Florida","North America, United States, Florida, Nassau County",
America,"North America, United States",
"Anaheim Landing, Orange Co. Calif.","North America, United States, California, Orange County",Seal Beach
Anderson Valley,"North America, United States, California, Mendocino County",
Andros Island,"West Indies, Bahamas, Bahama Islands",
"Ann Arbor, Mich.","North America, United States, Michigan, Washtenaw County",Ann Arbor
"Ann Arbor, Mich. [Michigan]","North America, United States, Michigan, Washtenaw County",Ann Arbor
Antioch,"North America, United States, Illinois, Lake County",Antioch
"Antioch, Ill","North America, United States, Illinois, Lake County",Antioch
"Antioch, Ill.","North America, United States, Illinois, Lake County",Antioch
"Antioch, Ill. Lake Co.","North America, United States, Illinois, Lake County",Antioch
"Antioch, Illinois","North America, United States, Illinois, Lake County",Antioch
"Antioch, Ill Lake Co.","North America, United States, Illinois, Lake County",Antioch
"Antioch, Lake Co., lll.","North America, United States, Illinois, Lake County",Antioch
"Arboretum Superior, Pinal Co, Ariz.","North America, United States, Arizona, Pinal County",Superior
"Arboretum Superior, Pinal Co, Ariz., 2200 ft","North America, United States, Arizona, Pinal County",Superior
Arctic America,"North America, Canada",
"Arctic America, Lappures, IT","North America, Canada",
Arctic Circle,no higher geography recorded,
"Ariz., 5 miles west of Superior, west base of Picket Post Mt.","North America, United States, Arizona, Pinal County",Superior
"Ariz., Santa Cruz Co., Calabsas","North America, United States, Arizona, Santa Cruz County",
Ariz. 2 miles west of Wickenburg,"North America, United States, Arizona, Yavapai County",Wickenburg
"Ark [Arkansas] Benton Co., Gravette, Game Bird Farm","North America, United States, Arkansas, Benton County",Gravette
"Arkansas, Benton Co. Gravette","North America, United States, Arkansas, Benton County",Gravette
"Arlington Heights, Illinois","North America, United States, Illinois, Cook County",Arlington Heights
"Aspen Creek, Prescott, Arizona","North America, United States, Arizona, Yavapai County",Prescott
Atka Isl. Alaska,"North America, United States, Alaska, Aleutian Islands",
"at Little Island, Wales Alaska","North America, United States, Alaska, Nome Quad",Wales
at shore of Wales,"North America, United States, Alaska, Nome Quad",Wales
"at shore of Wales, Alas.","North America, United States, Alaska, Nome Quad",Wales
"at shore of Wales, Alaska","North America, United States, Alaska, Nome Quad",Wales
Attie,"North America, United States, Missouri, Oregon County",Attie
"at Wilson, Merrits Isl., Fla","North America, United States, Florida, Brevard County",Merritt Island
"Auburn, N.Y.","North America, United States, New York, Cayuga County",Auburn
"Auburn, New York","North America, United States, New York, Cayuga County",Auburn
Auburn Ill.,"North America, United States, Illinois, Sangamon County",Auburn
Auburn Park,"North America, United States, Illinois, Cook County",Chicago
"Auburn Park, Ill.","North America, United States, Illinois, Cook County",Chicago
"Auburn Park, Ill. [Illinois]","North America, United States, Illinois, Cook County",Chicago
"Auburn Park [Chicago], Ill. [Illinois]","North America, United States, Illinois, Cook County",Chicago
Australia,"Australia, Australia",
"Austwell, Refugio Co., Tex [Texas]","North America, United States, Texas, Refugio County",Austwell
Avery Is.,"North America, United States, Louisiana, Iberia Parish, Avery Island",Avery Island
Avery Isl. La.,"North America, United States, Louisiana, Iberia Parish, Avery Island",Avery Island
Avery Island,"North America, United States, Louisiana, Iberia Parish, Avery Island",Avery Island
"Avery Island, LA","North America, United States, Louisiana, Iberia Parish, Avery Island",Avery Island
"Avery Island, Louisiana","North America, United States, Louisiana, Iberia Parish, Avery Island",Avery Island
Ayoso [?},"Africa, Kenya",
"Babicora, Chih. Mex.","North America, Mexico, Chihuahua, Gomez Farias",San Jos̩ Babicora
"Babicora, Chihuahua, Mexico","North America, Mexico, Chihuahua, Gomez Farias",San Jos̩ Babicora
Bahamas: New Prov.: Nassau [New Providence Island],"West Indies, Bahamas, Bahama Islands, Nassau",Nassau
"Baja CA, Santa Anita, Lower California","North America, Mexico, Baja California Sur",Santa Anita
Bald Mountain,"North America, United States, Colorado, Summit County",
Bamboo Zone of Impenetrable Forest,"Africa, Uganda, Western Region, Kabale District",Kabali
"Bamboo zone of Impenetrable Forest, alt 8000'","Africa, Uganda, Western Region, Kabale District",Kabali
"Bamboo Zone of Impenetrable Forest, Kabali","Africa, Uganda, Western Region, Kabale District",Kabale
"Bamboo Zone of Impenetrable Forest, Kabali, 8000'","Africa, Uganda, Western Region, Kabale District",Kabale
"Bamboo Zone of Impenetrable Forest, Kabali, Uganda","Africa, Uganda, Western Region, Kabale District",Kabali
"Banff, British Columbia","North America, Canada, British Columbia",Banff
Barr,"North America, United States, Colorado, Adams County",Brighton
"Barr, Colorado","North America, United States, Colorado, Adams County",Brighton
"Barrington, Cook Co. Ill.","North America, United States, Illinois, Cook County",Barrington
"Barrington, Cook Co. Ill. [Illinois]","North America, United States, Illinois, Cook County",Barrington
"Barrington, Ill.","North America, United States, Illinois, Cook County",Barrington
Barrington R. Isl.,"North America, United States, Rhode Island, Bristol County",Barrington
Barr Lake,"North America, United States, Colorado, Adams County",Brighton
"Barron Grounds, Arctic America","North America, Canada, Nunavut",
"Barrow, Alas.","North America, United States, Alaska","North Slope Borough, Barrow"
"Barrow, Alaska","North America, United States, Alaska","North Slope Borough, Barrow"
Barrow Alaska,"North America, United States, Alaska","North Slope Borough, Barrow"
"Bartlett, Cook Co. Ill [Illinois]","North America, United States, Illinois, Cook County",Bartlett
"Bassenger, Fla.","North America, United States, Florida, Okeechobee County",
Bass Lake,"North America, United States, Indiana, Starke County",Bass Lake
"Bass Lake, Ind. [Indiana]","North America, United States, Indiana, Starke County",Bass Lake
"Batavia, Du Page Co. Ill.","North America, United States, Illinois, DuPage County",Batavia
"Batavia, Ill.","North America, United States, Illinois, Cook County",Batavia
"Bath, Ill [Illinois]","North America, United States, Illinois, Mason County",Bath
"Bath, Mason Co., Ill. [Illinois]","North America, United States, Illinois, Mason County",Bath
"Bath, Mason Co., Illinois","North America, United States, Illinois, Mason County",Bath
"Battle Harbor, Labrador","North America, Canada, Newfoundland and Labrador",
"Bayati St., D. Cuba","West Indies, Cuba, Greater Antilles, Cuba",
"Bay of Fundy [Maine, U.S.]","North America, United States, Maine",
"Bay St George, Newfoundland","North America, Canada, Newfoundland and Labrador",
Beach,"North America, United States, Illinois, Lake County",Beach Park
"Beach, Ill.","North America, United States, Illinois, Lake County",Beach Park
"Beach, Ill. [Illinois]","North America, United States, Illinois, Lake County",Beach Park
"Beach, Ill [Illinois]","North America, United States, Illinois, Lake County",Beach Park
"Beach, Lake Co. Ill.","North America, United States, Illinois, Lake County",Beach Park
"Beach, Waukegan, IL., Lake Co.","North America, United States, Illinois, Lake County",Waukegan
"Beach, Waukegan Flats, Ill., Lake Co.","North America, United States, Illinois, Lake County",Waukegan
"Beach, Waukegan Flats Ill.","North America, United States, Illinois, Lake County",Waukegan
"Beach [Park], Ill.","North America, United States, Illinois, Lake County",Beach Park
"Beach [Park], Ill. [Illinois]","North America, United States, Illinois, Lake County",Beach Park
"Beach [Park], Ills. [Illinois]","North America, United States, Illinois, Lake County",Beach Park
"Beach [Park], Lake Co., Ills.","North America, United States, Illinois, Lake County",Beach Park
"Beach [Park], Lake County, Illinois","North America, United States, Illinois, Lake County",Beach Park
Beach Sta,"North America, United States, Illinois, Lake County",Beach Park
Beach-Waukegan Flats Ill.,"North America, United States, Illinois, Lake County",Waukegan
Beadville,"North America, Canada, Ontario",
Bear Creek,"North America, United States, Colorado",
"Beardstown, IL","North America, United States, Illinois, Cass County",Beardstown
"Bear Lake, Big Bear Valley Calif.","North America, United States, California, San Bernardino County",Big Bear Lake
Bear River,"North America, United States, Utah, Box Elder County",Mars
Bear River Marsh,"North America, United States, Utah, Box Elder County",
Bear Valley,"North America, United States, California, Alpine County",Bear Valley
Bedico River,"North America, United States, Louisiana, Tangipahoa Parish",
Bedrock,"North America, United States, Colorado, Montrose County",Paradox Valley
Belcrest,"North America, United States, Massachusetts",Belcrest
"Bellemeade Pastures [need more information -- there is a Belle Meade Plantation in Tennesee and a Belle Meade Farm in Virgiana, for instance. D.Roberts]","North America, United States, Tennessee, Davidson County",Nashville
"Belmont, Mass","North America, United States, Massachusetts, Middlesex County",Belmont
"Belmont, Mass.","North America, United States, Massachusetts, Middlesex County",Belmont
"Belmont, Mass. [Massachusetts]","North America, United States, Massachusetts, Middlesex County",Belmont
Berjis Ber????? P.L.,"Asia, Philippines, Philippine Islands",
"Berkeley, Calif.","North America, United States, California, Alameda County",Berkeley
Berkeley Calif.,"North America, United States, California, Alameda County",Berkeley
Berryesso Calif.,"North America, United States, California,  County","[Lake Berryessa or Berryessa, San Jose?]"
Berry Lake,"North America, United States, Indiana",
"Bersamis, Quebec","North America, Canada, Quebec",
"Berwyn, Ill","North America, United States, Illinois, Cook County",Berwyn
"Beryessa, Calif.","North America, United States, California,  County","[Lake Berryessa or Berryessa, San Jose?]"
