status - sam,accn_number,received_from,received_year,received_month,received_day,nature_of_material,remarks,estimated_count
Done-not found in spreadsheet data,494,Harry P. Hartley,1895,4,28,Malacology: Shells.,Information from accession book. Verbatim received from agent: Harry P. Hartley,8
Done-not found in spreadsheet data,544,Joseph R. Putnam,1895,6,15,Malacology: Corals.,Information from accession book. Verbatim received from agent: J.R. Putnam,20
Done-not found in spreadsheet data,545,Joseph R. Putnam,1895,6,15,Malacology: Barnacles.,Information from accession book. Verbatim received from agent: J.R. Putnam,25
Done-not found in spreadsheet data,548,Frederick Stearns,1895,6,20,Malacology: Shells (rare).,Information from accession book. Verbatim received from agent: Frederick Stearns,4
Done-not found in spreadsheet data,550,Mrs. Engleholm,1895,6,20,Malacology: Mixed shells.,Information from accession book. Verbatim received from agent: Mrs. Engleholm,38
Done-not found in spreadsheet data,556,Sarah Sands,1895,6,24,Malacology: Brain coral. Number of species: 1,Information from accession book. Verbatim received from agent: Mrs. Sarah Sands,1
Done-not found in spreadsheet data,562,A. Booth Packing Company,1895,6,26,Malacology: Octopus. Number of species: 1,Information from accession book. Verbatim received from agent: A. Booth Packing Co.. Verbatim agency associated with: A. Booth Packing Co.,1
Done-not found in spreadsheet data,566,F. W. Bleike,1895,6,30,Malacology: Mollusks [Molluscs]. Number of species: 2,Information from accession book. Verbatim received from agent: F.W. Bleike,2
Done-not found in spreadsheet data,591,George H. Laflin,1895,8,7,Malacology: Sponge . Number of species: 1,Information from accession book. Verbatim received from agent: George H. Laflin,1
Done-not found in spreadsheet data,610,Peter Van Scott,1895,8,21,Malacology: Mixed shells.,Information from accession book. Verbatim received from agent: Peter Van Scott,41
Done-not found in spreadsheet data,616,Frank M. Woodruff,1895,8,26,Malacology: Corals.,Information from accession book. Verbatim received from agent: F.M. Woodruff,10
Done-not found in spreadsheet data,617,Frank M. Woodruff,1895,8,26,Malacology: Shells.,Information from accession book. Verbatim received from agent: F.M. Woodruff,10
Done-not found in spreadsheet data,619,J. M. Wiers,1895,8,27,Malacology: Shells.,Information from accession book. Verbatim received from agent: J.M. Wiers,9
Done-not found in spreadsheet data,645,J. F. Porter,1895,9,21,Malacology: Corals.,Information from accession book. Verbatim received from agent: J.F. Porter,39
Done-not found in spreadsheet data,655,L. Troup,1895,10,22,Malacology: Barnacle. Number of species: 1,Information from accession book. Verbatim received from agent: L. Troup,1
Done-not found in spreadsheet data,658,Maud W. Morey,1895,10,26,Malacology: Sea-urchin. Number of species: 1,Information from accession book. Verbatim received from agent: Mand W. Morey,1
Done-not found in spreadsheet data,665,J. M. Wiers,1895,11,14,Malacology: Shells.,Information from accession book. Verbatim received from agent: J.M. Wiers,2
Done-not found in spreadsheet data,672,A. W. Conner,1895,11,18,Malacology: Barnacle.,Information from accession book. Verbatim received from agent: A.W. Conner,1
Done-not found in spreadsheet data,676,Frank M. Woodruff,1895,11,20,Malacology: Mixed shells.,Information from accession book. Verbatim received from agent: F.M. Woodruff,60
Done-not found in spreadsheet data,682,Joseph R. Putnam,1895,12,3,Malacology: Mixed shells.,Information from accession book. Verbatim received from agent: J.R. Putnam,200
Done-not found in spreadsheet data,683,Joseph R. Putnam,1895,12,3,Malacology: Corals.,Information from accession book. Verbatim received from agent: J.R. Putnam,20
Done-not found in spreadsheet data,699,J. M. Wiers,1896,1,1,Malacology: Shells.,Information from accession book. Verbatim received from agent: J.M. Wiers,2
Done-not found in spreadsheet data,730,Graham Davis,1896,1,25,Malacology: Crab. Number of species: 1,Information from accession book. Verbatim received from agent: Graham Davis,1
Done-not found in spreadsheet data,757,W. A. White,1896,2,25,Malacology: Helix.,Information from accession book. Verbatim received from agent: W.A. White,2
Done-not found in spreadsheet data,766,J. M. Wiers,1896,3,16,Malacology: Shells.,Information from accession book. Verbatim received from agent: J.M. Wiers,8
Done-not found in spreadsheet data,769,H. B. Derr,1896,3,16,Malacology: Sea-urchin. Number of species: 1,Information from accession book. Verbatim received from agent: H.B. Derr,1
Done-not found in spreadsheet data,793,F. M. Cook,1896,5,18,Malacology: Horse-shoe crab. Number of species: 1,Information from accession book. Verbatim received from agent: F.M. Cook,1
Done-not found in spreadsheet data,799,,1896,5,20,Malacology: Mixed shells.,Information from accession book.. Verbatim agency associated with: Natural Hist. History Survey,40
Done-not found in spreadsheet data,803,Grace M. Hall,1896,5,21,Malacology: Shells.,Information from accession book. Verbatim received from agent: Grace M. Hall,10
Done-not found in spreadsheet data,809,,1896,5,30,Malacology: Mixed shells.,Information from accession book.. Verbatim agency associated with: Nat. Natural History Survey,100
Done-not found in spreadsheet data,812,Virginius H. Chase,1896,6,1,Malacology: Mixed shells.,Information from accession book. Verbatim received from agent: Virginius H. Chase,18
Done-not found in spreadsheet data,815,Charles F. Gunther,1896,6,1,Malacology: Giant clam shells.,Information from accession book. Verbatim received from agent: C.F. Gunther,2
Done-not found in spreadsheet data,821,J. M. Wiers,1896,6,8,Malacology: Horseshoe crab.,Information from accession book. Verbatim received from agent: J.M. Wiers,1
Done-not found in spreadsheet data,829,Arthur S. Diehl,1896,6,17,Malacology: Pearls  .,Information from accession book. Verbatim received from agent: Arthur S. Diehl,50
Done-not found in spreadsheet data,844,C. M. Higginson,1896,7,13,Malacology: Mollusks [Molluscs].,Information from accession book. Verbatim received from agent: C.M. Higginson,3
Done-not found in spreadsheet data,847,J. M. Wiers,1896,7,24,Malacology: Mollusks [Molluscs].,Information from accession book. Verbatim received from agent: J.M. Wiers,9
Done-not found in spreadsheet data,893,Joshua Lindhall,1896,9,17,Malacology: Mollusks [Molluscs].,Information from accession book. Verbatim received from agent: Dr. Joshua Lindhall,6
Done-not found in spreadsheet data,911,C. M. Higginson,1896,10,5,Malacology: Corals.,Information from accession book. Verbatim received from agent: C.M. Higginson,3
Done-not found in spreadsheet data,913,C. M. Higginson,1896,10,5,Malacology: Mollusks [Molluscs].,Information from accession book. Verbatim received from agent: C.M. Higginson,11
Done-not found in spreadsheet data,922,J. F. Porter,1896,10,27,Malacology: Sea anemones .,Information from accession book. Verbatim received from agent: J.F. Porter,7
Done-not found in spreadsheet data,925,Marie W. Hawley,1896,11,11,Malacology: Oreaster reticularis. Number of species: 1,Information from accession book. Verbatim received from agent: Dr. Marie W. Hawley,1
Done-not found in spreadsheet data,938,C. M. Higginson,1896,12,8,Malacology: Mollusks [Molluscs].,Information from accession book. Verbatim received from agent: C.M. Higginson,2
Done-not found in spreadsheet data,945,Howard N. Lyon,1896,12,19,Malacology: Mixed mollusks [Molluscs].,Information from accession book. Verbatim received from agent: Dr. H.N. Lyon,250
Done-not found in spreadsheet data,946,Andrew J. Snyder,1897,1,5,"Malacology: Patula strigosa, Cooper. Number of species: 1",Information from accession book. Verbatim received from agent: A.J. Snyder,8
Done-not found in spreadsheet data,962,Frank Collins Baker,1897,2,11,Malacology: Crinoid stem. Number of species: 1,"Information from accession book. Verbatim received from agent: F.C. Baker, PhD.",1
Done-not found in spreadsheet data,1014,C. M. Higginson,1897,5,31,Malacology: Mixed mollusks [Molluscs].,Information from accession book. Verbatim received from agent: C.M. Higginson,25
Done-not found in spreadsheet data,1015,Amelia Walson,1897,6,1,Malacology: Mixed mollusks [Molluscs].,Information from accession book. Verbatim received from agent: Mrs. Amelia Walson,20
Done-not found in spreadsheet data,1018,C. M. Higginson,1897,6,8,Malacology: Mixed mollusks [Molluscs].,Information from accession book. Verbatim received from agent: C.M. Higginson,30
Done-not found in spreadsheet data,1019,,1897,6,8,Malacology: Mixed mollusks [Molluscs].,Information from accession book.. Verbatim agency associated with: Nat. Natural History Survey,30
Done-not found in spreadsheet data,1031,Virginius H. Chase,1897,7,31,Malacology: Mixed mollusks [Molluscs].,Information from accession book. Verbatim received from agent: Virginius H. Chase,30
Done-not found in spreadsheet data,1034,John Abuley,1897,7,31,Malacology: Shell. Number of species: 1,Information from accession book. Verbatim received from agent: John Abuley,1
Done-not found in spreadsheet data,1048,Howard N. Lyon,1897,8,9,Malacology: Sponge. Number of species: 1,Information from accession book. Verbatim received from agent: Howard N. Lyon,1
Done-not found in spreadsheet data,1050,Howard N. Lyon,1897,8,10,Malacology: Mixed mollusks [Molluscs].,Information from accession book. Verbatim received from agent: Howard N. Lyon,200
Done-not found in spreadsheet data,1062,Grace M. Hall,1897,8,19,Malacology: Mixed mollusks [Molluscs].,Information from accession book. Verbatim received from agent: Grace M. Hall,50
Done-not found in spreadsheet data,1073,Howard N. Lyon,1897,9,6,Malacology: Mixed mollusks [Molluscs].,Information from accession book. Verbatim received from agent: Dr. H.N. Lyon,50
Done-not found in spreadsheet data,1084,Mrs. George B. Reeve,1897,9,20,Malacology: Sea-urchins.,Information from accession book. Verbatim received from agent: Mrs. George B. Reeve,51
Done-not found in spreadsheet data,1086,Mrs. George B. Reeve,1897,9,20,Malacology: Crabs.,Information from accession book. Verbatim received from agent: Mrs. George B. Reeve,22
Done-not found in spreadsheet data,1087,Mrs. George B. Reeve,1897,9,20,Malacology: Eggs of mollusks [molluscs].,Information from accession book. Verbatim received from agent: Mrs. George B. Reeve,3
Done-not found in spreadsheet data,1090,Mrs. George B. Reeve,1897,9,20,Malacology: Shells.,Information from accession book. Verbatim received from agent: Mrs. George B. Reeve,10
Done-not found in spreadsheet data,1091,Mrs. George B. Reeve,1897,9,20,Malacology: Barnacles.,Information from accession book. Verbatim received from agent: Mrs. George B. Reeve,25
Done-not found in spreadsheet data,1106,T. Jensen,1897,10,11,Malacology: Mollusks [Molluscs].,Information from accession book. Verbatim received from agent: T. Jensen,7
Done-not found in spreadsheet data,1115,Mrs. E. C. Wiswall,1897,10,21,Malacology: Mixed Mollusks [Molluscs].,Information from accession book. Verbatim received from agent: Mrs. E.C. Wiswall,500
Done-not found in spreadsheet data,1116,Andrew Bolter,1897,10,21,Malacology: Mollusks [Molluscs].,Information from accession book. Verbatim received from agent: Andrew Bolter,3
Done-not found in spreadsheet data,1118,Howard N. Lyon,1897,10,26,Malacology: Mollusks [Molluscs].,Information from accession book. Verbatim received from agent: Dr. H.N. Lyon,25
Done-not found in spreadsheet data,1119,Frank M. Woodruff,1897,10,26,Malacology: Mollusks [Molluscs].,Information from accession book. Verbatim received from agent: F.M. Woodruff,6
Done-not found in spreadsheet data,1122,Carl Dilg,1897,10,28,Malacology: Mollusks [Molluscs].,Information from accession book. Verbatim received from agent: Carl Dilg,2
Done-not found in spreadsheet data,1133,Andrew Bolter,1897,11,27,Malacology: Mollusk [Mollusc]. Number of species: 1,Information from accession book. Verbatim received from agent: Andrew Bolter,1
Done-not found in spreadsheet data,1139,William J. Richardson,1897,12,10,Malacology: Shells.,Information from accession book. Verbatim received from agent: William J. Richardson,2
Done-not found in spreadsheet data,1145,unknown,1897,12,24,Malacology: Mollusks [Molluscs].,Information from accession book. Verbatim received from agent: Mr. Strombach,114
Done-not found in spreadsheet data,1154,J. M. Wiers,1898,1,11,Malacology: Mollusk [Mollusc]. Number of species: 1,Information from accession book. Verbatim received from agent: J.M. Wiers,1
Done-not found in spreadsheet data,1156,Howard N. Lyon,1898,1,17,Malacology: Mollusks [Molluscs]. Number of species: 1,Information from accession book. Verbatim received from agent: H.N. Lyon,11
Done-not found in spreadsheet data,1164,C. M. Higginson,1898,2,5,Malacology: Mollusks [Molluscs].,Information from accession book. Verbatim received from agent: C.M. Higginson,60
Done-not found in spreadsheet data,1165,C. M. Higginson,1898,2,5,Malacology: Echinoderms.,Information from accession book. Verbatim received from agent: C.M. Higginson,6
Done-not found in spreadsheet data,1166,C. M. Higginson,1898,2,5,Malacology: Corals.,Information from accession book. Verbatim received from agent: C.M. Higginson,2
Done-not found in spreadsheet data,1171,Howard N. Lyon,1898,2,14,Malacology: Limax. Number of species: 1,Information from accession book. Verbatim received from agent: Dr. H.N. Lyon,1
Done-not found in spreadsheet data,1195,E. H. Draper,1898,3,26,Malacology: Crustacea. Number of species: 2,Information from accession book. Verbatim received from agent: E.H. Draper,3
Done-not found in spreadsheet data,1199,Horace Dawson,1898,4,2,Malacology: Corals. Number of species: 3,Information from accession book. Verbatim received from agent: Horace Dawson,12
Done-not found in spreadsheet data,1207,C. E. Doolittle,1898,4,23,Malacology: Mollusks [Molluscs]. Number of species: 1,Information from accession book. Verbatim received from agent: C.E. Doolittle,12
Done-not found in spreadsheet data,1233,Mrs. Nicholas Senn,1898,6,7,Malacology: Sponges.,Information from accession book. Verbatim received from agent: Mrs. Nicholas Senn,2
Done-not found in spreadsheet data,1238,C. H. Lawton,1898,6,10,Malacology: Mollusks [Molluscs]. Number of species: 14,Information from accession book. Verbatim received from agent: C.H. Lawton,62
Done-not found in spreadsheet data,1247,L. E. Daniels,1898,7,2,Malacology: Mollusks [Molluscs]. Number of species: 7,Information from accession book. Verbatim received from agent: L.E. Daniels,32
Done-not found in spreadsheet data,1257,unknown,1898,7,13,Malacology: Mollusks [Molluscs]. Number of species: 3,Information from accession book. Verbatim received from agent: Dr. McCoy,5
Done-not found in spreadsheet data,1276,A. O. Lentheusser,1898,8,11,Malacology: Mollusk [Mollusc] and pearls. Number of species: 1,Information from accession book. Verbatim received from agent: A.O. Lentheusser,5
Done-not found in spreadsheet data,1288,T. Jensen,1898,8,31,Malacology: Mollusks [Molluscs]. Number of species: 1,Information from accession book. Verbatim received from agent: T. Jensen,2
Done-not found in spreadsheet data,1290,Frank Collins Baker,1898,8,31,Malacology: Mollusks [Molluscs]. Number of species: 15,Information from accession book. Verbatim received from agent: F.C. Baker,150
Done-not found in spreadsheet data,1310,James H. Ferriss,1898,10,5,Malacology: Mollusks [Molluscs]. Number of species: 1,Information from accession book. Verbatim received from agent: J.H. Ferriss,20
Done-not found in spreadsheet data,1319,Olaf F. Nylander,1898,10,28,Malacology: Mollusks [Molluscs].,Information from accession book. Verbatim received from agent: Olaf O. Nylander,50
Done-not found in spreadsheet data,1327,Isaac A. Pool,1898,12,7,Malacology: Covers of crawfish holes.,Information from accession book. Verbatim received from agent: Isaac A. Pool,6
Done-not found in spreadsheet data,1335,Sister Kostka,1899,1,6,Malacology: Gastropods. Number of species: 8,Information from accession book. Verbatim received from agent: Sister Kostka,17
Done-not found in spreadsheet data,1336,Sister Kostka,1899,1,6,Malacology: Pelecypods. Number of species: 8,Information from accession book. Verbatim received from agent: Sister Kostka,20
Done-not found in spreadsheet data,1367,J. H. Handwerk,1899,2,15,Malacology: Mollusks [Molluscs]. Number of species: 10,Information from accession book. Verbatim received from agent: J.H. Handwerk,50
Done-not found in spreadsheet data,1373,T. Jensen,1899,2,27,Malacology: Mollusks [Molluscs]. Number of species: 5,Information from accession book. Verbatim received from agent: T. Jensen,8
Done-not found in spreadsheet data,1376,Manly D. Barber,1899,3,15,Malacology: Mollusks [Molluscs] (sub-fossil). Number of species: 2,Information from accession book. Verbatim received from agent: M.D. Barber,15
Done-not found in spreadsheet data,1426,unknown,1899,11,1,Malacology: Mollusks [Molluscs]. Number of species: 1,Information from accession book. Verbatim received from agent: Mr. Chamberlain,72
Done-not found in spreadsheet data,1433,Frank M. Woodruff,1899,11,1,Malacology: Mollusks [Molluscs]. Number of species: 7,Information from accession book. Verbatim received from agent: F.M. Woodruff,23
Done-not found in spreadsheet data,1442,E. E. Chamberlain,1899,12,1,Malacology: Mixed mollusks [Molluscs].,Information from accession book. Verbatim received from agent: Mr. E.E. Chamberlain,100
Done-not found in spreadsheet data,1458,H. B. Derr,1900,2,1,Malacology: Mollusks [Molluscs]. Number of species: 2,Information from accession book. Verbatim received from agent: H.B. Derr,3
Done-not found in spreadsheet data,1464,Karolyn Norton,1900,3,1,Malacology: Starfish. Number of species: 1,Information from accession book. Verbatim received from agent: Karolyn Norton,1
Done-not found in spreadsheet data,1476,unknown,1900,5,1,Malacology: Shells.,Information from accession book. Verbatim received from agent: Mr. Chamberlain,22
Done-not found in spreadsheet data,1499,Frank Collins Baker,1900,9,1,Malacology: Mollusks [Molluscs].,Information from accession book. Verbatim received from agent: F.C. Baker,5
Done-not found in spreadsheet data,1512,Mrs. Nicholas Senn,1900,11,1,Malacology: Mollusks [Molluscs].,Information from accession book. Verbatim received from agent: Mrs. N. Senn,3
Done-not found in spreadsheet data,1513,Mrs. Nicholas Senn,1900,11,1,Malacology: Echinoderms. Number of species: 1,Information from accession book. Verbatim received from agent: Mrs. N. Senn,1
Done-not found in spreadsheet data,1514,Mrs. Nicholas Senn,1900,11,1,Malacology: Coral. Number of species: 1,Information from accession book. Verbatim received from agent: Mrs. N. Senn,1
Done-not found in spreadsheet data,1515,Grace M. Hall,1900,11,1,Malacology: Mollusks [Molluscs].,Information from accession book. Verbatim received from agent: Grace M. Hall,34
Done-not found in spreadsheet data,1516,Grace M. Hall,1900,11,1,Malacology: Barnacles .,Information from accession book. Verbatim received from agent: Grace M. Hall,2
Done-not found in spreadsheet data,1541,"California Expedition, Frank M. Woodruff",1901,4,1,Malacology: Sponges. Number of species: 1,Information from accession book. Verbatim received from agent: California Expedition. Verbatim agency associated with: Chicago Academy of Sciences,5
Done-not found in spreadsheet data,1544,"California Expedition, Frank M. Woodruff",1901,4,1,Malacology: Brachiopods. Number of species: 1,Information from accession book. Verbatim received from agent: California Expedition. Verbatim agency associated with: Chicago Academy of Sciences,5
Done-not found in spreadsheet data,1546,"California Expedition, Frank M. Woodruff",1901,4,1,Malacology: Crustacea . Number of species: 3,Information from accession book. Verbatim received from agent: California Expedition. Verbatim agency associated with: Chicago Academy of Sciences,10
Done-not found in spreadsheet data,1552,"California Expedition, Frank M. Woodruff",1901,4,1,Malacology: Ascidians [sea squirts]. Number of species: 1,Information from accession book. Verbatim received from agent: California Expedition. Verbatim agency associated with: Chicago Academy of Sciences,5
Done-not found in spreadsheet data,1555,W. J. Laurence,1901,4,1,Malacology: Mollusks [Molluscs].,Information from accession book. Verbatim received from agent: W.J. Laurence,25
Done-not found in spreadsheet data,1557,W. J. Laurence,1901,4,1,Malacology: Corals.,Information from accession book. Verbatim received from agent: W.J. Laurence,10
Done-not found in spreadsheet data,1569,Charles S. Raddin,1901,5,1,Malacology: Sponge . Number of species: 1,Information from accession book. Verbatim received from agent: Charles S. Raddin,1
Done-not found in spreadsheet data,1575,H. E. Walter,1901,5,1,Malacology: Sponges.,Information from accession book. Verbatim received from agent: H.E. Walter,2
Done-not found in spreadsheet data,1609,Frank M. Woodruff,1901,7,1,Malacology: Mollusks [Molluscs].,Information from accession book. Verbatim received from agent: F.M. Woodruff,35
Done-not found in spreadsheet data,1615,unknown,1901,7,1,Malacology: Mollusks [Molluscs]. Number of species: 5,Purchased. Information from accession book. Verbatim received from agent: unknown,5
Done-not found in spreadsheet data,1616,unknown,1901,7,1,Malacology: Echinoderms. Number of species: 1,Purchased. Information from accession book. Verbatim received from agent: unknown,1
Done-not found in spreadsheet data,1618,,1901,8,1,Malacology: Unios from factory.,Information from accession book.. Verbatim agency associated with: Geisler Button Co.,29
Done-not found in spreadsheet data,1620,,1901,8,1,Malacology: Unio with pearl. Number of species: 1,Information from accession book.. Verbatim agency associated with: Geisler Button Co.,1
Done-not found in spreadsheet data,1625,,1901,8,1,Malacology: [Unios] Blanks.,Information from accession book.. Verbatim agency associated with: Royal Pearl Button Co.,500
Done-not found in spreadsheet data,1643,Fred M. Williams,1901,10,1,Malacology: Crustacean . Number of species: 1,Information from accession book. Verbatim received from agent: Fred M. Williams,1
Done-not found in spreadsheet data,1668,Adolph Kaestner,1901,11,1,Malacology: Barnacles .,Information from accession book. Verbatim received from agent: Adolph Kaestner,2
Done-not found in spreadsheet data,1669,Adolph Kaestner,1901,11,1,Malacology: Mollusks [Molluscs].,Information from accession book. Verbatim received from agent: Adolph Kaestner,3
Done-not found in spreadsheet data,1680,James H. Ferriss,1902,1,1,Malacology: Mollusks [Molluscs]. Number of species: 11,Information from accession book. Verbatim received from agent: J.H. Ferriss,24
Done-not found in spreadsheet data,1685,Benjamin T. Gault,1902,1,17,Malacology: Mollusks [Molluscs]. Number of species: 5,Information from accession book. Verbatim received from agent: B.T. Gault,7
Done-not found in spreadsheet data,1686,Bryant Walker,1902,1,17,Malacology: Mollusks [Molluscs]. Number of species: 1,Information from accession book. Verbatim received from agent: Bryant Walker,4
Done-not found in spreadsheet data,1693,L. E. Daniels,1902,2,6,Malacology: Mollusks [Molluscs]. Number of species: 1,Information from accession book. Correspondence in Accession file [A. King]. Verbatim received from agent: L.E. Daniels. Verbatim agency associated with: Dept. of Geol. & Nat. Department of Geological and Natural Resources of Indiana,15
Done-not found in spreadsheet data,1695,Olaf F. Nylander,1902,2,24,Malacology: Mollusks [Molluscs]. Number of species: 2,Information from accession book. Verbatim received from agent: Olaf O. Nylander,35
Done-not found in spreadsheet data,1696,Bryant Walker,1902,2,24,Malacology: Mollusks [Molluscs]. Number of species: 1,Information from accession book. Too poor condition to use. Verbatim received from agent: Bryant Walker,18
Done-not found in spreadsheet data,1697,Howard N. Lyon,1902,2,24,Malacology: Mollusks [Molluscs]. Number of species: 2,Information from accession book. Verbatim received from agent: H.N. Lyon,4
Done-not found in spreadsheet data,1698,Bryant Walker,1902,3,5,Malacology: Mollusks [Molluscs]. Number of species: 1,Information from accession book. Verbatim received from agent: Bryant Walker,2
Done-not found in spreadsheet data,1703,Frank M. Woodruff,1902,4,16,Malacology: Mollusks [Molluscs]. Number of species: 2,Information from accession book. Verbatim received from agent: F.M. Woodruff,3
Done-not found in spreadsheet data,1726,,1902,10,2,Malacology: Model of Coral. Number of species: 1,Purchased. Information from accession book. Correspondence in Accession files.. Verbatim agency associated with: Wards Natural Science Establishment,1
Done-not found in spreadsheet data,1732,Frank Collins Baker,1902,10,2,Malacology: Mollusks [Molluscs].,Information from accession book. Verbatim received from agent: F.C. Baker,15
Done-not found in spreadsheet data,1739,James M. Southwick,1902,10,2,Malacology: Echinoderms. Number of species: 1,"Information from accession book. Verbatim received from agent: James M. Southwick, Curator. Verbatim agency associated with: Museum of Natural History, Roger Williams Park",3
Done-not found in spreadsheet data,1755,Frank M. Woodruff,1902,12,5,Malacology: Crustacea. Number of species: 1,Information from accession book. Verbatim received from agent: F.M. Woodruff,20
Done-not found in spreadsheet data,1756,Frank M. Woodruff,1902,12,5,Malacology: Mollusks [Molluscs]. Number of species: 1,Information from accession book. Verbatim received from agent: F.M. Woodruff,3
Done-not found in spreadsheet data,1770,A. W. Conner,1903,2,7,Malacology: Mollusks [Molluscs]. Number of species: 5,Information from accession book. Verbatim received from agent: A.W. Conner,8
Done-not found in spreadsheet data,1783,unknown,1903,3,28,Malacology: Marine and Freshwater shells. Number of species: 20,Purchased $3.50. Information from accession book. Verbatim received from agent: unknown,50
Done-not found in spreadsheet data,1790,unknown,1903,4,6,Malacology: Shell. Number of species: 1,Purchased. Information from accession book. Verbatim received from agent: unknown,1
Done-not found in spreadsheet data,1791,unknown,1903,4,6,Malacology: Glass Rope Sponge. Number of species: 1,Purchased. Information from accession book. Verbatim received from agent: unknown,1
Done-not found in spreadsheet data,1800,Frank M. Woodruff,1903,4,16,Malacology: Penita pholadidae. Number of species: 1,Information from accession book. Verbatim received from agent: F.M. Woodruff,1
Done-not found in spreadsheet data,1801,T. Jensen,1903,4,20,Malacology: Mollusks [Molluscs]. Number of species: 3,Information from accession book. Verbatim received from agent: Mr. T. Jensen,60
Done-not found in spreadsheet data,1804,Mrs. H. E. Southwell,1903,4,27,Malacology: Corals.,Information from accession book. Verbatim received from agent: Mrs. H.E. Southwell,7
Done-not found in spreadsheet data,1805,Mrs. H. E. Southwell,1903,4,27,Malacology: Sponges.,Information from accession book. Verbatim received from agent: Mrs. H.E. Southwell,2
Done-not found in spreadsheet data,1806,Mrs. H. E. Southwell,1903,4,27,Malacology: Starfish. Number of species: 1,Information from accession book. Verbatim received from agent: Mrs. H.E. Southwell,1
Done-not found in spreadsheet data,1816,Frank Collins Baker,1903,5,13,Malacology: Fresh-water mollusks [molluscs]. Number of species: 1,Information from accession book. Verbatim received from agent: F.C. Baker,10
Done-not found in spreadsheet data,1817,Frank Collins Baker,1903,5,15,Malacology: Fresh-water mollusks [molluscs]. Number of species: 3,Information from accession book. Verbatim received from agent: unknown,50
Done-not found in spreadsheet data,1819,unknown,1903,5,16,Malacology: Land and Fresh-water Mollusks [molluscs]. Number of species: 6,"Collected May, 1903. Information from accession book. Verbatim received from agent: unknown",37
Done-not found in spreadsheet data,1826,Stuart Weller,1903,6,11,Malacology: Pleistocene mollusks [molluscs]. Number of species: 13,Information from accession book. Verbatim received from agent: Stuart Weller,1000
Done-not found in spreadsheet data,1857,John S. Frost,1903,8,20,Malacology: Spider crab. Number of species: 1,Information from accession book. Verbatim received from agent: J.S. Frost,1
Done-not found in spreadsheet data,1872.21,Samuel Stone,1872,7,11,"Malacology: shells collected by himself [Mr. Samuel Stone] near Lake Volusia, Volusia Co., Florida.   The Bivavle shells were in places by themselves as were also the Unios.  No shells given to Academy save 4 Pomus depressus.","Information from record book citing materials on hand from 1872-1890. Accessioned, no number. Accession number assigned August 2015 [D. Roberts]. Verbatim received from agent: Mr. Samuel Stone",
Done-not found in spreadsheet data,1872.31,George W. Lyon Jr.,1872,10,11,Malacology: 1 box containing shells.,"Information from record book citing materials on hand from 1872-1890. Letter citing donation in Gifts-1872 and copy in Accessions-1872 [A. King]. Accessioned, no number. Accession number assigned August 2015 [D. Roberts].. Verbatim agency associated with: Academy of Sciences of Philadelphia",
Done-not found in spreadsheet data,1872.32,J. A. Gordon,1872,10,12,Malacology: 1 box containing dredgings and shells.,"Information from record book citing materials on hand from 1872-1890. Accessioned, no number. Accession number assigned August 2015 [D. Roberts]. Verbatim received from agent: Mr. J.A. Gordon",
Done-not found in spreadsheet data,1872.39,unknown,1872,12,5,Malacology: 1 box containing shells.,"Information from record book citing materials on hand from 1872-1890. Accessioned, no number. Accession number assigned August 2015 [D. Roberts]. Verbatim received from agent: unknown",
Done-not found in spreadsheet data,1872.4,Thomas Bland,1872,5,26,Malacology: 1 box containing tertiary shells from the Island of Jamaica.,"Information from record book citing materials on hand from 1872-1890. Letter citing donation in Gifts-1872 and copy in Accessions-1872. This donation cited with donation of Annals of Society listed as received by Academy in October 1872 in same letter [A. King]. Accessioned, no number. Accession number assigned August 2015 [D. Roberts]. Verbatim received from agent: Mr. Thomas Bland. Verbatim agency associated with: Lyceum of Natural History of New York City",
Done-not found in spreadsheet data,1873.29,George W. Lyon Jr.,1873,6,30,Malacology: 2 boxes containing shells.,"Information from record book citing materials on hand from 1872-1890. Letter citing donation in Gifts-1873 and copy in Accessions-1873 [A. King]. Accessioned, no number. Accession number assigned August 2015 [D. Roberts].. Verbatim agency associated with: Academy of Nat. Sciences Philadelphia",200
Done-not found in spreadsheet data,1873.36,S. Stern,1873,8,22,"Malacology, Botany: Fossil shell from coast Rainy[?] Coll., specimens of wood from Kearsarge and wood from the Big Trees (Sequoia gigantea).","Information from record book citing materials on hand from 1872-1890. Accessioned, no number. Accession number assigned August 2015 [D. Roberts]. Verbatim received from agent: Col. S. Stern",
Done-not found in spreadsheet data,1873.37,S. Stern,1873,8,22,"Malacology, Botany: Fossil shell from coast Rainy[?] Coll., specimens of wood from Kearsarge and wood from the Big Trees (Sequoia gigantea).","Information from record book citing materials on hand from 1872-1890. Accessioned, no number. Accession number assigned August 2015 [D. Roberts]. Verbatim received from agent: Col. S. Stern",
Done-not found in spreadsheet data,1873.57,Daniel Thompson,1873,,,"Malacology, Herpetology: Shells & Turtle from Lake Kampeska [South] Dakota.","Information from record book citing materials on hand from 1872-1890. Accessioned, no number. Accession number assigned August 2015 [D. Roberts]. Verbatim received from agent: Mr. Daniel Thompson",
Done-not found in spreadsheet data,1873.6,H. H. Hill,1873,1,27,Malacology: 1 box containing fresh water shells.,"Information from record book citing materials on hand from 1872-1890. Accessioned, no number. Accession number assigned August 2015 [D. Roberts]. Verbatim received from agent: Mr. H.H. Hill",
