COLLECTION_OBJECT_ID,ENTEREDBY,CAT_NUM,OTHER_ID_NUM_1,OTHER_ID_NUM_TYPE_1,OTHER_ID_REFERENCES_1,ACCN,TAXON_NAME,NATURE_OF_ID,ID_MADE_BY_AGENT,MADE_DATE,IDENTIFICATION_REMARKS,VERBATIM_DATE,BEGAN_DATE,ENDED_DATE,HIGHER_GEOG,SPEC_LOCALITY,VERBATIM_LOCALITY,EVENT_ASSIGNED_BY_AGENT,EVENT_ASSIGNED_DATE,VERIFICATIONSTATUS,COLLECTOR_AGENT_1,COLLECTOR_ROLE_1,GUID_PREFIX,COLL_OBJECT_REMARKS,OTHER_ID_NUM_2,OTHER_ID_NUM_TYPE_2,OTHER_ID_REFERENCES_2,OTHER_ID_NUM_3,OTHER_ID_NUM_TYPE_3,OTHER_ID_REFERENCES_3,PART_NAME_1,PART_CONDITION_1,PART_LOT_COUNT_1,PART_DISPOSITION_1,part_loc_1,PART_REMARK_1,ATTRIBUTE_1,ATTRIBUTE_VALUE_1,ATTRIBUTE_DETERMINER_1,ATTRIBUTE_DATE_1,ATTRIBUTE_2,ATTRIBUTE_VALUE_2,ATTRIBUTE_REMARKS_2,ATTRIBUTE_DETERMINER_2,ATTRIBUTE_DATE_2,ATTRIBUTE_3,ATTRIBUTE_VALUE_3,ATTRIBUTE_DETERMINER_3,ATTRIBUTE_DATE_3,ATTRIBUTE_4,ATTRIBUTE_VALUE_4,ATTRIBUTE_DETERMINER_4,ATTRIBUTE_DATE_4,ATTRIBUTE_5,ATTRIBUTE_VALUE_5,ATTRIBUTE_DETERMINER_5,ATTRIBUTE_DATE_5,ATTRIBUTE_6,ATTRIBUTE_VALUE_6,ATTRIBUTE_DETERMINER_6,ATTRIBUTE_DATE_6,SPECIMEN_EVENT_REMARK,SPECIMEN_EVENT_TYPE
1048,ekrimmel,1996.1.6,,,,[CHAS:Mamm]1996.1,unidentifiable {Love Bow},student,Sam Howes,2016-02-16,Love Bow.,"[no date recorded, date range based on accession year]",1800,1997-12-31,"Africa, South Africa",no specific locality recorded,[transcribed directly into formatted locality fields],Dawn R. Roberts,2018-01-12,unverified,unknown,collector,CHAS:EH,DATA HISTORY: Inventory catalogued/verified by Britt McNamara (2008-2009 Inventory). Record last updated in Excel (prior to Arctos migration) by Sam Howes (2016-02-09).,,,,,,,object,Good.,6,in collection,RVWD: 302: Anth Cab 01: G,Dimensions: bow length: 106 mm arrow length: 187 mm quiver length: 144 mm.,,,,,,,,,,description,"Anthropology: Love bow; 1 miniature bow and 4 miniature arrows-all of wood and sinew-in a leather quiver with orange beads sewn around the top. According to donor-- Rare aborigine miniature working bow with arrows fashioned by a lovesick swain about to select his bride. At tribal dance with women in dancing ring facing center fire, man nocks tiny arrow in bow, implanting it in his loved one's buttock, they are engaged.",Sam Howes,2016,materials,"organic, wood",Sam Howes,2016,materials," organic, sinew",Sam Howes,2016,materials," organic, leather",Sam Howes,2016,,place of use
1049,ekrimmel,1996.1.7,,,,[CHAS:Mamm]1996.1,"unidentifiable {Debitage, core, stone}",student,Sam Howes,2016-02-16,"Debitage, core (Maya).","[no date recorded, date range based on accession year]",1800,1997-12-31,"North America, Mexico, Quintana Roo",Cozumel,[transcribed directly into formatted locality fields],Dawn R. Roberts,2018-01-12,unverified,unknown,collector,CHAS:EH,DATA HISTORY: Inventory catalogued/verified by Sylvie Rollason-Cass (2008-2009 Inventory). Record last updated in Excel (prior to Arctos migration) by Sam Howes (2016-02-09).,,,,,,,object,Good.,2,in collection,RVWD: 302: Anth Cab 02: L,,,,,,culture of origin,Maya,Original value prior to data migration into Arctos: Maya,Dawn R. Roberts,2018,description,"Anthropology: stone tool-blade, debitage-core; obsidian blade and example of centerpiece from which blades are knapped.",Sam Howes,2016,materials,"stone, igneous, obsidian",Sam Howes,2016,,,,,,,,,Obsidian blade from centerpiece.,place of use
1050,ekrimmel,1996.1.8,,,,[CHAS:Mamm]1996.1,"unidentifiable {Glass, drinking}",student,Sam Howes,2016-02-16,"Glass (Carribean, French Colonial).","[no date recorded, date range based on accession year]",1800,1997-12-31,"West Indies, France, Martinique, Lesser Antilles, Martinique",St. Pierre,St. Pierre-Martinique 1902 Mt. Pelee Explosion,Dawn R. Roberts,2018-01-12,unverified,unknown,collector,CHAS:EH,"INTERNAL NOTES: Note-- ""Objects may have originated from refugee movements shortly before 1902 eruption"". DATA HISTORY: Inventory catalogued/verified by Britt McNamara (2008-2009 Inventory). Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2014-05-23).",,,,,,,object,Fair; membrane is flaking.,1,in collection,RVWD: 302: Anth Cab 01: A,Dimensions: height 98 mm; diameter 67 mm.,,,,,culture of origin,non-Native,"Original value prior to data migration into Arctos: Carribean, French Colonial",Sam Howes,2016,description,"Anthropology: glass-drinking-fragment; Base and part of bowl of a drinking glass; clear and iridescent.  Included with the glass is this explanation: Like an oil slick on water, membrane-thin layers of corrosion caused by chemical breakdown of the glass splits light into colors of the spectrum.",Sam Howes,2016,materials,glass,Sam Howes,2016,,,,,,,,,,place of use
1082,ekrimmel,1996.1.9,,,,[CHAS:Mamm]1996.1,"unidentifiable {Blade, stone, letter opener}",student,Sam Howes,2016-02-16,"Letter opener, made of stone.","[no date recorded, date range based on accession year]",1800,1997-12-31,no higher geography recorded,no specific locality recorded,[no locality recorded],Dawn R. Roberts,2018-01-12,unverified,unknown,collector,CHAS:EH,DATA HISTORY: Inventory catalogued/verified by Sylvie Rollason-Cass (2008-2009 Inventory). Record last updated in Excel (prior to Arctos migration) by Britt McNamara (2010-02-23).,,,,,,,object,Fair; broken in 2 pieces and adhesive residue.,1,in collection,RVWD: 302: Anth Cab 01: G,Dimensions: length 328 mm; width 36 mm.,,,,,,,,,,description,"Anthropology: blade-stone; red stone with pink spots. Handle is carved in the shape of a fish (low relief) and the blade is undecorated.  Word ""Anhook"" carved on top of fish-artist? Handle and blade have broken apart; adhesive residue shows some one tried to reattach them.",Sam Howes,2016,materials,stone,Sam Howes,2016,,,,,,,,,,place of use
1101,ekrimmel,1908.2828.1,,,,[CHAS:Mamm]2828,"unidentifiable {Tool, stone}",student,Sam Howes,2016-02-16,Stone tool.,"[no date recorded, date range based on accession year]",1800,1908-09-01,"Europe, Germany",no specific locality recorded,"Thuringian Forest, Germany",Dawn R. Roberts,2018-01-12,unverified,unknown,collector,CHAS:EH,DATA HISTORY: Inventory catalogued/verified by Britt McNamara (2008-2009 Inventory). Record last updated in Excel (prior to Arctos migration) by Britt McNamara (2010-02-22).,,,,,,,object,Fair; rust marks and concretions.,1,in collection,RVWD: 302: Anth Cab 01: B,Dimensions: length 96 mm; width 56 mm; depth 52 mm.,,,,,,,,,,description,Anthropology: stone tool-use unknown; brown stone largely unshaped except for a groove all the way around its narrowest part; likely a hammer or axe head that is heavily worn.,Sam Howes,2016,materials,stone,Sam Howes,2016,,,,,,,,,,place of use
1057,ekrimmel,1913.3389.1,,,,[CHAS:Mamm]3389,unidentifiable {Tapa cloth},student,Sam Howes,2016-02-16,Tapa cloth (Samoan).,"[no date recorded, date range based on accession year]",1800,1913-02-01,"Pacific Ocean, Samoa, Samoa Islands",no specific locality recorded,South Pacific,Dawn R. Roberts,2018-01-12,unverified,unknown,collector,CHAS:EH,DATA HISTORY: Inventory catalogued/verified by Britt McNamara (2008-2009 Inventory). Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2014-05-10).,,,,,,,object,Poor; needs conservation.,1,in collection,RVWD: 302: Small Room: Anth Oversized,,,,,,culture of origin,Samoan,Original value prior to data migration into Arctos: Samoan,Sam Howes,2016,description,"Anthropology: tapa cloth-Samoan dress; tan background with geometric designs painted in red and black.  Very fragile-cannot really be unfolded. Unusual that instead of a straight edge, there are triangular sections.",Sam Howes,2016,materials,"organic, textile, bark",Sam Howes,2016,,,,,,,,,"""A Samoan Dress: made of pith of a tree growing in the islands. The wood is cut in certain lengths, soaked in running water, and then pounded to the thickness required. Then another piece is joined to that by pounding. The pattern is put on with vegetable dye. The gentleman who obtained this dress said that he met a fair Samoan maid and offered her five dollars for her dress. She accepted the money, slipped behind a tree, took it off, and handed it to him"" (from label in files).",place of use
1301,ekrimmel,10883,,,,[CHAS:Mamm]451,unidentifiable {Arrow},legacy,unknown,,Arrows.,"[no date recorded, date range based on accession year]",1800,1895-01-30,"North America, United States, Arizona",no specific locality recorded,Arizona,Dawn R. Roberts,2018-01-12,unverified,unknown,collector,CHAS:EH,DATA HISTORY: Information transcribed from original catalogue book.,,,,,,,object,unchecked,6,missing,,,,,,,,,,,,description,Anthropology: From original catalogue book: Bunch of Indian Arrows.,Dawn R. Roberts,2018,,,,,,,,,,,,,,place of use
1001,ekrimmel,1895.537.1,6,original identifier,self,[CHAS:Mamm]537,"unidentifiable {Metate, stone}",student,Sam Howes,2016-02-16,Metate.,"[no date recorded, date range based on accession year]",1800,1895-06-15,"North America, Mexico",no specific locality recorded,[transcribed directly into formatted locality fields],Dawn R. Roberts,2018-01-12,unverified,unknown,collector,CHAS:EH,DATA HISTORY: Inventory catalogued/verified by Britt McNamara (2008-2009 Inventory). Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2014-05-10).,,,,,,,object,Good; dirty.,1,in collection,RVWD: 302: Anth Cab 01: F,Dimensions: length 180 mm; width 90 mm; depth 44 mm.,,,,,,,,,,description,Anthropology: stone tool-metate; brown stone with one flat and one irregular surface.  The flat surface has been worn smooth but has some pitting.,Sam Howes,2016,materials,stone,Sam Howes,2016,,,,,,,,,"From accession record: ""Stone used by Mexicans in making Tortillas.""",place of use
1296,ekrimmel,10538,,,,[CHAS:Mamm]694,"unidentifiable {Clothing, shirt}",legacy,unknown,,Shirt.,"[no date recorded, date range based on accession year]",1800,1896-01-01,"North America, United States, Alaska",no specific locality recorded,Alaska,Dawn R. Roberts,2018-01-12,unverified,unknown,collector,CHAS:EH,DATA HISTORY: Information transcribed from original catalogue book.,,,,,,,object,unchecked,1,missing,,,,,,,,,,,,description,"Anthropology: From original catalogue book: Shirt, Made from skins of small mammals.",Dawn R. Roberts,2018,,,,,,,,,,,,,,place of use
1304,ekrimmel,10986,,,,[CHAS:Mamm]722,"unidentifiable {Projectile point, stone}",legacy,unknown,,Arrowhead.,"[no date recorded, date range based on accession year]",1800,1896-01-25,"North America, United States, Illinois, Fulton County",Spoon River,"Spoon River, Fulton Co [County], Ill [Illinois]",Dawn R. Roberts,2018-01-12,unverified,unknown,collector,CHAS:EH,DATA HISTORY: Information transcribed from original catalogue book.,,,,,,,object,unchecked,1,missing,,,,,,,,,,,,description,"Anthropology: From original catalogue book: Chipped Arrow Points, Flint.",Dawn R. Roberts,2018,,,,,,,,,,,,,,place of use
1307,ekrimmel,11020,,,,[CHAS:Mamm]722,"unidentifiable {Projectile point, stone}",legacy,unknown,,Arrowhead.,"[no date recorded, date range based on accession year]",1800,1896-01-25,"North America, United States, Illinois, Fulton County",Avon,"Avon, Ill [Illinois]",Dawn R. Roberts,2018-01-12,unverified,unknown,collector,CHAS:EH,DATA HISTORY: Information transcribed from original catalogue book.,,,,,,,object,unchecked,1,missing,,,,,,,,,,,,description,Anthropology: From original catalogue book: Chipped Arrow Points.,Dawn R. Roberts,2018,,,,,,,,,,,,,,place of use
1309,ekrimmel,11051,,,,[CHAS:Mamm]744,"unidentifiable {Projectile point, stone}",legacy,unknown,,Arrowhead.,"[no date recorded, date range based on accession year]",1800,1896-02-04,"North America, United States, Illinois",Rock River,"Rock River, Ill [Illinois]",Dawn R. Roberts,2018-01-12,unverified,unknown,collector,CHAS:EH,DATA HISTORY: Information transcribed from original catalogue book.,,,,,,,object,unchecked,2,missing,,,,,,,,,,,,description,Anthropology: From original catalogue book: Chipped Arrow Points.,Dawn R. Roberts,2018,,,,,,,,,,,,,,place of use
1325,ekrimmel,12138,,,,[CHAS:Mamm]915,"unidentifiable {Projectile point, stone}",legacy,unknown,,Arrowhead.,"[no date recorded, date range based on accession year]",1800,1896-10-10,"North America, United States, Oregon",Columbia River Valley,Columbia R. Valley,Dawn R. Roberts,2018-01-12,unverified,unknown,collector,CHAS:EH,DATA HISTORY: Information transcribed from original catalogue book.,,,,,,,object,unchecked,6,missing,,,,,,,,,,,,description,Anthropology: From original catalogue book: Arrow Points.,Dawn R. Roberts,2018,,,,,,,,,,,,,,place of use
1326,ekrimmel,12158,,,,[CHAS:Mamm]915,"unidentifiable {Projectile point, stone}",legacy,unknown,,Arrowhead.,"[no date recorded, date range based on accession year]",1800,1896-10-10,"North America, United States, Illinois",no specific locality recorded,Illinois,Dawn R. Roberts,2018-01-12,unverified,unknown,collector,CHAS:EH,DATA HISTORY: Information transcribed from original catalogue book.,,,,,,,object,unchecked,7,missing,,,,,,,,,,,,description,Anthropology: From original catalogue book: Arrow Points.,Dawn R. Roberts,2018,,,,,,,,,,,,,,place of use
1306,ekrimmel,11014,,,,[CHAS:Mamm]916,"unidentifiable {Projectile point, stone}",legacy,unknown,,Arrowhead.,"[no date recorded, date range based on accession year]",1800,1896-10-10,"North America, United States, Oregon",Columbia River Valley,"Columbia River Valley, Oregon",Dawn R. Roberts,2018-01-12,unverified,unknown,collector,CHAS:EH,DATA HISTORY: Information transcribed from original catalogue book.,,,,,,,object,unchecked,6,missing,,,,,,,,,,,,description,Anthropology: From original catalogue book: Chipped Arrow Points.,Dawn R. Roberts,2018,,,,,,,,,,,,,,place of use
1027,ekrimmel,12626,11,original identifier,self,[CHAS:Mamm]952,"unidentifiable {Pipe stem, clay}",student,Sam Howes,2016-02-16,Pipe stem.,[transcribed directly into formatted date fields],1897-01-20,1897-01-20,"North America, United States, Illinois, Lake County",Glass Lake,"Glass Lake, Ill.",Dawn R. Roberts,2018-01-12,unverified,unknown,collector,CHAS:EH,DATA HISTORY: Inventory catalogued/verified by Britt McNamara (2008-2009 Inventory). Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2018-01-12). Information from original catalogue book incorporated. ,,,,,,,object,Good.,1,in collection,RVWD: 302: Anth Cab 01: G,Dimensions: length 27 mm; width 26 mm.,,,,,,,,,,description,"Anthropology: Pipe-fragment; pinkish clay pipe piece in a trapezoidal shape with a hole through it.  In original catalouge book, described as a ""pipe-stem"".",Sam Howes,2016,materials,clay,Sam Howes,2016,,,,,,,,,,place of use
1062,ekrimmel,E2017C.1494,,,,E2017C,unidentifiable {Pipe},student,Sam Howes,2016-02-16,Pipe.,[no date recorded],1800,2018-01-21,no higher geography recorded,no specific locality recorded,[no locality recorded],Dawn R. Roberts,2018-01-12,unverified,unknown,collector,CHAS:Teach,INTERNAL REMARKS: This is a pipe-reproduction (?); gray pipe with adhesive and plaster residue; has been chipped and repaired in the past. Either a plaster cast of a pipe or made from very white clay. DATA HISTORY: Inventory catalogued/verified by Britt McNamara (2008-2009 Inventory). Record last updated in Excel (prior to Arctos migration) by Britt McNamara (2010-02-22).,,,,,,,object,Poor; adhesive and plaster residue; chipped.,1,in collection,RVWD: 302: Anth Cab 01: G,,,,,,,,,,,,Anthropology: ,,,,,,,,,,,,,,,,place of use
1115,ekrimmel,2018.2.1,,,,[CHAS:Mamm]2018.2,"unidentifiable {Anchor, metal}",student,Sam Howes,2016-02-16,Anchor.,[no date recorded],1800,2008-12-31,no higher geography recorded,no specific locality recorded,[no locality recorded],Dawn R. Roberts,2018-01-12,unverified,unknown,collector,CHAS:EH,DATA HISTORY: Inventory catalogued/verified by Sylvie Rollason-Cass (2008-2009 Inventory). Record last updated in Excel (prior to Arctos migration) by Britt McNamara (2010-02-23).,,,,,,,object,Fair; metal corroding.,1,in collection,RVWD: 302: Anth Cab 01: I,Dimensions: length 315 mm; width 140 mm.,,,,,,,,,,description,Anthropology: anchor-metal; metal base is shaped in a half circle. Handle on inside with an opening through it; base has been abraded and is rusted. Curve of base overlaps with opening for handle.,Sam Howes,2016,materials,metal,Sam Howes,2016,,,,,,,,,,place of use
1184,ekrimmel,2018.2.2,,,,[CHAS:Mamm]2018.2,"unidentifiable {Anchor, stone}",student,Sam Howes,2016-02-16,Anchor. Identification of object uncertain.,[no date recorded],1800,2008-12-31,no higher geography recorded,no specific locality recorded,[no locality recorded],Dawn R. Roberts,2018-01-12,unverified,unknown,collector,CHAS:EH,"REMARKS: See Miles, Charles. Indian and  Eskimo Artifacts of North America. 1963: Henry Regnery Company. Image 12.37, p. 232. DATA HISTORY: Inventory catalogued/verified by Britt McNamara (2008-2009 Inventory). Record last updated in Excel (prior to Arctos migration) by Britt McNamara (2010-02-16).",,,,,,,object,Good; some white spots (paint?)on top and sides.,1,in collection,RVWD: 302: Anth Cab 01: E,Dimensions: length 130 mm; circumference 262 mm.,,,,,,,,,,description,Anthropology: stone anchor(?); brown stone roughly circular shape with a large slit through the center.  Slit is wider on the bottom.,Sam Howes,2016,materials,stone,Sam Howes,2016,,,,,,,,,,place of use
1079,ekrimmel,2018.2.3,,,,[CHAS:Mamm]2018.2,unidentifiable {Atlatl},student,Sam Howes,2016-02-16,Atlatl (Northwest coast). See image on https://en.wikipedia.org/wiki/Spear-thrower.,[no date recorded],1800,2008-12-31,no higher geography recorded,no specific locality recorded,[no locality recorded],Dawn R. Roberts,2018-01-12,unverified,unknown,collector,CHAS:EH,DATA HISTORY: Inventory catalogued/verified by Sylvie Rollason-Cass (2008-2009 Inventory). Record last updated in Excel (prior to Arctos migration) by Britt McNamara (2010-02-23).,,,,,,,object,Good; design is a bit worn.,1,in collection,RVWD: 302: Anth Cab 01: I,Dimensions: length 296 mm; width 76 mm; depth 24 mm.,,,,,culture of origin,unknown,Original value prior to data migration into Arctos: Northwest coast,Dawn R. Roberts,2018,description,"Anthropology: atlatl (spear thrower), ""arrow straightener"", or baton de commandement (baton perce); carved antler object that is long and narrow ith a drilled hole at the bottom; two carvings of caribou (head, full body) are carved into the middle section. Design carved on bone resembles Northwest Coast styles of carving. ",Sam Howes,2016,materials,"organic, bone",Sam Howes,2016,,,,,,,,,,place of use
1108,ekrimmel,2018.2.4,,,,[CHAS:Mamm]2018.2,unidentifiable {Axe},student,Sam Howes,2016-02-16,Axe.,[no date recorded],1800,2008-12-31,"North America, United States, Colorado",no specific locality recorded,"Mesa Verde area, Colorado",Dawn R. Roberts,2018-01-12,unverified,unknown,collector,CHAS:EH,DATA HISTORY: Inventory catalogued/verified by Britt McNamara (2008-2009 Inventory). Record last updated in Excel (prior to Arctos migration) by Britt McNamara (2010-02-22).,,,,,,,object,Good.,1,in collection,RVWD: 302: Anth Cab 01: J,Dimensions: length 365 mm; width 130 mm.,,,,,,,,,,description,"Anthropology: grooved axe head attached to a wooden handle with leather straps. Label: ""Large Stone ax-Kodak House, Wetherill Mesa-Cliff Canyon"".",Sam Howes,2016,materials,stone,Sam Howes,2016,materials," organic, wood",Sam Howes,2016,materials," organic, leather ",Sam Howes,2016,,place of use
1240,ekrimmel,2018.2.5,,,,[CHAS:Mamm]2018.2,"unidentifiable {Axe head, grooved, stone}",student,Sam Howes,2016-02-16,Axe head.,[no date recorded],1800,2008-12-31,no higher geography recorded,no specific locality recorded,[no locality recorded],Dawn R. Roberts,2018-01-12,unverified,unknown,collector,CHAS:EH,DATA HISTORY: Inventory catalogued/verified by Britt McNamara (2008-2009 Inventory). Record last updated in Excel (prior to Arctos migration) by Britt McNamara (2010-02-26).,,,,,,,object,Fair; backside damaged.,1,in collection,RVWD: 302: Anth Cab 01: F,Dimensions: length 104 mm; width 65 mm; depth 31 mm.,,,,,,,,,,description,Anthropology: stone tool-grooved axe head; brown stone with a rounded end and a tapered end. Groove goes 3/4 of way around.  Edge chipped and backside heavily damaged.,Sam Howes,2016,materials,stone,Sam Howes,2016,,,,,,,,,,place of use
1243,ekrimmel,2018.2.6,,,,[CHAS:Mamm]2018.2,"unidentifiable {Axe head, grooved, stone}",student,Sam Howes,2016-02-16,Axe head.,[no date recorded],1800,2008-12-31,no higher geography recorded,no specific locality recorded,[no locality recorded],Dawn R. Roberts,2018-01-12,unverified,unknown,collector,CHAS:EH,DATA HISTORY: Inventory catalogued/verified by Sylvie Rollason-Cass (2008-2009 Inventory). Record last updated in Excel (prior to Arctos migration) by Britt McNamara (2010-02-16).,,,,,,,object,Good; some scratches and marks.,1,in collection,RVWD: 302: Anth Cab 01: L,Dimensions: length 98 mm; width 78 mm; depth 35 mm.,,,,,,,,,,description,"Anthropology: stone tool-grooved axe head; brown, ground, rounded on top and tapered to sharp edge at bottom. Groove extends around front and back but stops at one side.",Sam Howes,2016,materials,stone,Sam Howes,2016,,,,,,,,,,place of use
1247,ekrimmel,2018.2.7,,,,[CHAS:Mamm]2018.2,"unidentifiable {Axe head, grooved, stone}",student,Sam Howes,2016-02-16,Axe head.,[no date recorded],1800,2008-12-31,no higher geography recorded,no specific locality recorded,[no locality recorded],Dawn R. Roberts,2018-01-12,unverified,unknown,collector,CHAS:EH,DATA HISTORY: Inventory catalogued/verified by Britt McNamara (2008-2009 Inventory). Record last updated in Excel (prior to Arctos migration) by Britt McNamara (2010-02-26).,,,,,,,object,Fair; chipped and broken.,1,in collection,RVWD: 302: Anth Cab 01: L,Dimensions: length 155 mm; width 79 mm; depth 33 mm.,,,,,,,,,,description,Anthropology: stone tool-grooved axe head; brown/gray stone tapered to an edge on one sice and chipped/broken on the other.  Groove extends all the way around.,Sam Howes,2016,materials,stone,Sam Howes,2016,,,,,,,,,,place of use
1246,ekrimmel,2018.2.8,,,,[CHAS:Mamm]2018.2,"unidentifiable {Axe head, grooved, stone}",student,Sam Howes,2016-02-16,Axe head.,[no date recorded],1800,2008-12-31,no higher geography recorded,no specific locality recorded,[no locality recorded],Dawn R. Roberts,2018-01-12,unverified,unknown,collector,CHAS:EH,DATA HISTORY: Inventory catalogued/verified by Britt McNamara (2008-2009 Inventory). Record last updated in Excel (prior to Arctos migration) by Britt McNamara (2010-02-26).,,,,,,,object,Good; broken.,1,in collection,RVWD: 302: Anth Cab 01: L,Dimensions: length 135 mm; width 87 mm; depth 44 mm.,,,,,,,,,,description,Anthropology: stone tool-grooved axe head; gray stone rounded on one side and tapered  on the other. Edge has been broken off; Groove goes 3/4 of way around.,Sam Howes,2016,materials,stone,Sam Howes,2016,,,,,,,,,,place of use
1238,ekrimmel,2018.2.9,35,original identifier,self,[CHAS:Mamm]2018.2,"unidentifiable {Axe head, grooved, stone}",student,Sam Howes,2016-02-16,Axe head.,[no date recorded],1800,2008-12-31,no higher geography recorded,no specific locality recorded,[no locality recorded],Dawn R. Roberts,2018-01-12,unverified,unknown,collector,CHAS:EH,DATA HISTORY: Inventory catalogued/verified by Sylvie Rollason-Cass (2008-2009 Inventory). Record last updated in Excel (prior to Arctos migration) by Britt McNamara (2010-02-16).,,,,,,,object,Good; shape is rough. Chipping likely from manufacturing mistake.,1,in collection,RVWD: 302: Anth Cab 01: L,Dimensions: length 94 mm; width 67 mm; depth 35 mm.,,,,,,,,,,description,Anthropology: stone tool-grooved axe head; grey ground stone rounded on top and tapered to a sharp edge.  Deep groove on front and sides.  No groove on back.  The edge is chipped.,Sam Howes,2016,materials,stone,Sam Howes,2016,,,,,,,,,,place of use
1242,ekrimmel,2018.2.10,,,,[CHAS:Mamm]2018.2,"unidentifiable {Axe head, grooved, stone}",student,Sam Howes,2016-02-16,Axe head.,[no date recorded],1800,2008-12-31,no higher geography recorded,no specific locality recorded,[no locality recorded],Dawn R. Roberts,2018-01-12,unverified,unknown,collector,CHAS:EH,DATA HISTORY: Inventory catalogued/verified by Britt McNamara (2008-2009 Inventory). Record last updated in Excel (prior to Arctos migration) by Britt McNamara (2010-02-16).,,,,,,,object,Good; rough form but no marks.,1,in collection,RVWD: 302: Anth Cab 01: L,Dimensions: length 170 mm; width 87 mm; depth 53 mm.,,,,,,,,,,description,Anthropology: stone tool-grooved axe head; grey-brown stone flat and rough on the back side; front has one bulbous end and the  other tapers to a point.  Groove extends on 3 of 4 sides.,Sam Howes,2016,materials,stone,Sam Howes,2016,,,,,,,,,,place of use
1245,ekrimmel,2018.2.11,,,,[CHAS:Mamm]2018.2,"unidentifiable {Axe head, grooved, stone}",student,Sam Howes,2016-02-16,Axe head.,[no date recorded],1800,2008-12-31,no higher geography recorded,no specific locality recorded,[no locality recorded],Dawn R. Roberts,2018-01-12,unverified,unknown,collector,CHAS:EH,DATA HISTORY: Inventory catalogued/verified by Britt McNamara (2008-2009 Inventory). Record last updated in Excel (prior to Arctos migration) by Britt McNamara (2010-02-26).,,,,,,,object,Fair; chipped.,1,in collection,RVWD: 302: Anth Cab 01: L,Dimensions: length 122 mm; width 104 mm; depth 65 mm.,,,,,,,,,,description,"Anthropology: stone tool-grooved axe head; red/brown stone with a wide, rounded end and a pointed (if it had not broken) tapered end.  Groove goes all the way around.",Sam Howes,2016,materials,stone,Sam Howes,2016,,,,,,,,,,place of use
1235,ekrimmel,2018.2.12,413,original identifier,self,[CHAS:Mamm]2018.2,"unidentifiable {Axe head, grooved, stone}",student,Sam Howes,2016-02-16,Axe head (Woodlands).,[no date recorded],1800,2008-12-31,"North America, United States",no specific locality recorded,[transcribed directly into formatted locality fields],Dawn R. Roberts,2018-01-12,unverified,unknown,collector,CHAS:EH,"INTERNAL NOTES:  Label-- ""Cooke Collection"". DATA HISTORY: Inventory catalogued/verified by Britt McNamara (2008-2009 Inventory). Record last updated in Excel (prior to Arctos migration) by Britt McNamara (2010-02-16).",,,,,,,object,Good; some peck marks.,1,in collection,RVWD: 302: Anth Cab 01: L,Dimensions: length 110 mm; width 66 mm; depth 43 mm.,,,,,culture of origin,unknown,Original value prior to data migration into Arctos: Woodlands,Dawn R. Roberts,2018,description,"Anthropology: stone tool-grooved axe head; grey stone higher in middle and tapered at both edges.  Groove through middle extends all the way around.  Letters ""IAD"" of ""IHD"" written on one side. On label-- ""#413; Grooved Axe; 4 1/2 "" x 2 1/2""; Woodlands"".",Sam Howes,2016,materials,stone,Sam Howes,2016,,,,,,,,,,place of use
1237,ekrimmel,2018.2.13,,,,[CHAS:Mamm]2018.2,"unidentifiable {Axe head, grooved, stone}",student,Sam Howes,2016-02-16,Axe head (Zuni).,[no date recorded],1800,2008-12-31,"North America, United States, Arizona",no specific locality recorded,[transcribed directly into formatted locality fields],Dawn R. Roberts,2018-01-12,unverified,unknown,collector,CHAS:EH,"INTERNAL NOTES: Found in drawer with ""Zuni Pottery"" Arizona tag. DATA HISTORY: Inventory catalogued/verified by Britt McNamara (2008-2009 Inventory). Record last updated in Excel (prior to Arctos migration) by Britt McNamara (2010-02-26).",,,,,,,object,Fair; shape is somewhat indistinct.,1,in collection,RVWD: 302: Anth Cab 01: L,Dimensions: length 183 mm; width 106 mm; depth 47 mm.,,,,,culture of origin,"Pueblo, Zuni",Original value prior to data migration into Arctos: Zuni (?),Dawn R. Roberts,2018,description,"Anthropology: stone tool-grooved axe head; gray stone with wide, rounded end and pointed, tapered end. Groove is shallow and extends all the way around.",Sam Howes,2016,materials,stone,Sam Howes,2016,,,,,,,,,,place of use
