COLLECTION_OBJECT_ID,ENTEREDBY,CAT_NUM,OTHER_ID_NUM_1,OTHER_ID_NUM_TYPE_1,OTHER_ID_REFERENCES_1,ACCN,TAXON_NAME,NATURE_OF_ID,ID_MADE_BY_AGENT,MADE_DATE,IDENTIFICATION_REMARKS,VERBATIM_DATE,BEGAN_DATE,ENDED_DATE,HIGHER_GEOG,SPEC_LOCALITY,VERBATIM_LOCALITY,EVENT_ASSIGNED_BY_AGENT,EVENT_ASSIGNED_DATE,VERIFICATIONSTATUS,MINIMUM_ELEVATION,MAXIMUM_ELEVATION,ORIG_ELEV_UNITS,HABITAT,COLLECTOR_AGENT_1,COLLECTOR_ROLE_1,COLLECTOR_AGENT_2,COLLECTOR_ROLE_2,GUID_PREFIX,COLL_OBJECT_REMARKS,PART_NAME_1,PART_CONDITION_1,PART_LOT_COUNT_1,PART_DISPOSITION_1,PART_REMARK_1,PART_NAME_2,PART_CONDITION_2,PART_LOT_COUNT_2,PART_DISPOSITION_2,PART_REMARK_2,ATTRIBUTE_1,ATTRIBUTE_VALUE_1,ATTRIBUTE_DATE_1,ATTRIBUTE_DETERMINER_1,ATTRIBUTE_2,ATTRIBUTE_VALUE_2,ATTRIBUTE_DATE_2,ATTRIBUTE_DETERMINER_2,ATTRIBUTE_3,ATTRIBUTE_VALUE_3,ATTRIBUTE_DATE_3,ATTRIBUTE_DETERMINER_3,SPECIMEN_EVENT_REMARK,SPECIMEN_EVENT_TYPE
266,ekrimmel,1899.1341.16,,,,[CHAS:Mamm]1341,Trimerotropini,legacy,unknown,,Grasshopper.,May,1800-05-01,2017-05-31,no higher geography recorded,no specific locality recorded,[no locality recorded],Erica Krimmel,2017-05-20,unverified,,,,,Oliver S. Westcott,collector,,,CHAS:Ento,"INTERNAL NOTES: Matched to accession during Arctos migration process, 2018, based on collector/donor. Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match.  DATA HISTORY: Inventory catalogued/verified by Julia Colby (2010-03-10). Record last updated in Excel (prior to Arctos migration) by Erica Krimmel (2017-05-20).",whole organism (pinned),unchecked,1,in collection,,,,,,,verbatim collector,Westcott,2018-01-19,Erica Krimmel,sex,not recorded,2018-01-19,Erica Krimmel,,,,,,accepted place of collection
267,ekrimmel,2017.10.11639,,,,[CHAS:Mamm]2017.10,Achurum carinatum,legacy,unknown,,Grasshopper.,[no date recorded],1800,2018-01-20,"North America, United States, Alabama",no specific locality recorded,[transcribed directly into formatted locality fields],Erica Krimmel,2017-05-20,unverified,,,,,unknown,collector,,,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match.  DATA HISTORY: Inventory catalogued/verified by Julia Colby (2010-03-04). Record last updated in Excel (prior to Arctos migration) by Erica Krimmel (2017-05-20).",whole organism (pinned),unchecked,1,in collection,,,,,,,,,,,sex,not recorded,2018-01-19,Erica Krimmel,,,,,,accepted place of collection
268,ekrimmel,2017.10.11640,,,,[CHAS:Mamm]2017.10,Achurum carinatum,legacy,unknown,,Grasshopper.,[no date recorded],1800,2018-01-20,"North America, United States, Alabama",no specific locality recorded,[transcribed directly into formatted locality fields],Erica Krimmel,2017-05-20,unverified,,,,,unknown,collector,,,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match.  DATA HISTORY: Inventory catalogued/verified by Julia Colby (2010-03-04). Record last updated in Excel (prior to Arctos migration) by Erica Krimmel (2017-05-20).",whole organism (pinned),unchecked,1,in collection,,,,,,,,,,,sex,not recorded,2018-01-19,Erica Krimmel,,,,,,accepted place of collection
269,ekrimmel,1987.5.94,George Hulse-H2,collector number,self,[CHAS:Mamm]1987.5,Acrididae sp.,legacy,unknown,,Grasshopper.,8/10/1987,1987-08-10,1987-08-10,"North America, United States, Illinois, Cook County","Chicago, 1049 W. North Ave",FROM SPECIMEN: 1049 North Avenue,Erica Krimmel,2017-05-20,unverified,,,,,George Hulse,collector,,,CHAS:Ento,"INTERNAL NOTES: Matched to accession during Arctos migration process, 2018, based on collector/donor. Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match.  DATA HISTORY: Inventory catalogued/verified by Julia Colby (2010-03-10). Record last updated in Excel (prior to Arctos migration) by Erica Krimmel (2017-05-20).",whole organism (pinned),unchecked,1,in collection,,,,,,,,,,,sex,not recorded,2018-01-19,Erica Krimmel,,,,,,accepted place of collection
270,ekrimmel,1987.5.95,George Hulse-H3,collector number,self,[CHAS:Mamm]1987.5,Acrididae sp.,legacy,unknown,,Grasshopper.,Sat Aug 01 1987,1987-08-01,1987-08-01,"North America, United States, Illinois, Cook County","Chicago, 1066 W North Ave",FROM SPECIMEN: overlook 1066 West North[Ave],Erica Krimmel,2017-05-20,unverified,,,,,George Hulse,collector,,,CHAS:Ento,"INTERNAL NOTES: Matched to accession during Arctos migration process, 2018, based on collector/donor. Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match.  DATA HISTORY: Inventory catalogued/verified by Julia Colby (2010-03-10). Record last updated in Excel (prior to Arctos migration) by Erica Krimmel (2017-05-20).",whole organism (pinned),unchecked,1,in collection,,,,,,,,,,,sex,not recorded,2018-01-19,Erica Krimmel,,,,,,accepted place of collection
271,ekrimmel,1987.5.96,George Hulse-H4,collector number,self,[CHAS:Mamm]1987.5,Acrididae sp.,legacy,unknown,,Grasshopper.,Sat Aug 01 1987,1987-08-01,1987-08-01,"North America, United States, Illinois, Cook County","Chicago, 1068 W North Ave",FROM SPECIMEN: overlook 1068 West North[Ave],Erica Krimmel,2017-05-20,unverified,,,,,George Hulse,collector,,,CHAS:Ento,"INTERNAL NOTES: Matched to accession during Arctos migration process, 2018, based on collector/donor. Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match.  DATA HISTORY: Inventory catalogued/verified by Julia Colby (2010-03-10). Record last updated in Excel (prior to Arctos migration) by Erica Krimmel (2017-05-20).",whole organism (pinned),unchecked,1,in collection,,,,,,,,,,,sex,not recorded,2018-01-19,Erica Krimmel,,,,,,accepted place of collection
272,ekrimmel,2017.10.11641,11,original identifier,self,[CHAS:Mamm]2017.10,Acrididae sp.,legacy,unknown,,Grasshopper.,[no date recorded],1800,2018-01-20,no higher geography recorded,no specific locality recorded,[no locality recorded],Erica Krimmel,2017-05-20,unverified,,,,,unknown,collector,,,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match.  DATA HISTORY: Inventory catalogued/verified by Julia Colby (2010-03-04). Record last updated in Excel (prior to Arctos migration) by Erica Krimmel (2017-05-20).",whole organism (pinned),unchecked,1,in collection,,,,,,,,,,,sex,not recorded,2018-01-19,Erica Krimmel,,,,,,accepted place of collection
273,ekrimmel,2017.10.11642,11,original identifier,self,[CHAS:Mamm]2017.10,Acrididae sp.,legacy,unknown,,Grasshopper.,[no date recorded],1800,2018-01-20,no higher geography recorded,no specific locality recorded,[no locality recorded],Erica Krimmel,2017-05-20,unverified,,,,,unknown,collector,,,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match.  DATA HISTORY: Inventory catalogued/verified by Julia Colby (2010-03-04). Record last updated in Excel (prior to Arctos migration) by Erica Krimmel (2017-05-20).",whole organism (pinned),Good. Missing left hind leg and right antenna.,1,in collection,,,,,,,,,,,sex,not recorded,2018-01-19,Erica Krimmel,,,,,,accepted place of collection
274,ekrimmel,2017.10.11643,10,original identifier,self,[CHAS:Mamm]2017.10,Acrididae sp.,legacy,unknown,,Grasshopper.,[no date recorded],1800,2018-01-20,no higher geography recorded,no specific locality recorded,[no locality recorded],Erica Krimmel,2017-05-20,unverified,,,,,unknown,collector,,,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match.  DATA HISTORY: Inventory catalogued/verified by Julia Colby (2010-03-10). Record last updated in Excel (prior to Arctos migration) by Erica Krimmel (2017-05-20).",whole organism (pinned),unchecked,1,in collection,,,,,,,,,,,sex,not recorded,2018-01-19,Erica Krimmel,,,,,,accepted place of collection
275,ekrimmel,2017.10.11644,14,original identifier,self,[CHAS:Mamm]2017.10,Acrididae sp.,legacy,unknown,,Grasshopper.,[no date recorded],1800,2018-01-20,no higher geography recorded,no specific locality recorded,[no locality recorded],Erica Krimmel,2017-05-20,unverified,,,,,unknown,collector,,,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match.  DATA HISTORY: Inventory catalogued/verified by Julia Colby (2010-03-10). Record last updated in Excel (prior to Arctos migration) by Erica Krimmel (2017-05-20).",whole organism (pinned),Good. Missing right hind leg.,1,in collection,,,,,,,,,,,sex,not recorded,2018-01-19,Erica Krimmel,,,,,,accepted place of collection
276,ekrimmel,2017.10.11645,11,original identifier,self,[CHAS:Mamm]2017.10,Acrididae sp.,legacy,unknown,,Grasshopper.,[no date recorded],1800,2018-01-20,no higher geography recorded,no specific locality recorded,[no locality recorded],Erica Krimmel,2017-05-20,unverified,,,,,unknown,collector,,,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match.  DATA HISTORY: Inventory catalogued/verified by Julia Colby (2010-03-10). Record last updated in Excel (prior to Arctos migration) by Erica Krimmel (2017-05-20).",whole organism (pinned),Good. Missing right hind leg.,1,in collection,,,,,,,,,,,sex,not recorded,2018-01-19,Erica Krimmel,,,,,,accepted place of collection
277,ekrimmel,2017.10.11646,,,,[CHAS:Mamm]2017.10,Acrididae sp.,legacy,unknown,,Grasshopper.,Wed Aug 01 1906,1906-08-01,1906-08-01,"North America, United States, Wisconsin, Sauk County",West Spring Green,FROM SPECIMEN: West Spring Green,Erica Krimmel,2017-05-20,unverified,,,,,unknown,collector,,,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match.  DATA HISTORY: Inventory catalogued/verified by Julia Colby (2010-03-04). Record last updated in Excel (prior to Arctos migration) by Erica Krimmel (2017-05-20).",whole organism (pinned),Good. Missing left hind leg.,1,in collection,,,,,,,,,,,sex,not recorded,2018-01-19,Erica Krimmel,,,,,,accepted place of collection
278,ekrimmel,2017.10.11647,,,,[CHAS:Mamm]2017.10,Acrididae sp.,legacy,unknown,,Grasshopper.,Sun Aug 05 1906,1906-08-05,1906-08-05,"North America, United States, Wisconsin, Sauk County",West Spring Green,FROM SPECIMEN: West Spring Green,Erica Krimmel,2017-05-20,unverified,,,,,unknown,collector,,,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match.  DATA HISTORY: Inventory catalogued/verified by Julia Colby (2010-03-10). Record last updated in Excel (prior to Arctos migration) by Erica Krimmel (2017-05-20).",whole organism (pinned),unchecked,1,in collection,,,,,,,,,,,sex,not recorded,2018-01-19,Erica Krimmel,,,,,,accepted place of collection
279,ekrimmel,2017.10.11648,,,,[CHAS:Mamm]2017.10,Acrididae sp.,legacy,unknown,,Grasshopper.,Tue Aug 14 1906,1906-08-14,1906-08-14,"North America, United States, Wisconsin, Sauk County",West Spring Green,FROM SPECIMEN: West Spring Green,Erica Krimmel,2017-05-20,unverified,,,,,unknown,collector,,,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match.  DATA HISTORY: Inventory catalogued/verified by Julia Colby (2010-03-10). Record last updated in Excel (prior to Arctos migration) by Erica Krimmel (2017-05-20).",whole organism (pinned),Good. Missing both hind legs.,1,in collection,,,,,,,,,,,sex,not recorded,2018-01-19,Erica Krimmel,,,,,,accepted place of collection
280,ekrimmel,2017.10.11649,,,,[CHAS:Mamm]2017.10,Acrididae sp.,legacy,unknown,,Grasshopper.,Sun Jul 10 1932,1932-07-10,1932-07-10,"North America, United States, Illinois, Cook County",Matteson,FROM SPECIMEN: Matteson,Erica Krimmel,2017-05-20,unverified,,,,,unknown,collector,,,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match.  DATA HISTORY: Inventory catalogued/verified by Julia Colby (2010-03-04). Record last updated in Excel (prior to Arctos migration) by Erica Krimmel (2017-05-20).",whole organism (pinned),Good. Missing antennae.,1,in collection,,,,,,,,,,,sex,female,,unknown,,,,,,accepted place of collection
281,ekrimmel,2017.10.11650,,,,[CHAS:Mamm]2017.10,Acrididae sp.,legacy,unknown,,Grasshopper.,Wed Aug 14 1935,1935-08-14,1935-08-14,"North America, United States, Indiana, LaPorte County",Smith,FROM SPECIMEN: Smith [Galena Township],Erica Krimmel,2017-05-20,unverified,,,,,unknown,collector,,,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match.  DATA HISTORY: Inventory catalogued/verified by Julia Colby (2010-03-10). Record last updated in Excel (prior to Arctos migration) by Erica Krimmel (2017-05-20).",whole organism (pinned),unchecked,1,in collection,,,,,,,,,,,sex,not recorded,2018-01-19,Erica Krimmel,,,,,,accepted place of collection
282,ekrimmel,2017.10.11651,,,,[CHAS:Mamm]2017.10,Acrididae sp.,legacy,unknown,,Grasshopper.,Sun Sep 08 1935,1935-09-08,1935-09-08,"North America, United States, Illinois, Kankakee County",no specific locality recorded,[transcribed directly into formatted locality fields],Erica Krimmel,2017-05-20,unverified,,,,,unknown,collector,,,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match.  DATA HISTORY: Inventory catalogued/verified by Julia Colby (2010-03-10). Record last updated in Excel (prior to Arctos migration) by Erica Krimmel (2017-05-20).",whole organism (pinned),Good. Missing abdomen and wings.,1,in collection,,,,,,,,,,,sex,not recorded,2018-01-19,Erica Krimmel,,,,,,accepted place of collection
283,ekrimmel,2017.10.11652,,,,[CHAS:Mamm]2017.10,Acrididae sp.,legacy,unknown,,Grasshopper.,7/8/1936,1936-07-08,1936-07-08,"North America, United States, Illinois, Lake County",Waukegan,FROM SPECIMEN: Waukegan,Erica Krimmel,2017-05-20,unverified,,,,,unknown,collector,,,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match.  DATA HISTORY: Inventory catalogued/verified by Julia Colby (2010-03-10). Record last updated in Excel (prior to Arctos migration) by Erica Krimmel (2017-05-20).",whole organism (pinned),Good. Missing right front leg and both hind legs.,1,in collection,,,,,,,,,,,sex,not recorded,2018-01-19,Erica Krimmel,,,,,,accepted place of collection
284,ekrimmel,2017.10.11653,,,,[CHAS:Mamm]2017.10,Acrididae sp.,legacy,unknown,,Grasshopper.,Wed Jul 08 1936,1936-07-08,1936-07-08,"North America, United States, Illinois, Lake County",Waukegan,FROM SPECIMEN: Waukegan,Erica Krimmel,2017-05-20,unverified,,,,,unknown,collector,,,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match.  DATA HISTORY: Inventory catalogued/verified by Julia Colby (2010-03-04). Record last updated in Excel (prior to Arctos migration) by Erica Krimmel (2017-05-20).",whole organism (pinned),unchecked,1,in collection,,,,,,,,,,,sex,not recorded,2018-01-19,Erica Krimmel,,,,,,accepted place of collection
285,ekrimmel,2017.10.11654,,,,[CHAS:Mamm]2017.10,Acrididae sp.,legacy,unknown,,Grasshopper.,Tue Jul 14 1936,1936-07-14,1936-07-14,"North America, United States, Indiana",Mineral Springs,"FROM SPECIMEN: Mineral Springs [There are several places that have been referred to as Mineral Springs in Indiana- French Lick, areas of the Indiana Dunes, the town of Kramer, and Webster, to name a few.]",Erica Krimmel,2017-05-20,unverified,,,,,unknown,collector,,,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match.  DATA HISTORY: Inventory catalogued/verified by Julia Colby (2010-03-04). Record last updated in Excel (prior to Arctos migration) by Erica Krimmel (2017-05-20).",whole organism (pinned),"Good. Missing left middle and hind legs, and right front leg.",1,in collection,,,,,,,,,,,sex,not recorded,2018-01-19,Erica Krimmel,,,,,,accepted place of collection
286,ekrimmel,2017.10.11655,,,,[CHAS:Mamm]2017.10,Acrididae sp.,legacy,unknown,,Grasshopper.,Tue Jul 14 1936,1936-07-14,1936-07-14,"North America, United States, Indiana",Mineral Springs,"FROM SPECIMEN: Mineral Springs [There are several places that have been referred to as Mineral Springs in Indiana- French Lick, areas of the Indiana Dunes, the town of Kramer, and Webster, to name a few.]",Erica Krimmel,2017-05-20,unverified,,,,,unknown,collector,,,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match.  DATA HISTORY: Inventory catalogued/verified by Julia Colby (2010-03-10). Record last updated in Excel (prior to Arctos migration) by Erica Krimmel (2017-05-20).",whole organism (pinned),Good. Missing left middle and front right legs.,1,in collection,,,,,,,,,,,sex,not recorded,2018-01-19,Erica Krimmel,,,,,,accepted place of collection
287,ekrimmel,2017.10.11656,,,,[CHAS:Mamm]2017.10,Acrididae sp.,legacy,unknown,,Grasshopper.,7/25/1936,1936-07-26,1936-07-26,"North America, United States, Illinois, Lake County",Volo,FROM SPECIMEN: Volo,Erica Krimmel,2017-05-20,unverified,,,,,unknown,collector,,,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match.  DATA HISTORY: Inventory catalogued/verified by Julia Colby (2010-03-10). Record last updated in Excel (prior to Arctos migration) by Erica Krimmel (2017-05-20).",whole organism (pinned),Good. Missing right antenna and all but left front leg.,1,in collection,,,,,,,,,,,sex,not recorded,2018-01-19,Erica Krimmel,,,,,,accepted place of collection
288,ekrimmel,2017.10.11657,,,,[CHAS:Mamm]2017.10,Acrididae sp.,legacy,unknown,,Grasshopper.,Mon Aug 17 1936,1936-08-17,1936-08-17,"North America, United States, Illinois, Lake County",Waukegan,FROM SPECIMEN: Waukegan,Erica Krimmel,2017-05-20,unverified,,,,,unknown,collector,,,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match.  DATA HISTORY: Inventory catalogued/verified by Julia Colby (2010-03-04). Record last updated in Excel (prior to Arctos migration) by Erica Krimmel (2017-05-20).",whole organism (pinned),Good. Missing both front legs and right hind leg.,1,in collection,,,,,,,,,,,sex,not recorded,2018-01-19,Erica Krimmel,,,,,,accepted place of collection
289,ekrimmel,2017.10.11658,,,,[CHAS:Mamm]2017.10,Acrididae sp.,legacy,unknown,,Grasshopper.,Sat Aug 22 1936,1936-08-22,1936-08-22,"North America, United States, Indiana, LaPorte County",Smith,FROM SPECIMEN: Smith [Galena Township],Erica Krimmel,2017-05-20,unverified,,,,,unknown,collector,,,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match.  DATA HISTORY: Inventory catalogued/verified by Julia Colby (2010-03-04). Record last updated in Excel (prior to Arctos migration) by Erica Krimmel (2017-05-20).",whole organism (pinned),unchecked,1,in collection,,,,,,,,,,,sex,not recorded,2018-01-19,Erica Krimmel,,,,,,accepted place of collection
290,ekrimmel,2017.10.11659,,,,[CHAS:Mamm]2017.10,Acrididae sp.,legacy,unknown,,Grasshopper.,Mon Sep 14 1936,1936-09-14,1936-09-14,"North America, United States, Illinois, Lake County",Volo,FROM SPECIMEN: Volo,Erica Krimmel,2017-05-20,unverified,,,,,unknown,collector,,,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match.  DATA HISTORY: Inventory catalogued/verified by Julia Colby (2010-03-10). Record last updated in Excel (prior to Arctos migration) by Erica Krimmel (2017-05-20).",whole organism (pinned),Good. Missing left antenna.,1,in collection,,,,,,,,,,,sex,not recorded,2018-01-19,Erica Krimmel,,,,,,accepted place of collection
291,ekrimmel,2017.10.11660,,,,[CHAS:Mamm]2017.10,Acrididae sp.,legacy,unknown,,Grasshopper.,9/1936,1936-09-01,1936-09-30,"North America, United States, Illinois, Cook County",Palos Park,FROM SPECIMEN: Palos Park,Erica Krimmel,2017-05-20,unverified,,,,,unknown,collector,,,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match.  DATA HISTORY: Inventory catalogued/verified by Julia Colby (2010-03-10). Record last updated in Excel (prior to Arctos migration) by Erica Krimmel (2017-05-20).",whole organism (pinned),Good. Missing right hind leg.,1,in collection,,,,,,,,,,,sex,not recorded,2018-01-19,Erica Krimmel,,,,,,accepted place of collection
292,ekrimmel,2017.10.11661,,,,[CHAS:Mamm]2017.10,Acrididae sp.,legacy,unknown,,Grasshopper.,October,1800-10-01,2017-10-31,"North America, United States, Illinois",northern Illinois,FROM SPECIMEN: Northern Illinois,Erica Krimmel,2017-05-20,unverified,,,,,unknown,collector,,,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match.  DATA HISTORY: Inventory catalogued/verified by Julia Colby (2010-03-10). Record last updated in Excel (prior to Arctos migration) by Erica Krimmel (2017-05-20).",whole organism (pinned),Good. Missing right hind leg.,1,in collection,,,,,,,,,,,sex,not recorded,2018-01-19,Erica Krimmel,,,,,,accepted place of collection
293,ekrimmel,2017.10.11662,,,,[CHAS:Mamm]2017.10,Acrididae sp.,legacy,unknown,,Grasshopper.,[no date recorded],1800,2018-01-20,"North America, United States, Illinois",northern Illinois,FROM SPECIMEN: Northern Illinois,Erica Krimmel,2017-05-20,unverified,,,,,unknown,collector,,,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match.  DATA HISTORY: Inventory catalogued/verified by Julia Colby (2010-03-10). Record last updated in Excel (prior to Arctos migration) by Erica Krimmel (2017-05-20).",whole organism (pinned),Good. Missing right hind leg.,1,in collection,,,,,,,,,,,sex,not recorded,2018-01-19,Erica Krimmel,,,,,,accepted place of collection
294,ekrimmel,2017.10.11663,,,,[CHAS:Mamm]2017.10,Acrididae sp.,legacy,unknown,,Grasshopper.,11/5,1800-11-05,2017-11-05,"North America, United States, Florida, Duval County",Jacksonville,FROM SPECIMEN: Jacksonville,Erica Krimmel,2017-05-20,unverified,,,,,unknown,collector,,,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match.  DATA HISTORY: Inventory catalogued/verified by Julia Colby (2010-03-10). Record last updated in Excel (prior to Arctos migration) by Erica Krimmel (2017-05-20).",whole organism (pinned),Good. Missing antennae.,1,in collection,,,,,,,,,,,sex,not recorded,2018-01-19,Erica Krimmel,,,,,,accepted place of collection
295,ekrimmel,2017.10.11664,,,,[CHAS:Mamm]2017.10,Acrididae sp.,legacy,unknown,,Grasshopper.,[no date recorded],1800,2018-01-20,no higher geography recorded,no specific locality recorded,[no locality recorded],Erica Krimmel,2017-05-20,unverified,,,,,unknown,collector,,,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match.  DATA HISTORY: Inventory catalogued/verified by Julia Colby (2010-03-10). Record last updated in Excel (prior to Arctos migration) by Erica Krimmel (2017-05-20).",whole organism (pinned),Good. Missing both antennae and right front leg.,1,in collection,,,,,,,,,,,sex,not recorded,2018-01-19,Erica Krimmel,,,,,,accepted place of collection
296,ekrimmel,2017.10.11665,,,,[CHAS:Mamm]2017.10,Ageneotettix deorum,legacy,unknown,,Grasshopper.,Tue Aug 14 1906,1906-08-14,1906-08-14,"North America, United States, Wisconsin, Sauk County",West Spring Green,FROM SPECIMEN: West Spring Green,Erica Krimmel,2017-05-20,unverified,,,,,unknown,collector,,,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match.  DATA HISTORY: Inventory catalogued/verified by Julia Colby (2010-03-04). Record last updated in Excel (prior to Arctos migration) by Erica Krimmel (2017-05-20).",whole organism (pinned),unchecked,1,in collection,,,,,,,,,,,sex,not recorded,2018-01-19,Erica Krimmel,,,,,,accepted place of collection
297,ekrimmel,2017.10.11666,,,,[CHAS:Mamm]2017.10,Ageneotettix deorum,legacy,unknown,,Grasshopper.,Wed Jul 08 1936,1936-07-08,1936-07-08,"North America, United States, Illinois, Lake County",Waukegan,FROM SPECIMEN: Waukegan,Erica Krimmel,2017-05-20,unverified,,,,,unknown,collector,,,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match.  DATA HISTORY: Inventory catalogued/verified by Julia Colby (2010-03-04). Record last updated in Excel (prior to Arctos migration) by Erica Krimmel (2017-05-20).",whole organism (pinned),Good. Missing all but right front leg.,1,in collection,,,,,,,,,,,sex,not recorded,2018-01-19,Erica Krimmel,,,,,,accepted place of collection
298,ekrimmel,2017.10.11667,,,,[CHAS:Mamm]2017.10,Arphia tenerosa,legacy,unknown,,Grasshopper.,July,1800-07-01,2017-07-31,"North America, United States, Colorado",no specific locality recorded,[transcribed directly into formatted locality fields],Erica Krimmel,2017-05-20,unverified,,,,,unknown,collector,,,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match.  DATA HISTORY: Inventory catalogued/verified by Julia Colby (2010-03-03). Record last updated in Excel (prior to Arctos migration) by Erica Krimmel (2017-05-20).",whole organism (pinned),Good. Missing both antennae.,1,in collection,,,,,,,,,,,sex,not recorded,2018-01-19,Erica Krimmel,,,,,,accepted place of collection
299,ekrimmel,2017.10.11668,,,,[CHAS:Mamm]2017.10,Arphia sp.,legacy,unknown,,Grasshopper.,5/1/1879,1879-05-01,1879-05-01,"North America, United States, California, Los Angeles County",Santa Monica,FROM SPECIMEN: Santa Monica,Erica Krimmel,2017-05-20,unverified,,,,,unknown,collector,,,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match.  DATA HISTORY: Inventory catalogued/verified by Julia Colby (2010-03-03). Record last updated in Excel (prior to Arctos migration) by Erica Krimmel (2017-05-20).",whole organism (pinned),unchecked,1,in collection,,,,,,,,,,,sex,male,,unknown,,,,,,accepted place of collection
300,ekrimmel,2017.10.11669,,,,[CHAS:Mamm]2017.10,Arphia sulphurea,legacy,unknown,,Grasshopper.,Sun Jun 05 1932,1932-06-05,1932-06-05,"North America, United States, Illinois, Kankakee County",Hopkins Park,FROM SPECIMEN: Hopkins Park,Erica Krimmel,2017-05-20,unverified,,,,,unknown,collector,,,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match.  DATA HISTORY: Inventory catalogued/verified by Julia Colby (2010-03-03). Record last updated in Excel (prior to Arctos migration) by Erica Krimmel (2017-05-20).",whole organism (pinned),unchecked,1,in collection,,,,,,,,,,,sex,male,,unknown,,,,,,accepted place of collection
301,ekrimmel,2017.10.11670,,,,[CHAS:Mamm]2017.10,Arphia conspersa,legacy,unknown,,Grasshopper.,[no date recorded],1800,2018-01-20,no higher geography recorded,no specific locality recorded,[no locality recorded],Erica Krimmel,2017-05-20,unverified,,,,,unknown,collector,,,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match.  DATA HISTORY: Inventory catalogued/verified by Julia Colby (2010-08-20). Record last updated in Excel (prior to Arctos migration) by Erica Krimmel (2017-05-20).",whole organism (pinned),unchecked,1,in collection,,,,,,,,,,,sex,not recorded,2018-01-19,Erica Krimmel,,,,,,accepted place of collection
