COLLECTION_OBJECT_ID,ENTEREDBY,CAT_NUM,OTHER_ID_NUM_1,OTHER_ID_NUM_TYPE_1,OTHER_ID_REFERENCES_1,ACCN,TAXON_NAME,NATURE_OF_ID,ID_MADE_BY_AGENT,MADE_DATE,VERBATIM_DATE,BEGAN_DATE,ENDED_DATE,HIGHER_GEOG,SPEC_LOCALITY,VERBATIM_LOCALITY,EVENT_ASSIGNED_BY_AGENT,EVENT_ASSIGNED_DATE,VERIFICATIONSTATUS,COLLECTOR_AGENT_1,COLLECTOR_ROLE_1,GUID_PREFIX,COLL_OBJECT_REMARKS,PART_NAME_1,PART_CONDITION_1,PART_LOT_COUNT_1,PART_DISPOSITION_1,PART_REMARK_1,ATTRIBUTE_1,ATTRIBUTE_VALUE_1,ATTRIBUTE_DETERMINER_1,ATTRIBUTE_DATE_1,ATTRIBUTE_2,ATTRIBUTE_VALUE_2,ATTRIBUTE_DETERMINER_2,ATTRIBUTE_DATE_2,ATTRIBUTE_3,ATTRIBUTE_VALUE_3,ATTRIBUTE_DETERMINER_3,ATTRIBUTE_DATE_3,ATTRIBUTE_4,ATTRIBUTE_VALUE_4,ATTRIBUTE_UNITS_4,ATTRIBUTE_REMARKS_4,ATTRIBUTE_DETERMINER_4,ATTRIBUTE_DATE_4,SPECIMEN_EVENT_TYPE
242,ekrimmel,2017.3.137,HIS-205,original identifier,self,[CHAS:Mamm]2017.3,unidentifiable {camera-video},legacy,Erica Krimmel,2017-02-18,[no date recorded],1800,2017-02-18,no higher geography recorded,no specific locality recorded,[no locality recorded],Dawn R. Roberts,2012-04-06,unverified,unknown,maker,CHAS:EH,INTERNAL NOTES: Originally from the Scientific History Collection. Verbatim receiving information: Chris Dunn (CAS staff). DATA HISTORY: Inventory catalogued/verified by B. McNamara (2010-04-16). Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2012-04-06).,object,Good.,1,in collection,Number of Pieces: 2. Dimensions: Camera depth = 470 mm; Power Supply length = 120 mm; Power supply height = 100 mm; Power supply depth = 210 mm.,verbatim collector,GBC,Erica Krimmel,2017-02-20,description,"SCIENTIFIC HISTORY. camera-video-color and power supply-CTC-5x; Camera: blue plastic trapezoid with a large circular lens on front and a rectangular viewfinder on one side.  Serial number: CD-B640941.  Power supply: black metal rectangle with blue sides.  Grated on top, bottom, and sides.  AC 117V  50/60 Hz  65w.",Erica Krimmel,2017-02-20,historical,yes,Erica Krimmel,2017-02-20,,,US dollar,,,,place of manufacture
243,ekrimmel,1983.8.104,HIS-204,original identifier,self,[CHAS:Mamm]1983.8,unidentifiable {microscope-light},legacy,Erica Krimmel,2017-02-18,[no date recorded],1800,2017-02-18,no higher geography recorded,no specific locality recorded,[no locality recorded],B. McNamara,2010-04-16,unverified,Unitron,maker,CHAS:EH,INTERNAL NOTES: Originally from the Scientific History Collection. DATA HISTORY: Inventory catalogued/verified by B. McNamara (2010-04-16). Record last updated in Excel (prior to Arctos migration) by B. McNamara (2010-04-16).,object,Good.,1,in collection,Number of Pieces: 2. Dimensions: Base length = 105 mm; Base height = 110 mm; Base depth = 180 mm; Lamp diameter = 60 mm; Lamp depth = 160 mm.,verbatim collector,Unitron,Erica Krimmel,2017-02-20,description,SCIENTIFIC HISTORY. microscope-lamp-Unitron P 117V  S 8V5A; gray enamel painted base with a dial on it that measures volts.  Black conical lamp with a diopter attached to base by gray cord.,Erica Krimmel,2017-02-20,historical,yes,Erica Krimmel,2017-02-20,,,US dollar,,,,place of manufacture
244,ekrimmel,1983.8.105,HIS-207,original identifier,self,[CHAS:Mamm]1983.8,unidentifiable {camera-lamp},legacy,Erica Krimmel,2017-02-18,[no date recorded],1800,2017-02-18,no higher geography recorded,no specific locality recorded,[no locality recorded],B. McNamara,2010-04-16,unverified,unknown,maker,CHAS:EH,INTERNAL NOTES: Originally from the Scientific History Collection. DATA HISTORY: Inventory catalogued/verified by B. McNamara (2010-04-16). Record last updated in Excel (prior to Arctos migration) by B. McNamara (2010-04-16).,object,Good.,1,in collection,Number of Pieces: 1. Dimensions: length = 145 mm; height = 330 mm.,verbatim collector,Mayfair,Erica Krimmel,2017-02-20,description,"SCIENTIFIC HISTORY. camera-lamp-mini/versal Flexmaster; gray octagonal box with two cables coming out of it.  Each cable has a base for two light bulbs.  Note in donation paperwork identifies object as a ""photo lamp holder.",Erica Krimmel,2017-02-20,historical,yes,Erica Krimmel,2017-02-20,,,US dollar,,,,place of manufacture
245,ekrimmel,1983.8.106,HIS-210,original identifier,self,[CHAS:Mamm]1983.8,unidentifiable {unknown},legacy,Erica Krimmel,2017-02-18,[no date recorded],1800,2017-02-18,no higher geography recorded,no specific locality recorded,[no locality recorded],B. McNamara,2010-04-16,unverified,unknown,maker,CHAS:EH,INTERNAL NOTES: Originally from the Scientific History Collection. Handmade? DATA HISTORY: Inventory catalogued/verified by B. McNamara (2010-04-16). Record last updated in Excel (prior to Arctos migration) by B. McNamara (2010-04-16).,object,Fair. Insides rattle around when carry object.,1,in collection,Number of Pieces: 1. Dimensions: length = 110 mm; height = 110 mm; depth = 290 mm.,,,,,description,SCIENTIFIC HISTORY. unknown; brown vinyl covered rectangle with a large rubber cap on the front and a small rubber cup on the top.  A hole with a screen over it and a metal handle are on the back.  Has a black electrical cord.,Erica Krimmel,2017-02-20,historical,yes,Erica Krimmel,2017-02-20,,,US dollar,,,,place of manufacture
246,ekrimmel,1983.8.107,HIS-236,original identifier,self,[CHAS:Mamm]1983.8,unidentifiable {camera-bellows},legacy,Erica Krimmel,2017-02-18,[no date recorded],1800,2017-02-18,no higher geography recorded,no specific locality recorded,[no locality recorded],B. McNamara,2010-04-19,unverified,Shull Meyer,maker,CHAS:EH,INTERNAL NOTES: Originally from the Scientific History Collection. In Bolex box with AO voltage selector. DATA HISTORY: Inventory catalogued/verified by B. McNamara (2010-04-19). Record last updated in Excel (prior to Arctos migration) by B. McNamara (2010-04-19).,object,Good.,1,in collection,Number of Pieces: 1.,verbatim collector,Shull Meyer,Erica Krimmel,2017-02-20,description,SCIENTIFIC HISTORY. camera-bellows-NovoFlex; 5 tiered metal cylinder attached to accordioned plastic with a black metal cylinder above it.  The accordioned plastic and black metal cylinder slide up two metal poles.  Poles have hash marks on side.,Erica Krimmel,2017-02-20,historical,yes,Erica Krimmel,2017-02-20,value,200,US dollar,Valued at $200 in 1980.,Erica Krimmel,2017-02-20,place of manufacture
247,ekrimmel,1983.8.108,HIS-238,original identifier,self,[CHAS:Mamm]1983.8,unidentifiable {voltage selector},legacy,Erica Krimmel,2017-02-18,[no date recorded],1800,2017-02-18,no higher geography recorded,no specific locality recorded,[no locality recorded],B. McNamara,2010-04-19,unverified,American Optical Company,maker,CHAS:EH,INTERNAL NOTES: Originally from the Scientific History Collection. In Bolex box (the AO voltage selector one). DATA HISTORY: Inventory catalogued/verified by B. McNamara (2010-04-19). Record last updated in Excel (prior to Arctos migration) by B. McNamara (2010-04-19).,object,Good.,1,in collection,Number of Pieces: 1. Dimensions: length = 105 mm; height = 80 mm; depth = 110 mm.,verbatim collector,American Optical Company,Erica Krimmel,2017-02-20,description,SCIENTIFIC HISTORY. voltage selector; silver and black box that is slightly trapezoidal.  Has a dial and on/off switch on top.  Black cord with 2-pronged plug.,Erica Krimmel,2017-02-20,historical,yes,Erica Krimmel,2017-02-20,,,US dollar,,,,place of manufacture
248,ekrimmel,1983.8.109,HIS-239,original identifier,self,[CHAS:Mamm]1983.8,unidentifiable {microscope-light},legacy,Erica Krimmel,2017-02-18,[no date recorded],1800,2017-02-18,no higher geography recorded,no specific locality recorded,[no locality recorded],B. McNamara,2010-04-19,unverified,Unitron,maker,CHAS:EH,INTERNAL NOTES: Originally from the Scientific History Collection. In Bolex box with AO voltage selector. DATA HISTORY: Inventory catalogued/verified by B. McNamara (2010-04-19). Record last updated in Excel (prior to Arctos migration) by B. McNamara (2010-04-19).,object,Good.,1,in collection,Number of Pieces: 1. Dimensions: length = 95 mm; height = 75 mm; depth = 170 mm.,verbatim collector,Unitron,Erica Krimmel,2017-02-20,description,SCIENTIFIC HISTORY. microscope-light-Unitron L.S.; heavy rectangular base with a pole in one end.  Attached to the pole is a cylindrical light that can slide up and down.  Black cord with 2-pronged plug.  110 v.,Erica Krimmel,2017-02-20,historical,yes,Erica Krimmel,2017-02-20,,,US dollar,,,,place of manufacture
249,ekrimmel,1983.8.110,HIS-240,original identifier,self,[CHAS:Mamm]1983.8,unidentifiable {microscope-filter},legacy,Erica Krimmel,2017-02-18,[no date recorded],1800,2017-02-18,"North America, United States, Illinois, Cook County",Chicago,[transcribed directly into formatted locality fields],B. McNamara,2010-04-19,unverified,Chicago Apparatus Company,maker,CHAS:EH,INTERNAL NOTES: Originally from the Scientific History Collection. In Bolex box with AO voltage selector. DATA HISTORY: Inventory catalogued/verified by B. McNamara (2010-04-19). Record last updated in Excel (prior to Arctos migration) by B. McNamara (2010-04-19).,object,Good.,1,in collection,Number of Pieces: 1. Dimensions: diameter = 31 mm.,verbatim collector,Chicago Apparatus Co.,Erica Krimmel,2017-02-20,description,SCIENTIFIC HISTORY. microscope-filter; circular piece of flat glass.  In original envelope.,Erica Krimmel,2017-02-20,historical,yes,Erica Krimmel,2017-02-20,,,US dollar,,,,place of manufacture
250,ekrimmel,1983.8.111,HIS-241,original identifier,self,[CHAS:Mamm]1983.8,unidentifiable {camera-lens},legacy,Erica Krimmel,2017-02-18,[no date recorded],1800,2017-02-18,"Europe, Germany",no specific locality recorded,[transcribed directly into formatted locality fields],B. McNamara,2010-04-19,unverified,Schneider Kreuznach,maker,CHAS:EH,INTERNAL NOTES: Originally from the Scientific History Collection. In Bolex box with AO voltage selector. DATA HISTORY: Inventory catalogued/verified by B. McNamara (2010-04-19). Record last updated in Excel (prior to Arctos migration) by B. McNamara (2010-04-19).,object,Good.,1,in collection,Number of Pieces: 1. Dimensions: diameter = 31 mm; depth = 40 mm.,verbatim collector,Schneider-Kreuznach,Erica Krimmel,2017-02-20,description,SCIENTIFIC HISTORY. camera-lens-Xenar 1:4 5/105-No. 2243242; four tiered cylinder with a lens and diopter in one side.  In a plastic pouch.,Erica Krimmel,2017-02-20,historical,yes,Erica Krimmel,2017-02-20,value,100,US dollar,Valued at $100 in 1980.,Erica Krimmel,2017-02-20,place of manufacture
251,ekrimmel,1983.8.112,HIS-242,original identifier,self,[CHAS:Mamm]1983.8,unidentifiable {camera-lens},legacy,Erica Krimmel,2017-02-18,[no date recorded],1800,2017-02-18,"North America, United States, Illinois, Cook County","230 S. Wabash Ave, Chicago","Central Camera Co., 230 S. Wabash Ave.",Dawn R. Roberts,2012-04-06,unverified,Central Camera Company,maker,CHAS:EH,INTERNAL NOTES: Originally from the Scientific History Collection. Belongs with 16mm Kodak Special. In Bolex bow with AO voltage selector. DATA HISTORY: Inventory catalogued/verified by B. McNamara (2010-04-19). Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2012-04-06).,object,Good.,1,in collection,Number of Pieces: 3. Dimensions: diameter = 45 mm; depth = 6 mm.,verbatim collector,"Vivitar, Central Camera Co",Erica Krimmel,2017-02-20,description,SCIENTIFIC HISTORY. camera-lens-close up-Vivitar; three clear lenses with a black metal ring around them.  Stored in a black leather pouch and in original box.  Series #6.,Erica Krimmel,2017-02-20,historical,yes,Erica Krimmel,2017-02-20,value,10.95,US dollar,Originally purchased for $10.95.,Erica Krimmel,2017-02-20,place of manufacture
252,ekrimmel,2017.3.138,HIS-203,original identifier,self,[CHAS:Mamm]2017.3,unidentifiable {microphone},legacy,Erica Krimmel,2017-02-18,[no date recorded],1800,2017-02-18,no higher geography recorded,no specific locality recorded,[no locality recorded],B. McNamara,2010-04-16,unverified,"Electro-Voice, Incorporated",maker,CHAS:EH,INTERNAL NOTES: Originally from the Scientific History Collection. DATA HISTORY: Inventory catalogued/verified by B. McNamara (2010-04-16). Record last updated in Excel (prior to Arctos migration) by B. McNamara (2010-04-16).,object,Fair. Broken.,1,in collection,Number of Pieces: 1. Dimensions: height = 270 mm; circumference = 275 mm.,verbatim collector,Electro-Voice,Erica Krimmel,2017-02-20,description,SCIENTIFIC HISTORY. microphone-Cardyne II Model 731 Hi-Z; metal oval with grilling on ends.  It is on a rectangular stem.  Missing cord.,Erica Krimmel,2017-02-20,historical,yes,Erica Krimmel,2017-02-20,,,US dollar,,,,place of manufacture
253,ekrimmel,2017.3.139,HIS-206,original identifier,self,[CHAS:Mamm]2017.3,unidentifiable {camera-cable release},legacy,Erica Krimmel,2017-02-18,[no date recorded],1800,2017-02-18,no higher geography recorded,no specific locality recorded,[no locality recorded],B. McNamara,2010-04-16,unverified,unknown,maker,CHAS:EH,INTERNAL NOTES: Originally from the Scientific History Collection. DATA HISTORY: Inventory catalogued/verified by B. McNamara (2010-04-16). Record last updated in Excel (prior to Arctos migration) by B. McNamara (2010-04-16).,object,Good.,1,in collection,Number of Pieces: 1. Dimensions: length = 22 mm; height = 340 mm.,,,,,description,"SCIENTIFIC HISTORY. camera-cable release; rounded metal rectangle with a push-button on top and two cables extending from bottom.  Two knobs on the side of the rectangle.""",Erica Krimmel,2017-02-20,historical,yes,Erica Krimmel,2017-02-20,,,US dollar,,,,place of manufacture
254,ekrimmel,2017.3.140,HIS-208,original identifier,self,[CHAS:Mamm]2017.3,unidentifiable {camera},legacy,Erica Krimmel,2017-02-18,[no date recorded],1800,2017-02-18,no higher geography recorded,no specific locality recorded,[no locality recorded],B. McNamara,2010-04-16,unverified,Merkle-Korff Gear Company,maker,CHAS:EH,INTERNAL NOTES: Originally from the Scientific History Collection. Use unknown-perhaps for creating film reels. DATA HISTORY: Inventory catalogued/verified by B. McNamara (2010-04-16). Record last updated in Excel (prior to Arctos migration) by B. McNamara (2010-04-16).,object,Good.,1,in collection,Number of Pieces: 1. Dimensions: length = 240 mm; height = 140 mm.,verbatim collector,Merkle-Korff Gear Co.,Erica Krimmel,2017-02-20,description,SCIENTIFIC HISTORY. camera-?-Flasho-action; circular base of cast iron with six spokes supports a large gear.  Gear rotated by a small electrical motor.  Use unknown-perhaps used to create film reels.,Erica Krimmel,2017-02-20,historical,yes,Erica Krimmel,2017-02-20,,,US dollar,,,,place of manufacture
255,ekrimmel,2017.3.141,HIS-209,original identifier,self,[CHAS:Mamm]2017.3,unidentifiable {microscope-light},legacy,Erica Krimmel,2017-02-18,[no date recorded],1800,2017-02-18,no higher geography recorded,no specific locality recorded,[no locality recorded],Amber King,2012-08-31,unverified,American Optical Company,maker,CHAS:EH,INTERNAL NOTES: Originally from the Scientific History Collection. Related to HIS-202. DATA HISTORY: Inventory catalogued/verified by B. McNamara (2010-04-16). Record last updated in Excel (prior to Arctos migration) by Amber King (2012-08-31).,object,Good.,1,in collection,Number of Pieces: 1.,verbatim collector,American Optical Company,Erica Krimmel,2017-02-20,description,"SCIENTIFIC HISTORY. microscope-lamp; black metal lamp with a globular body and wide light opening.  Diopter and place for filters around light opening.  Lamp is on a heavy metal base.  Marked with maker's mark ""AO[inside shield shape]"" with ""SPENCER"" underneath.",Erica Krimmel,2017-02-20,historical,yes,Erica Krimmel,2017-02-20,,,US dollar,,,,place of manufacture
256,ekrimmel,2017.3.142,HIS-247,original identifier,self,[CHAS:Mamm]2017.3,unidentifiable {projector-light bulb},legacy,Erica Krimmel,2017-02-18,[no date recorded],1800,2017-02-18,no higher geography recorded,no specific locality recorded,[no locality recorded],B. McNamara,2010-04-20,unverified,General Electric,maker,CHAS:EH,"INTERNAL NOTES: Originally from the Scientific History Collection. Verbatim receiving information: Dr. B. Suouw (?), June 21, 1982. DATA HISTORY: Inventory catalogued/verified by B. McNamara (2010-04-20). Record last updated in Excel (prior to Arctos migration) by B. McNamara (2010-04-20).",object,Good.,1,in collection,Number of Pieces: 1. Dimensions: diameter = 39 mm; height = 135 mm.,verbatim collector,General Electric,Erica Krimmel,2017-02-20,description,"SCIENTIFIC HISTORY. projector-light bulb; large oval bulb with a black cap.  It has a rectangular interior that supports multiple (7) filaments.  In original box with masking tape that says, ""Master.""  750w  115-120v.",Erica Krimmel,2017-02-20,historical,yes,Erica Krimmel,2017-02-20,,,US dollar,,,,place of manufacture
257,ekrimmel,1966.4.1,HIS-221,original identifier,self,[CHAS:Mamm]1966.4,unidentifiable {camera-movie},legacy,Erica Krimmel,2017-02-18,[no date recorded],1800,2017-02-18,"Europe, France",no specific locality recorded,[transcribed directly into formatted locality fields],Dawn R. Roberts,2016-09-24,unverified,Beaulieu,maker,CHAS:EH,INTERNAL NOTES: Originally from the Scientific History Collection. DATA HISTORY: Inventory catalogued/verified by B. McNamara (2010-04-19). Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2016-09-24).,object,Good.,1,in collection,Number of Pieces: 1. Dimensions: length = 166 mm; height = 192 mm; depth = 100 mm.,verbatim collector,Beaulieu,Erica Krimmel,2017-02-20,description,SCIENTIFIC HISTORY. camera-movie-Beaulieu R74; gray metal body with rounded edges.  Viewfinder-black with silver ridges-on one side.  Missing one protection cap on the front.  Tape with unreadable message.  Maybe: J. Ter off (?).,Erica Krimmel,2017-02-20,historical,yes,Erica Krimmel,2017-02-20,value,653,US dollar,Valued at $653 in 1966.,Erica Krimmel,2017-02-20,place of manufacture
258,ekrimmel,1983.8.113,HIS-213,original identifier,self,[CHAS:Mamm]1983.8,unidentifiable {electrical plug},legacy,Erica Krimmel,2017-02-18,[no date recorded],1800,2017-02-18,no higher geography recorded,no specific locality recorded,[no locality recorded],B. McNamara,2010-04-16,unverified,unknown,maker,CHAS:EH,INTERNAL NOTES: Originally from the Scientific History Collection. DATA HISTORY: Inventory catalogued/verified by B. McNamara (2010-04-16). Record last updated in Excel (prior to Arctos migration) by B. McNamara (2010-04-16).,object,Fair.,1,in collection,Number of Pieces: 1. Dimensions: length = 180 mm.,verbatim collector,Hubbell,Erica Krimmel,2017-02-20,description,SCIENTIFIC HISTORY. electrical plug; short black cord with a 2-pronged outlet on one side and a plug with exposed and twisted prongs on the other.  15A 125V,Erica Krimmel,2017-02-20,historical,yes,Erica Krimmel,2017-02-20,,,US dollar,,,,place of manufacture
259,ekrimmel,1983.8.114,HIS-217,original identifier,self,[CHAS:Mamm]1983.8,unidentifiable {camera-movie},legacy,Erica Krimmel,2017-02-18,[no date recorded],1800,2017-02-18,no higher geography recorded,no specific locality recorded,[no locality recorded],B. McNamara,2010-04-19,unverified,Bolex Paillard,maker,CHAS:EH,INTERNAL NOTES: Originally from the Scientific History Collection. DATA HISTORY: Inventory catalogued/verified by B. McNamara (2010-04-19). Record last updated in Excel (prior to Arctos migration) by B. McNamara (2010-04-19).,object,Good.,1,in collection,Number of Pieces: 1. Dimensions: length = 170 mm; height = 210 mm; depth = 70 mm.,verbatim collector,Bolex Paillard,Erica Krimmel,2017-02-20,description,"SCIENTIFIC HISTORY. camera-movie-Bolex H16 Reflex-No. 200984; square, black body with a semi-circular area on top for the film reel.  View finder also on top.  Missing on of the three protector caps on the front of the camera.  Modified for Slow Motion.  Red sticker with ""Rex-2A"" on it.",Erica Krimmel,2017-02-20,historical,yes,Erica Krimmel,2017-02-20,value,300,US dollar,Valued at $300 in 1980.,Erica Krimmel,2017-02-20,place of manufacture
260,ekrimmel,1983.8.115,HIS-218,original identifier,self,[CHAS:Mamm]1983.8,unidentifiable {camera-movie},legacy,Erica Krimmel,2017-02-18,[no date recorded],1800,2017-02-18,no higher geography recorded,no specific locality recorded,[no locality recorded],B. McNamara,2010-04-19,unverified,Bolex Paillard,maker,CHAS:EH,INTERNAL NOTES: Originally from the Scientific History Collection. DATA HISTORY: Inventory catalogued/verified by B. McNamara (2010-04-19). Record last updated in Excel (prior to Arctos migration) by B. McNamara (2010-04-19).,object,Good.,1,in collection,Number of Pieces: 1. Dimensions: length = 240 mm; height = 210 mm; depth = 70 mm.,verbatim collector,Bolex Paillard,Erica Krimmel,2017-02-20,description,"SCIENTIFIC HISTORY. camera-movie-Bolex H16 Reflex-No. 204871; camera with a square, black body and three lenses.  On top of body is a semi-circular area for film and the viewfinder.  Red sticker with ""Rex-4A"" on it.",Erica Krimmel,2017-02-20,historical,yes,Erica Krimmel,2017-02-20,value,900,US dollar,Valued at $900 in 1980.,Erica Krimmel,2017-02-20,place of manufacture
261,ekrimmel,1983.8.116,HIS-219,original identifier,self,[CHAS:Mamm]1983.8,unidentifiable {camera-movie},legacy,Erica Krimmel,2017-02-18,[no date recorded],1800,2017-02-18,no higher geography recorded,no specific locality recorded,[no locality recorded],B. McNamara,2010-04-19,unverified,Bolex Paillard,maker,CHAS:EH,INTERNAL NOTES: Originally from the Scientific History Collection. DATA HISTORY: Inventory catalogued/verified by B. McNamara (2010-04-19). Record last updated in Excel (prior to Arctos migration) by B. McNamara (2010-04-19).,object,Good.,1,in collection,Number of Pieces: 1. Dimensions: length = 170 mm; height = 210 mm; depth = 70 mm.,verbatim collector,Bolex Paillard,Erica Krimmel,2017-02-20,description,"SCIENTIFIC HISTORY. camera-movie-Bolex H16 Reflex-No. 200704; square bodied, black camera with a semi-circular area for the film reel and the viewfinder above it.  Missing one of the protector caps from the front.",Erica Krimmel,2017-02-20,historical,yes,Erica Krimmel,2017-02-20,value,400,US dollar,Valued at $400 in 1980.,Erica Krimmel,2017-02-20,place of manufacture
262,ekrimmel,1983.8.117,HIS-220,original identifier,self,[CHAS:Mamm]1983.8,unidentifiable {camera-movie},legacy,Erica Krimmel,2017-02-18,[no date recorded],1800,2017-02-18,no higher geography recorded,no specific locality recorded,[no locality recorded],B. McNamara,2010-04-19,unverified,Bolex Paillard,maker,CHAS:EH,INTERNAL NOTES: Originally from the Scientific History Collection. DATA HISTORY: Inventory catalogued/verified by B. McNamara (2010-04-19). Record last updated in Excel (prior to Arctos migration) by B. McNamara (2010-04-19).,object,Good.,1,in collection,Number of Pieces: 1. Dimensions: length = 170 mm; height = 210 mm; depth = 70 mm.,verbatim collector,Bolex Paillard,Erica Krimmel,2017-02-20,description,"SCIENTIFIC HISTORY. camera-movie-Bolex H16 Reflex-N0. 200705;  square bodied, black camera with a semi-circular area on the top for the film reel.  Viewfinder is also above the body.  Modified for slow motion.",Erica Krimmel,2017-02-20,historical,yes,Erica Krimmel,2017-02-20,value,300,US dollar,Valued at $300 in 1980.,Erica Krimmel,2017-02-20,place of manufacture
263,ekrimmel,1983.8.118,HIS-223,original identifier,self,[CHAS:Mamm]1983.8,unidentifiable {transformer},legacy,Erica Krimmel,2017-02-18,[no date recorded],1800,2017-02-18,no higher geography recorded,no specific locality recorded,[no locality recorded],B. McNamara,2010-04-19,unverified,Zeiss Winkel,maker,CHAS:EH,INTERNAL NOTES: Originally from the Scientific History Collection. In Bolex box monolux illuminators and microscope accessories. DATA HISTORY: Inventory catalogued/verified by B. McNamara (2010-04-19). Record last updated in Excel (prior to Arctos migration) by B. McNamara (2010-04-19).,object,Good.,1,in collection,Number of Pieces: 1. Dimensions: length = 93 mm; height = 50 mm; depth = 110 mm.,verbatim collector,Zeiss Winkel,Erica Krimmel,2017-02-20,description,SCIENTIFIC HISTORY. transformer-Nr. 4388; black rectangle with four circular outlets on the top.  Near the bottom is a push button.  Black cord with 2-pronged plug.  All writing on transformer is in German.  125/220 V  50 Hz.,Erica Krimmel,2017-02-20,historical,yes,Erica Krimmel,2017-02-20,,,US dollar,,,,place of manufacture
264,ekrimmel,1983.8.119,HIS-224,original identifier,self,[CHAS:Mamm]1983.8,unidentifiable {microscope-light-illuminator},legacy,Erica Krimmel,2017-02-18,[no date recorded],1800,2017-02-18,no higher geography recorded,no specific locality recorded,[no locality recorded],B. McNamara,2010-04-19,unverified,unknown,maker,CHAS:EH,INTERNAL NOTES: Originally from the Scientific History Collection. In Bolex box monolux illuminators and microscope accessories. DATA HISTORY: Inventory catalogued/verified by B. McNamara (2010-04-19). Record last updated in Excel (prior to Arctos migration) by B. McNamara (2010-04-19).,object,Good.,1,in collection,Number of Pieces: 1. Dimensions: diameter = 45 mm; depth = 120 mm; height = 125 mm.,verbatim collector,Monolux,Erica Krimmel,2017-02-20,description,"SCIENTIFIC HISTORY. microscope-light-illuminator-Monolux;  cylindrical light with a blue filter.  Light in a stem  which connects to a heavy, metal base.  Brown cord with a 2-pronged plug.  110V.  20W",Erica Krimmel,2017-02-20,historical,yes,Erica Krimmel,2017-02-20,,,US dollar,,,,place of manufacture
265,ekrimmel,1983.8.120,HIS-225,original identifier,self,[CHAS:Mamm]1983.8,unidentifiable {microscope-light-illuminator},legacy,Erica Krimmel,2017-02-18,[no date recorded],1800,2017-02-18,no higher geography recorded,no specific locality recorded,[no locality recorded],B. McNamara,2010-04-19,unverified,unknown,maker,CHAS:EH,INTERNAL NOTES: Originally from the Scientific History Collection. In Bolex box monolux illuminators and microscope accessories. DATA HISTORY: Inventory catalogued/verified by B. McNamara (2010-04-19). Record last updated in Excel (prior to Arctos migration) by B. McNamara (2010-04-19).,object,Good.,1,in collection,Number of Pieces: 1. Dimensions: diameter = 45 mm; depth = 125 mm; height = 120 mm.,verbatim collector,Monolux,Erica Krimmel,2017-02-20,description,"SCIENTIFIC HISTORY. microscope-light-illuminator-Monolux;  cylindrical light with a blue filter.  Light in a stem  which connects to a heavy, metal base.  Bottom of base has paper on it.  Brown cord with a 2-pronged plug.  100-110V.  20W",Erica Krimmel,2017-02-20,historical,yes,Erica Krimmel,2017-02-20,,,US dollar,,,,place of manufacture
266,ekrimmel,1983.8.121,HIS-226,original identifier,self,[CHAS:Mamm]1983.8,unidentifiable {microscope-light},legacy,Erica Krimmel,2017-02-18,[no date recorded],1800,2017-02-18,no higher geography recorded,no specific locality recorded,[no locality recorded],B. McNamara,2010-04-19,unverified,unknown,maker,CHAS:EH,INTERNAL NOTES: Originally from the Scientific History Collection. Plastic around wire is flaking off. No longer safe to use. In Bolex box with monolux illuminators and microscope accessories. DATA HISTORY: Inventory catalogued/verified by B. McNamara (2010-04-19). Record last updated in Excel (prior to Arctos migration) by B. McNamara (2010-04-19).,object,Fair. Flaking plastic around wire.,1,in collection,Number of Pieces: 1. Dimensions: height = 84 mm.,verbatim collector,Gaynor,Erica Krimmel,2017-02-20,description,SCIENTIFIC HISTORY. microscope-light; small light bulb in a black plastic cylinder.  Black cord with an on/off switch and 2-pronged plug.  With a note-unreadable.  Maybe: staul #1 w reottal (?),Erica Krimmel,2017-02-20,historical,yes,Erica Krimmel,2017-02-20,,,US dollar,,,,place of manufacture
267,ekrimmel,1983.8.122,HIS-227,original identifier,self,[CHAS:Mamm]1983.8,unidentifiable {microscope},legacy,Erica Krimmel,2017-02-18,[no date recorded],1800,2017-02-18,no higher geography recorded,no specific locality recorded,[no locality recorded],B. McNamara,2010-04-19,unverified,Carl Zeiss,maker,CHAS:EH,INTERNAL NOTES: Originally from the Scientific History Collection. Use unknown. In bolex box with monolux illuminators and microscope accessories. DATA HISTORY: Inventory catalogued/verified by B. McNamara (2010-04-19). Record last updated in Excel (prior to Arctos migration) by B. McNamara (2010-04-19).,object,Good.,1,in collection,Number of Pieces: 1. Dimensions: diameter = 40 mm and 34 mm; depth = 140 mm.,verbatim collector,Carl Zeiss,Erica Krimmel,2017-02-20,description,"SCIENTIFIC HISTORY. microscope-?; metal cylinder with ribs topped by a black plastic piece that has a circular opening that reveals a mirror on one side.  On the other side, there is a bolt sticking out.",Erica Krimmel,2017-02-20,historical,yes,Erica Krimmel,2017-02-20,,,US dollar,,,,place of manufacture
