COLLECTION_OBJECT_ID,CAT_NUM,OTHER_ID_NUM_1,OTHER_ID_NUM_TYPE_1,OTHER_ID_REFERENCES_1,ACCN,TAXON_NAME,NATURE_OF_ID,ID_MADE_BY_AGENT,MADE_DATE,IDENTIFICATION_REMARKS,VERBATIM_DATE,BEGAN_DATE,ENDED_DATE,HIGHER_GEOG,SPEC_LOCALITY,VERBATIM_LOCALITY,EVENT_ASSIGNED_BY_AGENT,EVENT_ASSIGNED_DATE,VERIFICATIONSTATUS,COLLECTOR_AGENT_1,COLLECTOR_ROLE_1,GUID_PREFIX,COLL_OBJECT_REMARKS,PART_NAME_1,PART_CONDITION_1,PART_LOT_COUNT_1,PART_DISPOSITION_1,PART_REMARK_1,ATTRIBUTE_1,ATTRIBUTE_VALUE_1,ATTRIBUTE_DETERMINER_1,ATTRIBUTE_DATE_1,ATTRIBUTE_2,ATTRIBUTE_VALUE_2,ATTRIBUTE_DETERMINER_2,ATTRIBUTE_DATE_2,ATTRIBUTE_3,ATTRIBUTE_VALUE_3,ATTRIBUTE_DETERMINER_3,ATTRIBUTE_DATE_3,SPECIMEN_EVENT_REMARK,SPECIMEN_EVENT_TYPE
55,2017.14.2746,Herbert C. Brun-1568 (b),collector number,self,[CHAS:Mamm]2017.14,Cicadellidae,legacy,unknown,,True Bug.,8/7/1928,1928-08-07,1928-08-07,"North America, United States, Illinois, Cook County",Schiller Park,[transcribed directly into formatted locality fields],Erica Krimmel,2018-01-25,unverified,Herbert C. Brun,collector,CHAS:Ento,INTERNAL NOTES: Originally found in cigar box. DATA HISTORY: Transcribed from Brun catalog books A and B but unable to match up with specimens physically in CHAS collections. Inventory catalogued/verified by Julia Colby (2010-09-17).,whole organism (pinned),Poor.,1,discarded,"Assumed to have been discarded, as many Brun specimens were found in extremely poor condition during 2009-2010 inventory.",verbatim collector,Herbert C. Brun,Erica Krimmel,2018-01-25,sex,not recorded,unknown,2018-01-25,,,,,,accepted place of collection
56,2017.14.2747,Herbert C. Brun-1569 (b),collector number,self,[CHAS:Mamm]2017.14,Cicadellidae,legacy,unknown,,True Bug.,8/7/1928,1928-08-07,1928-08-07,"North America, United States, Illinois, Cook County",Schiller Park,[transcribed directly into formatted locality fields],Erica Krimmel,2018-01-25,unverified,Herbert C. Brun,collector,CHAS:Ento,INTERNAL NOTES: Originally found in cigar box. DATA HISTORY: Transcribed from Brun catalog books A and B but unable to match up with specimens physically in CHAS collections. Inventory catalogued/verified by Julia Colby (2010-09-17).,whole organism (pinned),Poor.,1,discarded,"Assumed to have been discarded, as many Brun specimens were found in extremely poor condition during 2009-2010 inventory.",verbatim collector,Herbert C. Brun,Erica Krimmel,2018-01-25,sex,not recorded,unknown,2018-01-25,,,,,,accepted place of collection
57,2017.14.2748,Herbert C. Brun-1570 (b),collector number,self,[CHAS:Mamm]2017.14,Cicadellidae,legacy,unknown,,True Bug.,8/7/1928,1928-08-07,1928-08-07,"North America, United States, Illinois, Cook County",Schiller Park,[transcribed directly into formatted locality fields],Erica Krimmel,2018-01-25,unverified,Herbert C. Brun,collector,CHAS:Ento,INTERNAL NOTES: Originally found in cigar box. DATA HISTORY: Transcribed from Brun catalog books A and B but unable to match up with specimens physically in CHAS collections. Inventory catalogued/verified by Julia Colby (2010-09-17).,whole organism (pinned),Poor.,1,discarded,"Assumed to have been discarded, as many Brun specimens were found in extremely poor condition during 2009-2010 inventory.",verbatim collector,Herbert C. Brun,Erica Krimmel,2018-01-25,sex,not recorded,unknown,2018-01-25,,,,,,accepted place of collection
58,2017.14.2749,Herbert C. Brun-1571 (b),collector number,self,[CHAS:Mamm]2017.14,Cicadellidae,legacy,unknown,,True Bug.,8/7/1928,1928-08-07,1928-08-07,"North America, United States, Illinois, Cook County",Schiller Park,[transcribed directly into formatted locality fields],Erica Krimmel,2018-01-25,unverified,Herbert C. Brun,collector,CHAS:Ento,INTERNAL NOTES: Originally found in cigar box. DATA HISTORY: Transcribed from Brun catalog books A and B but unable to match up with specimens physically in CHAS collections. Inventory catalogued/verified by Julia Colby (2010-09-17).,whole organism (pinned),Poor.,1,discarded,"Assumed to have been discarded, as many Brun specimens were found in extremely poor condition during 2009-2010 inventory.",verbatim collector,Herbert C. Brun,Erica Krimmel,2018-01-25,sex,not recorded,unknown,2018-01-25,,,,,,accepted place of collection
59,2017.14.2750,Herbert C. Brun-1572 (b),collector number,self,[CHAS:Mamm]2017.14,Cicadellidae,legacy,unknown,,True Bug.,8/7/1928,1928-08-07,1928-08-07,"North America, United States, Illinois, Cook County",Schiller Park,[transcribed directly into formatted locality fields],Erica Krimmel,2018-01-25,unverified,Herbert C. Brun,collector,CHAS:Ento,INTERNAL NOTES: Originally found in cigar box. DATA HISTORY: Transcribed from Brun catalog books A and B but unable to match up with specimens physically in CHAS collections. Inventory catalogued/verified by Julia Colby (2010-09-17).,whole organism (pinned),Poor.,1,discarded,"Assumed to have been discarded, as many Brun specimens were found in extremely poor condition during 2009-2010 inventory.",verbatim collector,Herbert C. Brun,Erica Krimmel,2018-01-25,sex,not recorded,unknown,2018-01-25,,,,,,accepted place of collection
60,2017.14.2751,Herbert C. Brun-1576 (b),collector number,self,[CHAS:Mamm]2017.14,Cicadellidae,legacy,unknown,,True Bug.,8/7/1928,1928-08-07,1928-08-07,"North America, United States, Illinois, Cook County",Schiller Park,[transcribed directly into formatted locality fields],Erica Krimmel,2018-01-25,unverified,Herbert C. Brun,collector,CHAS:Ento,INTERNAL NOTES: Originally found in cigar box. DATA HISTORY: Transcribed from Brun catalog books A and B but unable to match up with specimens physically in CHAS collections. Inventory catalogued/verified by Julia Colby (2010-09-17).,whole organism (pinned),Poor.,1,discarded,"Assumed to have been discarded, as many Brun specimens were found in extremely poor condition during 2009-2010 inventory.",verbatim collector,Herbert C. Brun,Erica Krimmel,2018-01-25,sex,not recorded,unknown,2018-01-25,,,,,,accepted place of collection
48,2017.14.2755,Herbert C. Brun-1524 (b),collector number,self,[CHAS:Mamm]2017.14,Coreidae,legacy,unknown,,True Bug.,8/7/1928,1928-08-07,1928-08-07,"North America, United States, Illinois, Cook County",Schiller Park,[transcribed directly into formatted locality fields],Erica Krimmel,2018-01-25,unverified,Herbert C. Brun,collector,CHAS:Ento,INTERNAL NOTES: Originally found in cigar box. DATA HISTORY: Transcribed from Brun catalog books A and B but unable to match up with specimens physically in CHAS collections. Inventory catalogued/verified by Julia Colby (2010-09-17).,whole organism (pinned),Poor.,1,discarded,"Assumed to have been discarded, as many Brun specimens were found in extremely poor condition during 2009-2010 inventory.",verbatim collector,Herbert C. Brun,Erica Krimmel,2018-01-25,sex,not recorded,unknown,2018-01-25,,,,,,accepted place of collection
50,2017.14.2759,Herbert C. Brun-1559 (b),collector number,self,[CHAS:Mamm]2017.14,Fulgoridae,legacy,unknown,,True Bug.,8/7/1928,1928-08-07,1928-08-07,"North America, United States, Illinois, Cook County",Schiller Park,[transcribed directly into formatted locality fields],Erica Krimmel,2018-01-25,unverified,Herbert C. Brun,collector,CHAS:Ento,INTERNAL NOTES: Originally found in cigar box. DATA HISTORY: Transcribed from Brun catalog books A and B but unable to match up with specimens physically in CHAS collections. Inventory catalogued/verified by Julia Colby (2010-09-17).,whole organism (pinned),Poor.,1,discarded,"Assumed to have been discarded, as many Brun specimens were found in extremely poor condition during 2009-2010 inventory.",verbatim collector,Herbert C. Brun,Erica Krimmel,2018-01-25,sex,not recorded,unknown,2018-01-25,,,,,,accepted place of collection
51,2017.14.2760,Herbert C. Brun-1560 (b),collector number,self,[CHAS:Mamm]2017.14,Fulgoridae,legacy,unknown,,True Bug.,8/7/1928,1928-08-07,1928-08-07,"North America, United States, Illinois, Cook County",Schiller Park,[transcribed directly into formatted locality fields],Erica Krimmel,2018-01-25,unverified,Herbert C. Brun,collector,CHAS:Ento,INTERNAL NOTES: Originally found in cigar box. DATA HISTORY: Transcribed from Brun catalog books A and B but unable to match up with specimens physically in CHAS collections. Inventory catalogued/verified by Julia Colby (2010-09-17).,whole organism (pinned),Poor.,1,discarded,"Assumed to have been discarded, as many Brun specimens were found in extremely poor condition during 2009-2010 inventory.",verbatim collector,Herbert C. Brun,Erica Krimmel,2018-01-25,sex,not recorded,unknown,2018-01-25,,,,,,accepted place of collection
52,2017.14.2761,Herbert C. Brun-1561 (b),collector number,self,[CHAS:Mamm]2017.14,Fulgoridae,legacy,unknown,,True Bug.,8/7/1928,1928-08-07,1928-08-07,"North America, United States, Illinois, Cook County",Schiller Park,[transcribed directly into formatted locality fields],Erica Krimmel,2018-01-25,unverified,Herbert C. Brun,collector,CHAS:Ento,INTERNAL NOTES: Originally found in cigar box. DATA HISTORY: Transcribed from Brun catalog books A and B but unable to match up with specimens physically in CHAS collections. Inventory catalogued/verified by Julia Colby (2010-09-17).,whole organism (pinned),Poor.,1,discarded,"Assumed to have been discarded, as many Brun specimens were found in extremely poor condition during 2009-2010 inventory.",verbatim collector,Herbert C. Brun,Erica Krimmel,2018-01-25,sex,not recorded,unknown,2018-01-25,,,,,,accepted place of collection
61,2017.14.2762,Herbert C. Brun-1587 (b),collector number,self,[CHAS:Mamm]2017.14,Fulgoridae,legacy,unknown,,True Bug.,8/7/1928,1928-08-07,1928-08-07,"North America, United States, Illinois, Cook County",Schiller Park,[transcribed directly into formatted locality fields],Erica Krimmel,2018-01-25,unverified,Herbert C. Brun,collector,CHAS:Ento,INTERNAL NOTES: Originally found in cigar box. DATA HISTORY: Transcribed from Brun catalog books A and B but unable to match up with specimens physically in CHAS collections. Inventory catalogued/verified by Julia Colby (2010-09-17).,whole organism (pinned),Poor.,1,discarded,"Assumed to have been discarded, as many Brun specimens were found in extremely poor condition during 2009-2010 inventory.",verbatim collector,Herbert C. Brun,Erica Krimmel,2018-01-25,sex,not recorded,unknown,2018-01-25,,,,,,accepted place of collection
4,2017.14.2786,Herbert C. Brun-1549 (b),collector number,self,[CHAS:Mamm]2017.14,Ceresa sp.,legacy,unknown,,True Bug.,8/7/1928,1928-08-07,1928-08-07,"North America, United States, Illinois, Cook County",Schiller Park,[transcribed directly into formatted locality fields],Erica Krimmel,2018-01-25,unverified,unknown,collector,CHAS:Ento,INTERNAL NOTES: Originally found in cigar box. DATA HISTORY: Transcribed from Brun catalog books A and B but unable to match up with specimens physically in CHAS collections. Inventory catalogued/verified by Julia Colby (2010-09-17).,whole organism (pinned),Poor.,1,discarded,"Assumed to have been discarded, as many Brun specimens were found in extremely poor condition during 2009-2010 inventory.",,,,,sex,not recorded,unknown,2018-01-25,,,,,,accepted place of collection
5,2017.14.2787,Herbert C. Brun-1550 (b),collector number,self,[CHAS:Mamm]2017.14,Ceresa sp.,legacy,unknown,,True Bug.,8/7/1928,1928-08-07,1928-08-07,"North America, United States, Illinois, Cook County",Schiller Park,[transcribed directly into formatted locality fields],Erica Krimmel,2018-01-25,unverified,Herbert C. Brun,collector,CHAS:Ento,INTERNAL NOTES: Originally found in cigar box. DATA HISTORY: Transcribed from Brun catalog books A and B but unable to match up with specimens physically in CHAS collections. Inventory catalogued/verified by Julia Colby (2010-09-17).,whole organism (pinned),Poor.,1,discarded,"Assumed to have been discarded, as many Brun specimens were found in extremely poor condition during 2009-2010 inventory.",verbatim collector,Herbert C. Brun,Erica Krimmel,2018-01-25,sex,not recorded,unknown,2018-01-25,,,,,,accepted place of collection
62,2017.14.2812,Herbert C. Brun-1604 (b),collector number,self,[CHAS:Mamm]2017.14,Hemiptera,legacy,unknown,,True Bug.,8/7/1928,1928-08-07,1928-08-07,"North America, United States, Illinois, Cook County",Schiller Park,[transcribed directly into formatted locality fields],Erica Krimmel,2018-01-25,unverified,Herbert C. Brun,collector,CHAS:Ento,INTERNAL NOTES: Originally found in cigar box. DATA HISTORY: Transcribed from Brun catalog books A and B but unable to match up with specimens physically in CHAS collections. Inventory catalogued/verified by Julia Colby (2010-09-17).,whole organism (pinned),Poor.,1,discarded,"Assumed to have been discarded, as many Brun specimens were found in extremely poor condition during 2009-2010 inventory.",verbatim collector,Herbert C. Brun,Erica Krimmel,2018-01-25,sex,not recorded,unknown,2018-01-25,,,,,,accepted place of collection
63,2017.14.2813,Herbert C. Brun-1605 (b),collector number,self,[CHAS:Mamm]2017.14,Hemiptera,legacy,unknown,,True Bug.,8/7/1928,1928-08-07,1928-08-07,"North America, United States, Illinois, Cook County",Schiller Park,[transcribed directly into formatted locality fields],Erica Krimmel,2018-01-25,unverified,Herbert C. Brun,collector,CHAS:Ento,INTERNAL NOTES: Originally found in cigar box. DATA HISTORY: Transcribed from Brun catalog books A and B but unable to match up with specimens physically in CHAS collections. Inventory catalogued/verified by Julia Colby (2010-09-17).,whole organism (pinned),Poor.,1,discarded,"Assumed to have been discarded, as many Brun specimens were found in extremely poor condition during 2009-2010 inventory.",verbatim collector,Herbert C. Brun,Erica Krimmel,2018-01-25,sex,not recorded,unknown,2018-01-25,,,,,,accepted place of collection
109,2017.14.2849,Herbert C. Brun-1517 (b),collector number,self,[CHAS:Mamm]2017.14,Insecta,legacy,unknown,,Insect.,8/7/1928,1928-08-07,1928-08-07,"North America, United States, Illinois, Cook County",Schiller Park,[transcribed directly into formatted locality fields],Erica Krimmel,2018-01-25,unverified,Herbert C. Brun,collector,CHAS:Ento,DATA HISTORY: Transcribed from Brun catalog books A and B but unable to match up with specimens physically in CHAS collections. Inventory catalogued/verified by Julia Colby (2010-09-17).,whole organism (pinned),Poor.,1,discarded,"Assumed to have been discarded, as many Brun specimens were found in extremely poor condition during 2009-2010 inventory.",verbatim collector,Herbert C. Brun,Erica Krimmel,2018-01-25,sex,not recorded,unknown,2018-01-25,,,,,,accepted place of collection
110,2017.14.2850,Herbert C. Brun-1518 (b),collector number,self,[CHAS:Mamm]2017.14,Insecta,legacy,unknown,,Insect.,8/7/1928,1928-08-07,1928-08-07,"North America, United States, Illinois, Cook County",Schiller Park,[transcribed directly into formatted locality fields],Erica Krimmel,2018-01-25,unverified,Herbert C. Brun,collector,CHAS:Ento,DATA HISTORY: Transcribed from Brun catalog books A and B but unable to match up with specimens physically in CHAS collections. Inventory catalogued/verified by Julia Colby (2010-09-17).,whole organism (pinned),Poor.,1,discarded,"Assumed to have been discarded, as many Brun specimens were found in extremely poor condition during 2009-2010 inventory.",verbatim collector,Herbert C. Brun,Erica Krimmel,2018-01-25,sex,not recorded,unknown,2018-01-25,,,,,,accepted place of collection
385,2017.14.2877,Herbert C. Brun-1054 (b),collector number,self,[CHAS:Mamm]2017.14,Lepidoptera,legacy,unknown,,Lepidopteran.,1928-08-07,1928-08-07,1928-08-07,"North America, United States, Illinois, Cook County",Schiller Park,[transcribed directly into formatted locality fields],Erica Krimmel,2018-01-25,unverified,Herbert C. Brun,collector,CHAS:Ento,DATA HISTORY: Transcribed from Brun catalog books A and B but unable to match up with specimens physically in CHAS collections.,whole organism (pinned),Poor.,1,discarded,"Assumed to have been discarded, as many Brun specimens were found in extremely poor condition during 2009-2010 inventory.",verbatim collector,Herbert C. Brun,Erica Krimmel,2018-01-25,sex,not recorded,unknown,2018-01-25,,,,,,accepted place of collection
386,2017.14.2878,Herbert C. Brun-1055 (b),collector number,self,[CHAS:Mamm]2017.14,Lepidoptera,legacy,unknown,,Lepidopteran.,1928-08-07,1928-08-07,1928-08-07,"North America, United States, Illinois, Cook County",Schiller Park,[transcribed directly into formatted locality fields],Erica Krimmel,2018-01-25,unverified,Herbert C. Brun,collector,CHAS:Ento,DATA HISTORY: Transcribed from Brun catalog books A and B but unable to match up with specimens physically in CHAS collections.,whole organism (pinned),Poor.,1,discarded,"Assumed to have been discarded, as many Brun specimens were found in extremely poor condition during 2009-2010 inventory.",verbatim collector,Herbert C. Brun,Erica Krimmel,2018-01-25,sex,not recorded,unknown,2018-01-25,,,,,,accepted place of collection
355,2017.14.2862,Herbert C. Brun-1044 (b),collector number,self,[CHAS:Mamm]2017.14,Basilarchia astyanax,legacy,unknown,,Lepidopteran.,1928-08-12,1928-08-12,1928-08-12,"North America, United States, Illinois, Cook County",Chicago,[transcribed directly into formatted locality fields],Erica Krimmel,2018-01-25,unverified,unknown,collector,CHAS:Ento,DATA HISTORY: Transcribed from Brun catalog books A and B but unable to match up with specimens physically in CHAS collections.,whole organism (pinned),Poor.,1,discarded,"Assumed to have been discarded, as many Brun specimens were found in extremely poor condition during 2009-2010 inventory.",,,,,sex,not recorded,unknown,2018-01-25,,,,,,accepted place of collection
283,2017.14.2618,Herbert C. Brun-525 (a),collector number,self,[CHAS:Mamm]2017.14,Coleoptera,legacy,unknown,,Beetle.,1928-08-13,1928-08-13,1928-08-13,"North America, United States, Illinois, Cook County",Wolf Lake,[transcribed directly into formatted locality fields],Erica Krimmel,2018-01-25,unverified,Herbert C. Brun,collector,CHAS:Ento,DATA HISTORY: Transcribed from Brun catalog books A and B but unable to match up with specimens physically in CHAS collections. Inventory catalogued/verified by Julia Colby (2010-09-14).,whole organism (pinned),Poor.,1,discarded,"Assumed to have been discarded, as many Brun specimens were found in extremely poor condition during 2009-2010 inventory.",verbatim collector,Herbert C. Brun,Erica Krimmel,2018-01-25,sex,not recorded,unknown,2018-01-25,,,,,,accepted place of collection
186,2017.14.2687,Herbert C. Brun-531 (a),collector number,self,[CHAS:Mamm]2017.14,Epicauta pennsylvanica,legacy,unknown,,Beetle.,1928-08-13,1928-08-13,1928-08-13,"North America, United States, Illinois, Cook County",Wolf Lake,[transcribed directly into formatted locality fields],Erica Krimmel,2018-01-25,unverified,Herbert C. Brun,collector,CHAS:Ento,DATA HISTORY: Transcribed from Brun catalog books A and B but unable to match up with specimens physically in CHAS collections. Inventory catalogued/verified by Julia Colby (2010-09-14).,whole organism (pinned),Poor.,1,discarded,"Assumed to have been discarded, as many Brun specimens were found in extremely poor condition during 2009-2010 inventory.",verbatim collector,Herbert C. Brun,Erica Krimmel,2018-01-25,sex,not recorded,unknown,2018-01-25,,,,,,accepted place of collection
187,2017.14.2688,Herbert C. Brun-555 (a),collector number,self,[CHAS:Mamm]2017.14,Epicauta pennsylvanica,legacy,unknown,,Beetle.,1928-08-13,1928-08-13,1928-08-13,"North America, United States, Illinois, Cook County",Wolf Lake,[transcribed directly into formatted locality fields],Erica Krimmel,2018-01-25,unverified,Herbert C. Brun,collector,CHAS:Ento,DATA HISTORY: Transcribed from Brun catalog books A and B but unable to match up with specimens physically in CHAS collections. Inventory catalogued/verified by Julia Colby (2010-09-14).,whole organism (pinned),Poor.,1,discarded,"Assumed to have been discarded, as many Brun specimens were found in extremely poor condition during 2009-2010 inventory.",verbatim collector,Herbert C. Brun,Erica Krimmel,2018-01-25,sex,not recorded,unknown,2018-01-25,,,,,,accepted place of collection
85,2017.14.2732,Herbert C. Brun-1542 (b),collector number,self,[CHAS:Mamm]2017.14,Cercopidae,legacy,unknown,,True Bug.,8/13/1928,1928-08-13,1928-08-13,"North America, United States, Illinois, Cook County",Wolf Lake,[transcribed directly into formatted locality fields],Erica Krimmel,2018-01-25,unverified,Herbert C. Brun,collector,CHAS:Ento,INTERNAL NOTES: Originally found in cigar box. DATA HISTORY: Transcribed from Brun catalog books A and B but unable to match up with specimens physically in CHAS collections. Inventory catalogued/verified by Julia Colby (2010-09-17).,whole organism (pinned),Poor.,1,discarded,"Assumed to have been discarded, as many Brun specimens were found in extremely poor condition during 2009-2010 inventory.",verbatim collector,Herbert C. Brun,Erica Krimmel,2018-01-25,sex,not recorded,unknown,2018-01-25,,,,,,accepted place of collection
86,2017.14.2752,Herbert C. Brun-1573 (b),collector number,self,[CHAS:Mamm]2017.14,Cicadellidae,legacy,unknown,,True Bug.,8/13/1928,1928-08-13,1928-08-13,"North America, United States, Illinois, Cook County",Wolf Lake,[transcribed directly into formatted locality fields],Erica Krimmel,2018-01-25,unverified,Herbert C. Brun,collector,CHAS:Ento,INTERNAL NOTES: Originally found in cigar box. DATA HISTORY: Transcribed from Brun catalog books A and B but unable to match up with specimens physically in CHAS collections. Inventory catalogued/verified by Julia Colby (2010-09-17).,whole organism (pinned),Poor.,1,discarded,"Assumed to have been discarded, as many Brun specimens were found in extremely poor condition during 2009-2010 inventory.",verbatim collector,Herbert C. Brun,Erica Krimmel,2018-01-25,sex,not recorded,unknown,2018-01-25,,,,,,accepted place of collection
83,2017.14.2756,Herbert C. Brun-1521 (b),collector number,self,[CHAS:Mamm]2017.14,Coreidae,legacy,unknown,,True Bug.,8/13/1928,1928-08-13,1928-08-13,"North America, United States, Illinois, Cook County",Wolf Lake,[transcribed directly into formatted locality fields],Erica Krimmel,2018-01-25,unverified,Herbert C. Brun,collector,CHAS:Ento,INTERNAL NOTES: Originally found in cigar box. DATA HISTORY: Transcribed from Brun catalog books A and B but unable to match up with specimens physically in CHAS collections. Inventory catalogued/verified by Julia Colby (2010-09-17).,whole organism (pinned),Poor.,1,discarded,"Assumed to have been discarded, as many Brun specimens were found in extremely poor condition during 2009-2010 inventory.",verbatim collector,Herbert C. Brun,Erica Krimmel,2018-01-25,sex,not recorded,unknown,2018-01-25,,,,,,accepted place of collection
84,2017.14.2757,Herbert C. Brun-1522 (b),collector number,self,[CHAS:Mamm]2017.14,Coreidae,legacy,unknown,,True Bug.,8/13/1928,1928-08-13,1928-08-13,"North America, United States, Illinois, Cook County",Wolf Lake,[transcribed directly into formatted locality fields],Erica Krimmel,2018-01-25,unverified,Herbert C. Brun,collector,CHAS:Ento,INTERNAL NOTES: Originally found in cigar box. DATA HISTORY: Transcribed from Brun catalog books A and B but unable to match up with specimens physically in CHAS collections. Inventory catalogued/verified by Julia Colby (2010-09-17).,whole organism (pinned),Poor.,1,discarded,"Assumed to have been discarded, as many Brun specimens were found in extremely poor condition during 2009-2010 inventory.",verbatim collector,Herbert C. Brun,Erica Krimmel,2018-01-25,sex,not recorded,unknown,2018-01-25,,,,,,accepted place of collection
87,2017.14.2763,Herbert C. Brun-1588 (b),collector number,self,[CHAS:Mamm]2017.14,Fulgoridae,legacy,unknown,,True Bug.,8/13/1928,1928-08-13,1928-08-13,"North America, United States, Illinois, Cook County",Wolf Lake,[transcribed directly into formatted locality fields],Erica Krimmel,2018-01-25,unverified,Herbert C. Brun,collector,CHAS:Ento,INTERNAL NOTES: Originally found in cigar box. DATA HISTORY: Transcribed from Brun catalog books A and B but unable to match up with specimens physically in CHAS collections. Inventory catalogued/verified by Julia Colby (2010-09-17).,whole organism (pinned),Poor.,1,discarded,"Assumed to have been discarded, as many Brun specimens were found in extremely poor condition during 2009-2010 inventory.",verbatim collector,Herbert C. Brun,Erica Krimmel,2018-01-25,sex,not recorded,unknown,2018-01-25,,,,,,accepted place of collection
6,2017.14.2788,Herbert C. Brun-1553 (b),collector number,self,[CHAS:Mamm]2017.14,Ceresa sp.,legacy,unknown,,True Bug.,8/13/1928,1928-08-13,1928-08-13,"North America, United States, Illinois, Cook County",Wolf Lake,[transcribed directly into formatted locality fields],Erica Krimmel,2018-01-25,unverified,Herbert C. Brun,collector,CHAS:Ento,INTERNAL NOTES: Originally found in cigar box. DATA HISTORY: Transcribed from Brun catalog books A and B but unable to match up with specimens physically in CHAS collections. Inventory catalogued/verified by Julia Colby (2010-09-17).,whole organism (pinned),Poor.,1,discarded,"Assumed to have been discarded, as many Brun specimens were found in extremely poor condition during 2009-2010 inventory.",verbatim collector,Herbert C. Brun,Erica Krimmel,2018-01-25,sex,not recorded,unknown,2018-01-25,,,,,,accepted place of collection
82,2017.14.2793,Herbert C. Brun-1519 (b),collector number,self,[CHAS:Mamm]2017.14,Phymatidae,legacy,unknown,,True Bug.,8/13/1928,1928-08-13,1928-08-13,"North America, United States, Illinois, Cook County",Wolf Lake,[transcribed directly into formatted locality fields],Erica Krimmel,2018-01-25,unverified,Herbert C. Brun,collector,CHAS:Ento,INTERNAL NOTES: Originally found in cigar box. DATA HISTORY: Transcribed from Brun catalog books A and B but unable to match up with specimens physically in CHAS collections. Inventory catalogued/verified by Julia Colby (2010-09-17).,whole organism (pinned),Poor.,1,discarded,"Assumed to have been discarded, as many Brun specimens were found in extremely poor condition during 2009-2010 inventory.",verbatim collector,Herbert C. Brun,Erica Krimmel,2018-01-25,sex,not recorded,unknown,2018-01-25,,,,,,accepted place of collection
354,2017.14.2861,Herbert C. Brun-1045 (b),collector number,self,[CHAS:Mamm]2017.14,Basilarchia archippus,legacy,unknown,,Lepidopteran.,1928-08-13,1928-08-13,1928-08-13,"North America, United States, Illinois, Cook County",Wolf Lake,[transcribed directly into formatted locality fields],Erica Krimmel,2018-01-25,unverified,Herbert C. Brun,collector,CHAS:Ento,DATA HISTORY: Transcribed from Brun catalog books A and B but unable to match up with specimens physically in CHAS collections.,whole organism (pinned),Poor.,1,discarded,"Assumed to have been discarded, as many Brun specimens were found in extremely poor condition during 2009-2010 inventory.",verbatim collector,Herbert C. Brun,Erica Krimmel,2018-01-25,sex,not recorded,unknown,2018-01-25,,,,,,accepted place of collection
357,2017.14.2864,Herbert C. Brun-1053 (b),collector number,self,[CHAS:Mamm]2017.14,Cercyonis alope,legacy,unknown,,Lepidopteran.,1928-08-13,1928-08-13,1928-08-13,"North America, United States, Illinois, Cook County",Wolf Lake,[transcribed directly into formatted locality fields],Erica Krimmel,2018-01-25,unverified,unknown,collector,CHAS:Ento,DATA HISTORY: Transcribed from Brun catalog books A and B but unable to match up with specimens physically in CHAS collections.,whole organism (pinned),Poor.,1,discarded,"Assumed to have been discarded, as many Brun specimens were found in extremely poor condition during 2009-2010 inventory.",,,,,sex,not recorded,unknown,2018-01-25,,,,,,accepted place of collection
2,2017.14.2789,Herbert C. Brun-1551 (b),collector number,self,[CHAS:Mamm]2017.14,Ceresa sp.,legacy,unknown,,True Bug.,8/16/1928,1928-08-16,1928-08-16,"North America, United States, Illinois, Cook County",Chicago,[transcribed directly into formatted locality fields],Erica Krimmel,2018-01-25,unverified,Herbert C. Brun,collector,CHAS:Ento,INTERNAL NOTES: Originally found in cigar box. DATA HISTORY: Transcribed from Brun catalog books A and B but unable to match up with specimens physically in CHAS collections. Inventory catalogued/verified by Julia Colby (2010-09-17).,whole organism (pinned),Poor.,1,discarded,"Assumed to have been discarded, as many Brun specimens were found in extremely poor condition during 2009-2010 inventory.",verbatim collector,Herbert C. Brun,Erica Krimmel,2018-01-25,sex,not recorded,unknown,2018-01-25,,,,,,accepted place of collection
371,2017.14.2885,Herbert C. Brun-1034 (b),collector number,self,[CHAS:Mamm]2017.14,Papilio glaucus,legacy,unknown,,Lepidopteran.,1928-08-18,1928-08-18,1928-08-18,"North America, United States, Illinois, Cook County",Chicago,[transcribed directly into formatted locality fields],Erica Krimmel,2018-01-25,unverified,Herbert C. Brun,collector,CHAS:Ento,DATA HISTORY: Transcribed from Brun catalog books A and B but unable to match up with specimens physically in CHAS collections.,whole organism (pinned),Poor.,1,discarded,"Assumed to have been discarded, as many Brun specimens were found in extremely poor condition during 2009-2010 inventory.",verbatim collector,Herbert C. Brun,Erica Krimmel,2018-01-25,sex,not recorded,unknown,2018-01-25,,,,,,accepted place of collection
356,2017.14.2863,Herbert C. Brun-1021 (b),collector number,self,[CHAS:Mamm]2017.14,Catocala sp.,legacy,unknown,,Lepidopteran.,1928-08-20,1928-08-20,1928-08-20,"North America, United States, Illinois, Cook County",Chicago,[transcribed directly into formatted locality fields],Erica Krimmel,2018-01-25,unverified,Herbert C. Brun,collector,CHAS:Ento,DATA HISTORY: Transcribed from Brun catalog books A and B but unable to match up with specimens physically in CHAS collections.,whole organism (pinned),Poor.,1,discarded,"Assumed to have been discarded, as many Brun specimens were found in extremely poor condition during 2009-2010 inventory.",verbatim collector,Herbert C. Brun,Erica Krimmel,2018-01-25,sex,not recorded,unknown,2018-01-25,,,,,"On front closed-in porch; resting at upper part, inside above windows.",accepted place of collection
