COLLECTION_OBJECT_ID,ENTEREDBY,CAT_NUM,ACCN,TAXON_NAME,NATURE_OF_ID,ID_MADE_BY_AGENT,MADE_DATE,IDENTIFICATION_REMARKS,VERBATIM_DATE,BEGAN_DATE,ENDED_DATE,HIGHER_GEOG,SPEC_LOCALITY,VERBATIM_LOCALITY,EVENT_ASSIGNED_BY_AGENT,EVENT_ASSIGNED_DATE,VERIFICATIONSTATUS,COLLECTOR_AGENT_1,COLLECTOR_ROLE_1,COLLECTOR_AGENT_2,COLLECTOR_ROLE_2,GUID_PREFIX,COLL_OBJECT_REMARKS,OTHER_ID_NUM_1,OTHER_ID_NUM_TYPE_1,OTHER_ID_REFERENCES_1,OTHER_ID_NUM_2,OTHER_ID_NUM_TYPE_2,OTHER_ID_REFERENCES_2,OTHER_ID_NUM_3,OTHER_ID_NUM_TYPE_3,OTHER_ID_REFERENCES_3,PART_NAME_1,PART_CONDITION_1,PART_LOT_COUNT_1,PART_DISPOSITION_1,PART_REMARK_1,PART_NAME_2,PART_CONDITION_2,PART_LOT_COUNT_2,PART_DISPOSITION_2,PART_REMARK_2,ATTRIBUTE_1,ATTRIBUTE_VALUE_1,ATTRIBUTE_DATE_1,ATTRIBUTE_DETERMINER_1,ATTRIBUTE_2,ATTRIBUTE_VALUE_2,ATTRIBUTE_DATE_2,ATTRIBUTE_DETERMINER_2,ATTRIBUTE_3,ATTRIBUTE_VALUE_3,ATTRIBUTE_DATE_3,ATTRIBUTE_DETERMINER_3,ATTRIBUTE_4,ATTRIBUTE_VALUE_4,ATTRIBUTE_DATE_4,ATTRIBUTE_DETERMINER_4,SPECIMEN_EVENT_TYPE
365,ekrimmel,E2017C.1220,[CHAS:Mamm]E2017C,Saimiri sciureus,legacy,unknown,,Squirrel Monkey.,[no date recorded],1800,2017-12-06,no higher geography recorded,no specific locality recorded,[no locality recorded],Dawn R. Roberts,2015-06-18,unverified,unknown,collector,,,CHAS:Teach,"INTERNAL NOTES: Deaccessioned (Board approved) and transferred internally to Teaching Collection on October 26, 2010. DATA HISTORY: Inventoried by Katie McComas (2010-08-27). Record last updated in Excel by Dawn R. Roberts on 2015-06-18.",1,original identifier,self,,,,,,,skull,Fair. 2017: requires further preparation. Number of pieces: 194.,1,in collection,Nearly complete skeleton.,skeleton,unchecked,1,in collection,,,,,,,,,,,,,,,,,,accepted place of collection
366,ekrimmel,E2017C.1221,[CHAS:Mamm]E2017C,Saimiri sciureus,legacy,unknown,,Squirrel Monkey.,[no date recorded],1800,2017-12-06,no higher geography recorded,no specific locality recorded,[no locality recorded],Dawn R. Roberts,2015-06-18,unverified,unknown,collector,,,CHAS:Teach,"INTERNAL NOTES: Specimen purchased from Carolina Biological Supply Company. Deaccessioned (Board approved) and transferred internally to Teaching Collection on October 26, 2010. DATA HISTORY: Inventoried by Katie McComas (2010-08-27). Record last updated in Excel by Dawn R. Roberts on 2015-06-18.",,,,,,,,,,skull,Excellent.,1,in collection,,skeleton,unchecked,1,in collection,,,,,,,,,,,,,,,,,,accepted place of collection
367,ekrimmel,E2017C.1222,[CHAS:Mamm]E2017C,Saimiri sciureus,legacy,unknown,,Squirrel Monkey.,[no date recorded],1800,2017-12-06,no higher geography recorded,no specific locality recorded,[no locality recorded],Dawn R. Roberts,2015-06-18,unverified,unknown,collector,,,CHAS:Teach,"INTERNAL NOTES: Specimen purchased from Carolina Biological Supply Company. Deaccessioned (Board approved) and transferred internally to Teaching Collection on October 26, 2010. DATA HISTORY: Inventoried by Katie McComas (2010-08-27). Record last updated in Excel by Dawn R. Roberts on 2015-06-18.",,,,,,,,,,skull,Excellent.,1,in collection,,skeleton,unchecked,1,in collection,,,,,,,,,,,,,,,,,,accepted place of collection
374,ekrimmel,E2017C.1223,[CHAS:Mamm]E2017C,Macaca mulatta,legacy,unknown,,Rhesus Monkey.,[no date recorded],1800,2017-12-06,no higher geography recorded,no specific locality recorded,[no locality recorded],Dawn R. Roberts,2015-06-18,unverified,unknown,collector,,,CHAS:Teach,"INTERNAL NOTES: Specimen purchased from Carolina Biological Supply Company. Deaccessioned (Board approved) and transferred internally to Teaching Collection on October 26, 2010. DATA HISTORY: Inventoried by Katie McComas (2010-08-27). Record last updated in Excel by Dawn R. Roberts on 2015-06-18.",Carolina 24-6483,original identifier,self,,,,MI-2,original identifier,self,skull,Excellent. Number of pieces: 1.,1,in collection,,,,,,,,,,,,,,,age class,juvenile,2017-12-06,unknown,,,,,accepted place of collection
369,ekrimmel,E2017C.1224,[CHAS:Mamm]E2017C,Macaca mulatta,legacy,unknown,,Rhesus Monkey.,[no date recorded],1800,2017-12-06,no higher geography recorded,no specific locality recorded,[no locality recorded],Erica Krimmel,2015-12-01,unverified,unknown,collector,,,CHAS:Teach,"INTERNAL NOTES: Specimen purchased from Carolina Biological Supply Company. Deaccessioned (Board approved) and transferred internally to Teaching Collection on October 26, 2010. EXHIBIT AND LOAN HISTORY: Loan, Windfall Films for documentary shoot, Steve Sullivan courier, 1/25/2013. DATA HISTORY: Inventoried by Dawn R. Roberts (2010-08-30). Record last updated in Excel by Erica Krimmel on 2015-12-01.",MAS-24,original identifier,self,,,,,,,skull,Excellent.,1,in collection,"One full skeleton, holes in bones for articulation, plus one partial skeleton [1 extra mandible, set of scapulas, and long bones]. Most likely purchased as an educational specimen from the Carolina Biological Supply Company. Specimen in CBSC box, with label ""24-6475, Rhesus Monkey, unmounted, M"". Has ""MAS 24"" handwritten on the box.",skeleton,unchecked,1,in collection,,,,,,sex,male,2017-12-06,unknown,,,,,,,,,accepted place of collection
375,ekrimmel,E2017C.1225,[CHAS:Mamm]E2017C,Macaca mulatta,legacy,unknown,,Rhesus Monkey.,[no date recorded],1800,2017-12-06,no higher geography recorded,no specific locality recorded,[no locality recorded],Erica Krimmel,2015-12-01,unverified,unknown,collector,,,CHAS:Teach,"INTERNAL NOTES: Specimen purchased from Carolina Biological Supply Company. Deaccessioned (Board approved) and transferred internally to Teaching Collection on October 26, 2010. DATA HISTORY: Inventoried by Katie McComas (2010-08-27). Record last updated in Excel by Erica Krimmel on 2015-12-01.",MAS-27,original identifier,self,,,,,,,skull,Excellent. Number of pieces: 23 + ribs.,1,in collection,,skeleton,unchecked,1,in collection,,,,,,sex,male,2017-12-06,unknown,,,,,,,,,accepted place of collection
372,ekrimmel,E2017C.1226,[CHAS:Mamm]E2017C,Macaca mulatta,legacy,unknown,,Rhesus Monkey.,[no date recorded],1800,2017-12-06,no higher geography recorded,no specific locality recorded,[no locality recorded],Erica Krimmel,2015-12-01,unverified,unknown,collector,,,CHAS:Teach,"INTERNAL NOTES: Specimen purchased from Carolina Biological Supply Company. Deaccessioned (Board approved) and transferred internally to Teaching Collection on October 26, 2010. DATA HISTORY: Inventoried by Dawn R. Roberts (2010-08-30). Record last updated in Excel by Erica Krimmel on 2015-12-01.",MAS-28,original identifier,self,,,,,,,skull,Excellent.,1,in collection,"One full skeleton, holes in bones for articulation. Most likely purchased as an educational specimen from the Carolina Biological Supply Company. Specimen in CBSC box, with label ""24-6475, Rhesus Monkey, unmounted, M"". Has instruction booklet. Has ""MAS 28"" handwritten on the box.",skeleton,unchecked,1,in collection,,,,,,sex,male,2017-12-06,unknown,,,,,,,,,accepted place of collection
373,ekrimmel,E2017C.1227,[CHAS:Mamm]E2017C,Macaca mulatta,legacy,unknown,,Rhesus Monkey.,[no date recorded],1800,2017-12-06,no higher geography recorded,no specific locality recorded,[no locality recorded],Dawn R. Roberts,2015-06-18,unverified,unknown,collector,,,CHAS:Teach,"INTERNAL NOTES: Deaccessioned (Board approved) and transferred internally to Teaching Collection on October 26, 2010. DATA HISTORY: Inventoried by Katie McComas (2010-08-27). Record last updated in Excel by Dawn R. Roberts on 2015-06-18.",,,,,,,,,,skull,Excellent. Number of pieces: 2.,1,in collection,"Cast. Original box labelled ""PGH Skulls.""",,,,,,,,,,,,,,,,,,,,,,accepted place of collection
376,ekrimmel,E2017C.1228,[CHAS:Mamm]E2017C,Macaca mulatta,legacy,unknown,,Rhesus Monkey.,[no date recorded],1800,2017-12-06,no higher geography recorded,no specific locality recorded,[no locality recorded],Erica Krimmel,2015-12-01,unverified,unknown,collector,,,CHAS:Teach,"INTERNAL NOTES: Specimen purchased from Carolina Biological Supply Company. Deaccessioned (Board approved) and transferred internally to Teaching Collection on October 26, 2010. DATA HISTORY: Inventoried by Katie McComas (2010-08-27). Record last updated in Excel by Erica Krimmel on 2015-12-01.",,,,,,,,,,skull,Good. 2017: incomplete. Number of pieces: 24 + ribs.,1,in collection,,skeleton,unchecked,1,in collection,,,,,,,,,,,,,,,,,,accepted place of collection
377,ekrimmel,E2017C.1229,[CHAS:Mamm]E2017C,Macaca sp.,legacy,John Keating,2015-04-21,Macaque.,[no date recorded],1800,2017-12-06,no higher geography recorded,no specific locality recorded,[no locality recorded],Dawn R. Roberts,2015-06-18,unverified,unknown,collector,,,CHAS:Teach,"INTERNAL NOTES: Deaccessioned (Board approved) and transferred internally to Teaching Collection on October 26, 2010. DATA HISTORY: Inventoried by Katie McComas (2010-08-27). Record last updated in Excel by Dawn R. Roberts on 2015-06-18.",,,,,,,,,,skull,Good. 2017: cranium detached. Number of pieces: 3.,1,in collection,"Cranium sawed off, came from box with baboon skulls parts. Palate is missing one tooth (never grew in) and is misshapen.",,,,,,,,,,,,,,,,,,,,,,accepted place of collection
380,ekrimmel,E2017C.1230,[CHAS:Mamm]E2017C,Papio sp.,legacy,unknown,,Baboon.,[no date recorded],1800,2017-12-06,"Africa, South Africa",no specific locality recorded,South Africa,Dawn R. Roberts,2015-06-18,unverified,unknown,collector,,,CHAS:Teach,"INTERNAL NOTES: Donated in memory of Thomas E. Jeffrey. Deaccessioned (Board approved) and transferred internally to Teaching Collection on October 26, 2010. DATA HISTORY: Inventoried by Amber King (2010-02-18). Record last updated in Excel by Dawn R. Roberts on 2015-06-18.",1031,original identifier,self,,,,,,,skull,"Fair. 2010-01: freeze treated. 2010: needs to be cleaned, dermestid casings found on specimen. upper incisors on cranium are flaking or loose, previously held in place by masking tape, pieces of teeth or loose teeth in container with skull.",1,in collection,"Cranium and mandible. ""Baboon Skull, South Africa, Donated in memory of Thomas E. Jeffrey.""",,,,,,,,,,,,,,,,,,,,,,accepted place of collection
385,ekrimmel,E2017C.1231,[CHAS:Mamm]E2017C,Papio sp.,legacy,unknown,,Baboon.,[no date recorded],1800,2017-12-06,no higher geography recorded,no specific locality recorded,[no locality recorded],Dawn R. Roberts,2015-06-18,unverified,unknown,collector,,,CHAS:Teach,"INTERNAL NOTES: Specimen purchased from Carolina Biological Supply Company. Deaccessioned (Board approved) and transferred internally to Teaching Collection on October 26, 2010. DATA HISTORY: Inventoried by Katie McComas (2010-08-27). Record last updated in Excel by Dawn R. Roberts on 2015-06-18.",Carolina 24-6497,original identifier,self,,,,,,,skull,Good. Number of pieces: 1.,1,in collection,,,,,,,,,,,sex,female,2017-12-06,unknown,,,,,,,,,accepted place of collection
379,ekrimmel,E2017C.1232,[CHAS:Mamm]E2017C,Papio sp.,legacy,unknown,,Baboon.,[no date recorded],1800,2017-12-06,no higher geography recorded,no specific locality recorded,[no locality recorded],Dawn R. Roberts,2015-06-18,unverified,unknown,collector,,,CHAS:Teach,"INTERNAL NOTES: Deaccessioned (Board approved) and transferred internally to Teaching Collection on October 26, 2010. DATA HISTORY: Inventoried by Katie McComas (2010-08-27). Record last updated in Excel by Dawn R. Roberts on 2015-06-18.",,,,,,,,,,skull,Good. 2017: incomplete pieces. Number of pieces: 7.,7,in collection,"A number of skull parts, came from box with baboon skull parts",,,,,,,,,,,,,,,,,,,,,,accepted place of collection
381,ekrimmel,E2017C.1233,[CHAS:Mamm]E2017C,Papio sp.,legacy,unknown,,Baboon. Genus in question.,[no date recorded],1800,2017-12-06,no higher geography recorded,no specific locality recorded,[no locality recorded],Dawn R. Roberts,2015-06-18,unverified,unknown,collector,,,CHAS:Teach,"INTERNAL NOTES: Deaccessioned (Board approved) and transferred internally to Teaching Collection on October 26, 2010. DATA HISTORY: Inventoried by Katie McComas (2010-08-27). Record last updated in Excel by Dawn R. Roberts on 2015-06-18.",,,,,,,,,,skull,Good. 2017: cranium removed. Number of pieces: 2.,1,in collection,"Cranium sawed off and absent, came from box with baboon skulls parts.",,,,,,,,,,,,,,,,,,,,,,accepted place of collection
382,ekrimmel,E2017C.1234,[CHAS:Mamm]E2017C,Papio sp.,legacy,unknown,,Baboon.,[no date recorded],1800,2017-12-06,no higher geography recorded,no specific locality recorded,[no locality recorded],Dawn R. Roberts,2015-06-18,unverified,unknown,collector,,,CHAS:Teach,"INTERNAL NOTES: Deaccessioned (Board approved) and transferred internally to Teaching Collection on October 26, 2010. DATA HISTORY: Inventoried by Katie McComas (2010-08-27). Record last updated in Excel by Dawn R. Roberts on 2015-06-18.",,,,,,,,,,skull,Good. 2017: cranium removed. Number of pieces: 2.,1,in collection,"Cranium sawed off and absent, came from box with baboon skulls parts.",,,,,,,,,,,,,,,,,,,,,,accepted place of collection
383,ekrimmel,E2017C.1235,[CHAS:Mamm]E2017C,Papio sp.,legacy,unknown,,Baboon.,[no date recorded],1800,2017-12-06,no higher geography recorded,no specific locality recorded,[no locality recorded],Dawn R. Roberts,2015-06-18,unverified,unknown,collector,,,CHAS:Teach,"INTERNAL NOTES: Deaccessioned (Board approved) and transferred internally to Teaching Collection on October 26, 2010. DATA HISTORY: Inventoried by Katie McComas (2010-08-27). Record last updated in Excel by Dawn R. Roberts on 2015-06-18.",,,,,,,,,,skull,Good. 2017: cranium detached. Number of pieces: 3.,1,in collection,"Cranium sawed off, came from box with baboon skulls parts.",,,,,,,,,,,,,,,,,,,,,,accepted place of collection
384,ekrimmel,E2017C.1236,[CHAS:Mamm]E2017C,Papio sp.,legacy,unknown,,Baboon.,[no date recorded],1800,2017-12-06,no higher geography recorded,no specific locality recorded,[no locality recorded],Dawn R. Roberts,2015-06-18,unverified,unknown,collector,,,CHAS:Teach,"INTERNAL NOTES: Deaccessioned (Board approved) and transferred internally to Teaching Collection on October 26, 2010. DATA HISTORY: Inventoried by Katie McComas (2010-08-27). Record last updated in Excel by Dawn R. Roberts on 2015-06-18.",,,,,,,,,,skull,Good. 2017: cranium detached. Number of pieces: 3.,1,in collection,"Cranium sawed off, came from box with baboon skulls parts.",,,,,,,,,,,,,,,,,,,,,,accepted place of collection
394,ekrimmel,E2017C.1237,[CHAS:Mamm]E2017C,Odocoileus virginianus,legacy,Katie McComas,2010-04-16,White-tailed Deer.,[no date recorded],1800,2017-12-06,no higher geography recorded,no specific locality recorded,[no locality recorded],Dawn R. Roberts,2017-10-07,unverified,unknown,collector,,,CHAS:Teach,"INTERNAL NOTES: Found in collection (FIC). Incorporated into Teaching Collection, 2017. EXHIBIT AND LOAN HISTORY: L2017.14, Public Engagement program, 2017-09-07 to 2017-09-30. DATA HISTORY: Inventoried by Katie McComas (2010-04-16). Record last updated in Excel by Dawn R. Roberts on 2017-10-07.",,,,,,,,,,skull,"Good. 2017: rostrum is broken off, saw mark anterior to antler plate. Number of pieces: 3.",1,in collection,"Skin still attached between antlers, some connective tissue evident on skull surface. Should be accompanied by study skin, according to records. No study skin found, 2016-01-23.",,,,,,,,,,sex,male,2017-12-06,unknown,age class,juvenile,2017-12-06,unknown,,,,,accepted place of collection
402,ekrimmel,E2017C.1238,[CHAS:Mamm]E2017C,Microtus pennsylvanicus,legacy,unknown,,Meadow Vole. Species in question.,[no date recorded],1800,2017-12-06,no higher geography recorded,no specific locality recorded,[no locality recorded],Erica Krimmel,2015-12-01,unverified,unknown,collector,,,CHAS:Teach,"INTERNAL NOTES: Found in collection (FIC). Incorporated into Teaching Collection, 2015. DATA HISTORY: Inventoried by Amber King (2009-03-10). Record last updated in Excel by Erica Krimmel on 2015-12-01.",,,,,,,,,,skull,Good. 2009: mandibles missing from skull.,1,in collection,,,,,,,,,,,,,,,,,,,,,,,accepted place of collection
404,ekrimmel,E2017C.1239,[CHAS:Mamm]E2017C,Microtus sp.,legacy,unknown,,Vole. Genus in question.,[no date recorded],1800,2017-12-06,no higher geography recorded,no specific locality recorded,[no locality recorded],Erica Krimmel,2015-12-01,unverified,unknown,collector,,,CHAS:Teach,"INTERNAL NOTES: Found in collection (FIC). Incorporated into Teaching Collection, 2015. DATA HISTORY: Inventoried by Amber King (2009-03-19). Record last updated in Excel by Erica Krimmel on 2015-12-01.",31,original identifier,self,,,,,,,skull,unchecked,1,in collection,,,,,,,,,,,,,,,,,,,,,,,accepted place of collection
405,ekrimmel,E2017C.1240,[CHAS:Mamm]E2017C,Microtus sp.,legacy,unknown,,Vole. Genus in question.,[no date recorded],1800,2017-12-06,no higher geography recorded,no specific locality recorded,[no locality recorded],Erica Krimmel,2015-12-01,unverified,unknown,collector,,,CHAS:Teach,"INTERNAL NOTES: Found in collection (FIC). Incorporated into Teaching Collection, 2015. DATA HISTORY: Inventoried by Amber King (2009-03-19). Record last updated in Excel by Erica Krimmel on 2015-12-01.",41,original identifier,self,,,,,,,skull,unchecked,1,in collection,,,,,,,,,,,,,,,,,,,,,,,accepted place of collection
406,ekrimmel,E2017C.1241,[CHAS:Mamm]E2017C,Myodes gapperi,legacy,unknown,,Southern Red-backed Vole.,[no date recorded],1800,2017-12-06,no higher geography recorded,no specific locality recorded,[no locality recorded],Erica Krimmel,2015-12-01,unverified,unknown,collector,,,CHAS:Teach,"INTERNAL NOTES: Found in collection (FIC). Incorporated into Teaching Collection, 2015. EXHIBIT AND LOAN HISTORY: L2013.3, PNNM, exhibit, Food: The Nature of Eating. 2/13/2013 to 2/27/2013 Education Program, David Bild at museum on owl pellets DATA HISTORY: Inventoried during 2008-2010. Record last updated in Excel by Erica Krimmel on 2015-12-01.",,,,,,,,,,skull,unchecked,1,in collection,,,,,,,,,,,,,,,,,,,,,,,accepted place of collection
409,ekrimmel,E2000A.12,[CHAS:Mamm]E2000A,Ondatra zibethicus,legacy,Katie McComas,2010-04-30,Common Muskrat.,[no date recorded],1800,2017-12-06,"North America, United States",no specific locality recorded,[no locality recorded],Erica Krimmel,2015-12-01,unverified,unknown,collector,,,CHAS:Teach,"INTERNAL NOTES: Found in collection (FIC). Incorporated into Teaching Collection, 2015. DATA HISTORY: Inventoried by Katie McComas (2010-04-30). Record last updated in Excel by Erica Krimmel on 2015-12-01.",,,,,,,,,,skull,Good. 2017: hair and debris remain on skull. requires further preparation. Number of pieces: 1.,1,in collection,,,,,,,,,,,,,,,,,,,,,,,accepted place of collection
410,ekrimmel,E2000A.13,[CHAS:Mamm]E2000A,Ondatra zibethicus,legacy,unknown,,Common Muskrat.,[no date recorded],1800,2017-12-06,no higher geography recorded,no specific locality recorded,[no locality recorded],Erica Krimmel,2015-12-01,unverified,unknown,collector,,,CHAS:Teach,"INTERNAL NOTES: Found in collection (FIC). Incorporated into Teaching Collection, 2015. DATA HISTORY: Inventoried by Amber King (2009-03-18). Record last updated in Excel by Erica Krimmel on 2015-12-01.",,,,,,,,,,skull,unchecked,1,in collection,,,,,,,,,,,,,,,,,,,,,,,accepted place of collection
411,ekrimmel,E2017C.1242,[CHAS:Mamm]E2017C,Onychomys leucogaster,legacy,unknown,,Northern Grasshopper Mouse.,[no date recorded],1800,2017-12-06,no higher geography recorded,no specific locality recorded,[no locality recorded],Erica Krimmel,2015-12-01,unverified,unknown,collector,,,CHAS:Teach,"INTERNAL NOTES: Found in collection (FIC). Incorporated into Teaching Collection, 2015. DATA HISTORY: Inventoried by Amber King (2009-03-19). Record last updated in Excel by Erica Krimmel on 2015-12-01.",,,,,,,,,,skull,unchecked,1,in collection,,,,,,,,,,,,,,,,,,,,,,,accepted place of collection
413,ekrimmel,E2017C.1243,[CHAS:Mamm]E2017C,Peromyscus leucopus,legacy,Katie McComas,2010-04-30,White-footed Mouse.,[no date recorded],1800,2017-12-06,no higher geography recorded,no specific locality recorded,[no locality recorded],Erica Krimmel,2015-07-18,unverified,unknown,collector,,,CHAS:Teach,"INTERNAL NOTES: Found in collection (FIC). Incorporated into Teaching Collection, 2015. DATA HISTORY: Inventoried by Katie McComas (2010-04-30). Record last updated in Excel by Erica Krimmel on 2015-07-18.",,,,,,,,,,skull,Good. Number of pieces: 3.,1,in collection,,,,,,,,,,,,,,,,,,,,,,,accepted place of collection
414,ekrimmel,E2017C.1244,[CHAS:Mamm]E2017C,Peromyscus leucopus,legacy,Katie McComas,2010-04-30,White-footed Mouse.,[no date recorded],1800,2017-12-06,no higher geography recorded,no specific locality recorded,[no locality recorded],Erica Krimmel,2015-12-01,unverified,unknown,collector,,,CHAS:Teach,"INTERNAL NOTES: Found in collection (FIC). Incorporated into Teaching Collection, 2015. DATA HISTORY: Inventoried by Katie McComas (2010-04-30). Record last updated in Excel by Erica Krimmel on 2015-12-01.",,,,,,,,,,skull,Excellent. Number of pieces: 1.,1,in collection,,,,,,,,,,,,,,,,,,,,,,,accepted place of collection
415,ekrimmel,E2017C.1245,[CHAS:Mamm]E2017C,Peromyscus leucopus,legacy,unknown,,White-footed Mouse. Species in question.,[no date recorded],1800,2017-12-06,no higher geography recorded,no specific locality recorded,[no locality recorded],Erica Krimmel,2015-12-01,unverified,unknown,collector,,,CHAS:Teach,"INTERNAL NOTES: Found in collection (FIC). Incorporated into Teaching Collection, 2015. DATA HISTORY: Inventoried by Amber King (2009-03-10). Record last updated in Excel by Erica Krimmel on 2015-12-01.",,,,,,,,,,skull,Good. 2009: mandible missing from skull.,1,in collection,,,,,,,,,,,,,,,,,,,,,,,accepted place of collection
416,ekrimmel,E2017C.1246,[CHAS:Mamm]E2017C,Peromyscus leucopus,legacy,unknown,,White-footed Mouse.,[no date recorded],1800,2017-12-06,no higher geography recorded,no specific locality recorded,[no locality recorded],Erica Krimmel,2015-12-01,unverified,unknown,collector,,,CHAS:Teach,"INTERNAL NOTES: Found in collection (FIC). Incorporated into Teaching Collection, 2015. DATA HISTORY: Inventoried by Amber King (2009-03-19). Record last updated in Excel by Erica Krimmel on 2015-12-01.",,,,,,,,,,skull,Good. 2009: mandible missing from skull.,1,in collection,,,,,,,,,,,,,,,,,,,,,,,accepted place of collection
417,ekrimmel,E2017C.1247,[CHAS:Mamm]E2017C,Peromyscus maniculatus,legacy,unknown,,Deer Mouse.,[no date recorded],1800,2017-12-06,no higher geography recorded,no specific locality recorded,[no locality recorded],Erica Krimmel,2016-02-12,unverified,unknown,collector,,,CHAS:Teach,"INTERNAL NOTES: Found in collection (FIC). Incorporated into Teaching Collection, 2015. DATA HISTORY: Inventoried by Erica Krimmel (2016-02-12). Record last updated in Excel by Erica Krimmel on 2016-02-12.",1,original identifier,self,,,,,,,skull,Excellent. Number of pieces: 2.,1,in collection,,,,,,,,,,,,,,,,,,,,,,,accepted place of collection
418,ekrimmel,E2017C.1248,[CHAS:Mamm]E2017C,Peromyscus sp.,legacy,unknown,,Deer Mouse.,[no date recorded],1800,2017-12-06,no higher geography recorded,no specific locality recorded,[no locality recorded],Erica Krimmel,2015-12-01,unverified,unknown,collector,,,CHAS:Teach,"INTERNAL NOTES: Found in collection (FIC). Incorporated into Teaching Collection, 2015. DATA HISTORY: Inventoried by Amber King (2009-03-06). Record last updated in Excel by Erica Krimmel on 2015-12-01.",2,original identifier,self,,,,,,,skull,unchecked,1,in collection,,,,,,,,,,,,,,,,,,,,,,,accepted place of collection
419,ekrimmel,E2017C.1249,[CHAS:Mamm]E2017C,Peromyscus sp.,legacy,unknown,,Deer Mouse.,[no date recorded],1800,2017-12-06,no higher geography recorded,no specific locality recorded,[no locality recorded],Erica Krimmel,2015-12-01,unverified,unknown,collector,,,CHAS:Teach,"INTERNAL NOTES: Found in collection (FIC). Incorporated into Teaching Collection, 2015. DATA HISTORY: Inventoried by Amber King (2009-03-19). Record last updated in Excel by Erica Krimmel on 2015-12-01.",,,,,,,,,,skull,unchecked,1,in collection,,,,,,,,,,,,,,,,,,,,,,,accepted place of collection
424,ekrimmel,E2017C.1250,[CHAS:Mamm]E2017C,Sigmodon hispidus,legacy,John Keating,2015-10-31,Hispid Cotton Rat.,[no date recorded],1800,2017-12-06,no higher geography recorded,no specific locality recorded,[no locality recorded],Erica Krimmel,2015-12-01,unverified,unknown,collector,,,CHAS:Teach,"INTERNAL NOTES: Found in collection (FIC). Incorporated into Teaching Collection, 2015. DATA HISTORY: Inventoried by Amber King (2009-03-10). Record last updated in Excel by Erica Krimmel on 2015-12-01.",,,,,,,,,,skull,Good. 2009: mandibles missing from skull.,1,in collection,,,,,,,,,,,,,,,,,,,,,,,accepted place of collection
425,ekrimmel,E2017C.1251,[CHAS:Mamm]E2017C,Dasypus novemcinctus,legacy,Katie McComas,2010-04-30,Nine-banded Armadillo.,[no date recorded],1800,2017-12-06,no higher geography recorded,no specific locality recorded,[no locality recorded],Erica Krimmel,2015-12-01,unverified,unknown,collector,,,CHAS:Teach,"INTERNAL NOTES: Found in collection (FIC). Incorporated into Teaching Collection, 2015. DATA HISTORY: Inventoried by Katie McComas (2010-04-30). Record last updated in Excel by Erica Krimmel on 2015-12-01.",,,,,,,,,,skull,Poor. 2017: much of skull is missing. Number of pieces: 1.,1,in collection,,,,,,,,,,,,,,,,,,,,,,,accepted place of collection
426,ekrimmel,E2017C.1252,[CHAS:Mamm]E2017C,Didelphis marsupialis,legacy,unknown,,Common Opossum.,[no date recorded],1800,2017-12-06,"North America, Mexico",no specific locality recorded,[no locality recorded],Dawn R. Roberts,2015-06-18,unverified,unknown,collector,,,CHAS:Teach,"INTERNAL NOTES: Deaccessioned (Board approved) and transferred internally to Teaching Collection on October 26, 2010. DATA HISTORY: Inventoried by Amber King (2009-01). Record last updated in Excel by Dawn R. Roberts on 2015-06-18.",,,,,,,,,,skull,unchecked,1,in collection,,skeleton,unchecked,1,in collection,,,,,,,,,,,,,,,,,,accepted place of collection
429,ekrimmel,E2017C.1253,[CHAS:Mamm]E2017C,Didelphis virginiana,legacy,Alvin So,2016-03-26,Virginia Opossum.,[no date recorded],1800,2017-12-06,no higher geography recorded,no specific locality recorded,[no locality recorded],Dawn R. Roberts,2016-12-10,unverified,unknown,collector,,,CHAS:Teach,"INTERNAL NOTES: Found in PNNM Education Department. Incorporated into Teaching Collection, 2017. DATA HISTORY: Alvin So (2016-03-26). Record last updated in Excel by Dawn R. Roberts on 2016-12-10.",IV,original identifier,self,,,,,,,skull,Good. 2016-03-26: missing 4 teeth. Number of pieces: 1.,1,in collection,"Both sections of skull are present. Front suture on mandible is glued together. Hand written black ""IV"".",,,,,,,,,,,,,,age class,adult,2017-12-06,unknown,,,,,accepted place of collection
430,ekrimmel,E2017C.1254,[CHAS:Mamm]E2017C,Didelphis virginiana,legacy,Alvin So,2016-03-05,Virginia Opossum.,[received date: prior to January 2016],1800,2015-12-31,no higher geography recorded,no specific locality recorded,[no locality recorded],Dawn R. Roberts,2016-12-10,unverified,unknown,collector,,,CHAS:Teach,"INTERNAL NOTES: Specimen purchased from unknown biological supply company. Found in PNNM Education Department. Incorporated into Teaching Collection, 2017. DATA HISTORY: Alvin So (2016-03-05). Record last updated in Excel by Dawn R. Roberts on 2016-12-10.",MM106,original identifier,self,,,,,,,skull,Good. 2016-03-26: lower mandibles are glued together. missing left incisor. Number of pieces: 2.,1,in collection,"Skull is lacquered over. Yellow glue present on underside of skull and in sutures of skull. Hand written blue ""MM106"".",,,,,,,,,,,,,,age class,adult,2017-12-06,unknown,,,,,accepted place of collection
