"ACCN_NUMBER","CRMK"
"1983.3","Specimens in excellent state of preservation. Accession number also written as 1983-3. Verbatim received from agent: Robert Heinish. Collected/created by Robert Heinish, Summer of 83. Origin of material: Cal Sag Canal South.[Southern] Cook Co. [Cook]. Associated with CHAS catalog numbers Paleo 31000, 31002, 31003."
"1983.4","Specimens in excellent condition. Accession number also written as 1983-4. Verbatim received from agent: Robert Heinish. Collected/created by Robert Heinish, Summer of 83. Origin of material: Cal Sag Canal East of Saganashkee Slough South. Cook Co. [County]. Associated with CHAS catalog numbers Paleo 31001."
"1983.6","Specimen in poor condition. Taxidermy work is coming apart at seams. Accession number also written as 1983-6. Verbatim received from agent: Mrs. Jane Fitzsimmons. Date collected: about 1950."
"1984.1","Excellent specimens. Photos included within accession file. Accession number also written as 1984-1. Verbatim received from agent: Robert Heinish. Collected/created by Robert Heinish, Summer 1983. Origin of material: Cal Sag Canal. Associated with CHAS catalog numbers Paleo 31004."
"1984.3","No data, for education. Accession number also written as 1984-3. Verbatim received from agent: Jane Kerr. Origin of material: Morris, IL [Illinois]."
"1985","Information from accession book. Verbatim received from agent: F.M. Woodruff. Collected/created by F.M. Woodruff."
"1985.2","Used in exhibit Wild Prairies. Accession number also written as 1985-2. Record last updated in Accession spreadsheet by D. Roberts on 2014-06-14. Verbatim received from agent: Jim Rowan. Collected/created by Jim Rowan, 1980's. Origin of material: Illinois."
"1986","Information from accession book. Verbatim received from agent: A.W. Slocum. Verbatim agency associated with: Field Columbian Museum. Collected/created by A.W. Slocum. Origin of material: Milwaukee, Wis. [Wisconsin]."
"1986.2","Displayed in lobby at Laflin Building 5-86. Displayed in Peggy Notebaert Nature Museum 1999 to present. Accession number also written as 1986-2. Specimen valued at $5,000 by Vanaria in 1986. Verbatim received from agent: Berry Machine and Fab - Vincent Vanaria Collected/created by Gardner Larned, Approx. 1950. Origin of material: Alaska."
"1987","Information from accession book. Verbatim received from agent: Chas. Nottingham. Origin of material: Mexico."
"1987.2","Accession number written in some documentation as ""1987-2"". This does not sort well with other data and was not consistent in documentation. Elected to use ""1987.2"". [DR]. See Gifts- 1987 and Accession file. Accessioned, no number. Accession number assigned August 2015 [D. Roberts]. Record last updated in Accession spreadsheet by D. Roberts on 2015-06-23. Verbatim received from agent: Constance Pera. Collected/created by Constance Pera, 1975-1987. Origin of material: Lemont and Mazon Creek (Morris) IL [Illinois]."
"1987.3","Donated by Mr. Jessie Smith, delivered to the museum by Constance Pera, his niece. See Gifts- 1987 and Accession file. Accessioned, no number. Accession number assigned 6/23/2015 [D. Roberts]. Record last updated in Accession spreadsheet by D. Roberts on 2015-06-23. Verbatim received from agent: Constance Pera. Collected/created by Jessie D. Smith. Origin of material: Kentucky."
"1987.5","List of specimens with collector number and collecting locality information in Gifts file. See Gifts- 1987 and Accession file. Accessioned, no number. Accession number assigned 6/23/2015 [D. Roberts]. Record last updated in Accession spreadsheet by D. Roberts on 2015-06-23. Verbatim received from agent: George Hulse. Origin of material: Illinois."
"1988","Information from accession book. Verbatim received from agent: H.W. Swarth. Collected/created by H.W. Swarth. Origin of material: Huachuaca [Huachuca] Mts. [Arizona]."
"1989","Information from accession book. Verbatim received from agent: A.B. Wolcott. Collected/created by A.B. Wolcott. Origin of material: Chicago [Illinois]."
"1989.1","For research and education collections. Accessioned, no number. Accession number assigned August 2015 [D. Roberts]. Verbatim received from agent: Thomas Hagglund. Origin of material: Illinois."
"1990","Information from accession book. Verbatim received from agent: Albert F. Scharf. Collected/created by Albert F. Scharf. Origin of material: Chicago area [Illinois]."
"1991","8 species from type lot. Information from accession book. Verbatim received from agent: A.A. Hinkley. Collected/created by A.A. Hinkley. Origin of material: Illinois and Alabama."
"1992","Information from accession book. Verbatim received from agent: M.J. Elrod. Collected/created by M.J. Elrod. Origin of material: Montana."
"1993","Introduced from Europe. Information from accession book. Correspondence in Accession File and copies in Gifts-1904 [A. King]. Verbatim received from agent: R.E.C. Stearns. Collected/created by R.E.C. Stearns. Origin of material: Los Angeles, Cal. [California]."
"1994","Information from accession book. Verbatim received from agent: Mrs. Geo. W. Reed. Origin of material: Vermilion River, Ills. [Illinois]."
"1995","Pres. By W.H.C. Elwell. Information from accession book. Field Day, July 10-20. Verbatim received from agent: Chicago Academy of Sciences. Collected/created by F.C. Baker, July/10-20/1904. Origin of material: McGregor, Iowa."
"1996","Field Day, July 10-20. Information from accession book. Verbatim agency associated with: Chicago Academy of Sciences. Collected/created by Baker and Wolcott, July/10-20/1904. Origin of material: McGregor, Iowa."
"1996.2","Deed of Gift in Gifts-1996 file in collection office. Accessioned, no number. Accession number assigned August 2015 [D. Roberts]. Verbatim received from agent: Robert Reilly. Origin of material: Jade: Alaska."
"1997","Information from accession book. Field Day, July 10-20. Verbatim received from agent: Chicago Academy of Sciences. Collected/created by Woodruff and Baker, July/10-20/1904. Origin of material: McGregor, Iowa."
"1998","Purchased $2.10. Information from accession book. Field Day, July 10-20. Verbatim received from agent: Chicago Academy of Sciences. Date collected: July/10-20/1904. Origin of material: McGregor, Iowa."
"1998.1","Academy field trip. Accessioned, no number. Accession number assigned August 2015 [D. Roberts]. Backlog; catalouged 2015 [D. Roberts]. Record last updated in Accession spreadsheet by D. Roberts on 2015-06-23. Verbatim received from agent: Chicago Academy of Sciences. Collected/created by Chicago Academy of Sciences, 1998. Origin of material: Mazon Creek area, Illinois."
"1999","Purchased $2.10. Information from accession book. Field Day, July 10-20. Verbatim received from agent: Chicago Academy of Sciences. Date collected: July/10-20/1904. Origin of material: McGregor, Iowa."
"2000","Information from accession book. Field Day, July 10-20. Verbatim received from agent: Chicago Academy of Sciences. Collected/created by F.C. Baker, July/10-20/1904. Origin of material: McGregor, Iowa."
"2000.2","Number ""818-2000"" -- determined to be date received. Donated by great-grandson of Oliver S. Westcott. Westcott donated other items to the academy around the turn-of-the-nineteenth century (see other listings in this document). See correspondence and donation paperwork in Gifts-2000 file in collections files.  Accessioned, no number. Should have field notes according to oology dataset. Accession number assigned August 2015 [D. Roberts]. Verbatim received from agent: Charles Westcott. Collected/created by Oliver S. Westcott, 1880s-1890s. Origin of material: Most in Illinois."
"2000.3","Thank you letter in Gifts-2000 files in collection files. Accessioned, no number. Accession number assigned August 2015 [D. Roberts]. Verbatim received from agent: Jack Walter. Origin of material: Michigan."
"2001","Information from accession book. Field Day, July 10-20. Verbatim received from agent: Chicago Academy of Sciences. Collected/created by F.C. Baker, July/10-20/1904. Origin of material: McGregor, Iowa."
"2001.1","Number ""319-2001"" -- determined to be date received. Offered by retired employee from Morton Arboretum who was given this collection along with the Irwin S. Rosenfels (1873-1935) glass slides who felt the items needed to be reunited with other Pepoon material. Deed-of-Gift date: April 24, 2001. Donation letter and correspondence in Gifts-2001 in collection files. Accessioned, no number. Accession number assigned August 2015 [D. Roberts]. Record last updated in Accession spreadsheet by D. Roberts on 2014-06-14. Verbatim received from agent: Carol L. Doty. Collected/created by Herman S. Pepoon, Irwin S. Rosenfels."
"2001.2","Number ""413-2001"" -- determined to be date received. William Eifrig is the grandson of C.W.G. Eifrig, an ornithologist/ collector represented in the CAS collections, both in Ornithology and Oology. Deed-of-Gift date: April 24, 2001. Donation paperwork and correspondence in Gifts-2001 file in collection files. Accessioned, no number. Accession number assigned August 2015 [D. Roberts]. Verbatim received from agent: William Eifrig. Collected/created by C.W.G. Eifrig."
"2001.3","See correspondence and donation paperwork in Gifts-2001 file in collections files.  Accessioned, no number. Accession number assigned August 2015 [D. Roberts]. Backlog. Inventoried and catalogued 2009-2015 [D. Roberts]. Record last updated in Accession spreadsheet by D. Roberts on 2015-06-23. Verbatim received from agent: John & Connie Pera. Collected/created by Constance Pera. Origin of material: Various."
"2001.4","Publications and images related to her work with the Chicago Academy of Sciences, both images of her work within the Exhibits department and images from Pinhook and Volo Bog. Donation paperwork with more detailed information in Gifts-ca. 2001-2007 in collections office. Accessioned, no number. Accession number assigned August 2015 [D. Roberts]. Record last updated in Accession spreadsheet by D. Roberts on 2014-06-14. Verbatim received from agent: Kathryn Olmstead. Collected/created by Kathryn Olmstead."
"2002","Information from accession book. Field Day, July 10-20. Verbatim received from agent: Chicago Academy of Sciences. Collected/created by Higley, Woodruff, Baker, July/10-20/1904. Origin of material: McGregor, Iowa (Boyle's Quarry)."
"2003","Information from accession book. Field Day, July 10-20. Verbatim received from agent: Chicago Academy of Sciences. Date collected: July/10-20/1904. Origin of material: McGregor, Iowa."
"2003.1","Donation paperwork in Gifts-2003 file in collection office. Accessioned, no number. Accession number assigned August 2015 [D. Roberts]. Verbatim received from agent: Kimberly Fronk. Collected/created by possibly Grandfather Kornely, possibly prior to 1940. Origin of material: possibly Wisconsin."
"2003.4","Credit line: ""In memory of Nicholas F. Thomas."" Originated in Minocqua, Wisconsin on the Florsheim estate, then passed into custody of Nicholas F. Thomas, then passed into custody of his daughter, Marsha L. Hildreth. See donation paperwork in Gifts-2003 file in collection office for more detailed information about specimens. On display in Heritage exhibit at PNN. Accessioned, no number. Accession number assigned August 2015 [D. Roberts]. Verbatim received from agent: Marsha L. Hildreth. Origin of material: Various."
"2004","Information from accession book. Copy of board report Gifts-1904 [A. King]. Verbatim received from agent: W.E. Longley. Collected/created by W.E. Longley. Origin of material: Douglas, Michigan."
"2005","Information from accession book. Verbatim received from agent: Mrs. F.P. Blackman. Collected/created by Mrs. F.P. Blackman. Origin of material: Rogers Park, Chicago [Illinois]."
"2005.1","Found during 2008 inventory. No documentation found. Contacted donor in 2015. Accessioned, no number. Accession number assigned August 2015 [D. Roberts]. Record last updated in Accession spreadsheet by D. Roberts on 2015-08-04. Verbatim received from agent: Robert Bob Morton. Collected/created by Robert (Bob) Morton, 1976. Origin of material: Piano Hill, Mazon Creek area, Illinois."
"2006","Information from accession book. Verbatim received from agent: A. Reich. Collected/created by A. Reich. Origin of material: North Branch Chicago River."
"2007","Information from accession book. Verbatim received from agent: Louie Glatter. Origin of material: On a banana."
"2007.1","Academy field trip. Accessioned, no number. Accession number assigned August 2015 [D. Roberts]. Backlog; catalouged 2015 [D. Roberts]. Record last updated in Accession spreadsheet by D. Roberts on 2015-06-23. Verbatim received from agent: Chicago Academy of Sciences. Verbatim agency associated with: Chicago Academy of Sciences. Collected/created by Chicago Academy of Sciences, 2007. Origin of material: Mazon Creek area, Illinois."
"2008","Information from accession book. Verbatim received from agent: A.B. Wolcott. Collected/created by A.B. Wolcott. Origin of material: McGregor, Iowa."
"2009","Information from accession book. Verbatim received from agent: W.K. Higley. Collected/created by W.K. Higley. Origin of material: Colorado Springs, Colorado."
"2010","Information from accession book. Verbatim received from agent: W.K. Higley. Collected/created by W.K. Higley. Origin of material: Colorado Springs, Colorado."
"2010.1","Salvage specimens primarily collected from Nature Museum grounds Verbatim received from agent: Chicago Academy of Sciences. Verbatim agency associated with: Chicago Academy of Sciences. Collected/created by Chicago Academy of Sciences prior to and during 2010. Origin of material: Chicago, Cook County, IL. Associated with CHAS catalog numbers 2010.1.1-7."
"2010.2","Donor estimated value of $100. Cite donation as 'Gift of David Bartholomew.' See Accession file, ""Gifts - 2010"". Record last updated in Accession spreadsheet by D. Roberts on 2015-01-27. Verbatim received from agent: David Bartholomew. Collected/created by Jesse Bartholomew, late 1800s-early 1900s. Origin of material: collected while living in the Chicago area, Illinois."
"2010.3",". Verbatim received from agent: Steve Sullivan, Curator of Urban Ecology Collected/created by Steve Sullivan, Curator of Urban Ecology, August 2008. Origin of material: 37th and Wallace, Chicago, IL. Associated with CHAS catalog numbers 2010.3.1."
"2011","Information from accession book. Verbatim received from agent: W.K. Higley. Collected/created by W.K. Higley. Origin of material: Colorado Springs, Colorado."
"2011.1",". Collected/created by Chicago Academy of Sciences prior to and during 2011. Origin of material: Nature Museum building, Chicago, Cook County, IL. Associated with CHAS catalog numbers 2011.1.1 to 2011.1.36."
"2011.3","Specimens received 2007-2009 Verbatim received from agent: Steve Sullivan, Curator of Urban Ecology. Collected/created by Chicago Academy of Sciences, 2007-2009. Origin of material: Chicago and Brookfield, Cook County, IL. Associated with CHAS catalog numbers 2011.3.1 to 2011.3.3."
"2011.6","Donor estimated value of ""immessurable."". Cite donation as 'Gift of Florence Shay, Titles Rare Books.' See ""Gifts - 2011"" and accession file. Record last updated in Accession spreadsheet by D. Roberts on 2015-01-27. Verbatim received from agent: Florence Shay. Collected/created by William Stimpson."
"2012","Information from accession book. Verbatim received from agent: W.K. Higley. Collected/created by W.K. Higley. Origin of material: Colorado Springs, Colorado."
"2013","Information from accession book. Verbatim received from agent: W.K. Higley. Collected/created by W.K. Higley. Origin of material: Ute Pass, Colorado."
"2014","Information from accession book. Verbatim received from agent: W.K. Higley. Collected/created by W.K. Higley. Origin of material: Williams Ca�on."
"2014.2","Cite donation as 'Gift of Chicago Ornithological Society.' See Accession file, Gifts - 2014. Record last updated in Accession spreadsheet by D. Roberts on 2015-01-27. Verbatim received from agent: Sigrid Schmidt, COS Historical Society Chair. Verbatim agency associated with: Chicago Ornithological Society. Collected/created by Chicago Ornithological Society. Origin of material: Chicago, IL."
"2015","Information from accession book. Verbatim received from agent: L.A. Druehl. Origin of material: Germany."
"2015.1","Collected/created by Chicago Academy of Sciences on prior to and during 2015. Origin of material: Nature Museum building, 2430 N. Cannon Drive, Chicago, Cook County, IL 60614. See Accession file. Record last updated in Accession spreadsheet by E. Krimmel on 2015-05-26. Verbatim received from agent: Chicago Academy of Sciences. Verbatim agency associated with: Chicago Academy of Sciences. Associated with CHAS catalog numbers 2015.1.1-.21."
"2015.11","Could not be firmly associated with previous catalogue numbers or accessions, so were grouped together in their own accession and recatalogued. Record last updated in Accession spreadsheet by D. Roberts on 2015-07-11. Verbatim received from agent: unknown. Collected/created by Various. Origin of material: Mazon Creek area, Illinois."
"2015.12","Could not be firmly associated with previous catalogue numbers or accessions, so were grouped together in their own accession and recatalogued. Record last updated in Accession spreadsheet by D. Roberts on 2015-08-01. Verbatim received from agent: unknown. Collected/created by Various. Origin of material: Mazon Creek area, Illinois."
"2015.13","Could not be firmly associated with previous catalogue numbers or accessions, so were grouped together in their own accession and recatalogued. Collected/created by Various on prior to 2015. Record last updated in Accession spreadsheet by E. Krimmel on 2015-08-04. Verbatim received from agent: unknown. Associated with CHAS catalog numbers 2015.13.1-.159."
"2015.2","Received 1/22/2015. Cite donation as 'Gift of the Estate of Ralph Eiseman.' See Gifts - 2015, Accession file. Papers to be processed as a manuscript collection. Record last updated in Accession spreadsheet by D. Roberts on 2015-02-04. Verbatim received from agent: Lisa J. Servedio. Verbatim agency associated with: Trustee of Ralph Eiseman estate. Collected/created by Ralph Eiseman. Origin of material: Chicago, IL."
"2015.9","Received 12/1/2009. Donor estimated value of $500. Associated with CHAS catalog numbers 2015.9.1-.45. Recognition: ""Gift of Joan Bledig in memory of Edward Bledig who was responsible for my association with CAS."" See Accession file for paperwork. Original element pamphlets and direction supplements in catalogue file. Verbatim received from agent: Joan Bledig. Collected/created by Busch."
"2016","Information from accession book. Verbatim received from agent: Dr. Laurence. Origin of material: West coast of Florida."
"2017","Information from accession book. Verbatim received from agent: A.B. Wolcott. Collected/created by A.B. Wolcott. Origin of material: Dredged in blue clay, Randolph Street, Chicago [Illinois]."
"2018","Information from accession book. Verbatim received from agent: A.B. Wolcott. Collected/created by A.B. Wolcott. Origin of material: Lill Bros. Brick Yard, E. Evanston [Illinois]."
"2020","Information from accession book. Verbatim received from agent: Mrs. D.D. Michaels. Collected/created by David D. Michaels."
"2021","Information from accession book. Verbatim received from agent: Mrs. D.D. Michaels. Collected/created by David D. Michaels."
"2022","Information from accession book. Verbatim received from agent: H.E. Woods. Origin of material: Cripple Creek region [Colorado]."
"2025","Date: 'July 24, 1904'. Information from accession book. Verbatim received from agent: A.B. Wolcott. Collected/created by A.B. Wolcott, July/24/1904. Origin of material: Palos Park, Illinois."
"2026","Date: 'July 31, 1904'. Information from accession book. Verbatim received from agent: A.B. Wolcott. Collected/created by A.B. Wolcott, July/31/1904. Origin of material: Willow Springs [Illinois]."
"2027","Date: 'August 7, 1904'. Information from accession book. Verbatim received from agent: A.B. Wolcott. Collected/created by A.B. Wolcott, August/7/1904. Origin of material: Lill Bros. Clay Pit, S. Evanston [Illinois]."
"2028","Information from accession book. Received for determination. Correspondence in Gifts-1904 [A. King]. Verbatim received from agent: H.S. Rutledge. Collected/created by H.S. Rutledge. Origin of material: Bisbee, Arizona."
"2029","Information from accession book. Received for determination. Correspondence in Gifts-1904 [A. King]. Verbatim received from agent: J.B. Lakin. Collected/created by J.B. Lakin. Origin of material: Hoopeston, Illinois."
"2030","Information from accession book. Correspondence in Gifts-1904 [A. King]. ""Field meeting."" Verbatim received from agent: Chicago Academy of Sciences. Collected/created by A.B. Wolcott. Origin of material: McGregor, Iowa."
"2031","Information from accession book. Academy expedition 1904. Verbatim received from agent: Chicago Academy of Sciences. Verbatim agency associated with: Chicago Academy of Sciences. Collected/created by F.C. Baker, 1904. Origin of material: Rochester, N.Y. [New York]."
"2032","Information from accession book. Academy expedition 1904. Verbatim received from agent: Chicago Academy of Sciences. Verbatim agency associated with: Chicago Academy of Sciences. Collected/created by F.C. Baker, 1904. Origin of material: Wellesley Island, St. Lawrence R.[River] [New York]."
"2033","Information from accession book. Academy expedition 1904. Verbatim received from agent: Chicago Academy of Sciences. Verbatim agency associated with: Chicago Academy of Sciences. Collected/created by F.C. Baker, 1904. Origin of material: South Bay, St. Lawrence River [New York]."
"2034","Information from accession book. Academy expedition 1904. Verbatim received from agent: Chicago Academy of Sciences. Verbatim agency associated with: Chicago Academy of Sciences. Collected/created by F.C. Baker, 1904. Origin of material: South Bay, St. Lawrence River [New York]."
"2035","Information from accession book. Academy expedition 1904. Verbatim received from agent: Chicago Academy of Sciences. Verbatim agency associated with: Chicago Academy of Sciences. Collected/created by F.C. Baker, 1904. Origin of material: Wellesley Island, Goose Is., St. Lawrence River [New York]."
"2036","Information from accession book. Academy expedition 1904. Verbatim received from agent: Chicago Academy of Sciences. Verbatim agency associated with: Chicago Academy of Sciences. Collected/created by F.C. Baker, 1904. Origin of material: Wellesley Island, Goose Is., St. Lawrence River [New York]."
"2037","Information from accession book. Academy expedition 1904. Verbatim received from agent: Chicago Academy of Sciences. Verbatim agency associated with: Chicago Academy of Sciences. Collected/created by F.C. Baker, 1904. Origin of material: Waterloo Lake, Wellesley Is. [New York]."
"2038","Information from accession book. Academy expedition 1904. Verbatim received from agent: Chicago Academy of Sciences. Verbatim agency associated with: Chicago Academy of Sciences. Collected/created by F.C. Baker, 1904. Origin of material: Wellesley Island, near T.S. Park [New York]."
"2039","Information from accession book. Academy expedition 1904. Verbatim received from agent: Chicago Academy of Sciences. Verbatim agency associated with: Chicago Academy of Sciences. Collected/created by F.C. Baker, 1904. Origin of material: Hatrous Point, Wellesley Is. [New York]."
"2040","Information from accession book. Academy expedition 1904. Verbatim received from agent: Chicago Academy of Sciences. Verbatim agency associated with: Chicago Academy of Sciences. Collected/created by F.C. Baker, 1904. Origin of material: South Bay, Wellesley Is. [New York]."
"2041","Information from accession book. Academy expedition 1904. Verbatim received from agent: Chicago Academy of Sciences. Verbatim agency associated with: Chicago Academy of Sciences. Collected/created by F.C. Baker, 1904. Origin of material: Blind Bay, St. Lawrence Riv., N.Y. [New York]."
"2042","Information from accession book. Academy expedition 1904. Verbatim received from agent: Chicago Academy of Sciences. Verbatim agency associated with: Chicago Academy of Sciences. Collected/created by F.C. Baker, 1904. Origin of material: Wellesley Island, St. Lawrence Riv. [New York]."
"2043","Information from accession book. Academy expedition 1904. Verbatim received from agent: Chicago Academy of Sciences. Verbatim agency associated with: Chicago Academy of Sciences. Collected/created by F.C. Baker, 1904. Origin of material: Braddock's Bay, N.Y. [New York]."
"2044","Information from accession book. Academy expedition 1904. Verbatim received from agent: Chicago Academy of Sciences. Verbatim agency associated with: Chicago Academy of Sciences. Collected/created by F.C. Baker, 1904. Origin of material: Round Pond, near Charlotte, N.Y. [New York]."
"2045","Information from accession book. Academy expedition 1904. Verbatim received from agent: Chicago Academy of Sciences. Verbatim agency associated with: Chicago Academy of Sciences. Collected/created by F.C. Baker, 1904. Origin of material: Seneca Lake, N.Y. [New York]."
"2046","Information from accession book. Academy expedition 1904. Verbatim received from agent: Chicago Academy of Sciences. Verbatim agency associated with: Chicago Academy of Sciences. Collected/created by F.C. Baker, 1904. Origin of material: Seneca Lake, N.Y. [New York]."
"2047","Information from accession book. Academy expedition 1904. Verbatim received from agent: Chicago Academy of Sciences. Verbatim agency associated with: Chicago Academy of Sciences. Collected/created by F.C. Baker, 1904. Origin of material: Braddock's Bay, N.Y. [New York]."
"2048","Information from accession book. Academy expedition 1904. Verbatim received from agent: Chicago Academy of Sciences. Verbatim agency associated with: Chicago Academy of Sciences. Collected/created by F.C. Baker, 1904. Origin of material: Erie Canal, Locks 62-63, Roch. [Rochester, New York]."
"2049","Information from accession book. Academy expedition 1904. Verbatim received from agent: Chicago Academy of Sciences. Verbatim agency associated with: Chicago Academy of Sciences. Collected/created by F.C. Baker, 1904. Origin of material: Manitau, N.Y. [New York]."
"2050","Information from accession book. Academy expedition 1904. Verbatim received from agent: Chicago Academy of Sciences. Verbatim agency associated with: Chicago Academy of Sciences. Collected/created by F.C. Baker, 1904. Origin of material: Erie Canal, Pittsford -L.62 [New York]."
"2051","Information from accession book. Academy expedition 1904. Verbatim received from agent: Chicago Academy of Sciences. Verbatim agency associated with: Chicago Academy of Sciences. Collected/created by F.C. Baker, 1904. Origin of material: Pinnacle, Rochester, N.Y. [New York]."
"2052","Information from accession book. Academy expedition 1904. Verbatim received from agent: Chicago Academy of Sciences. Verbatim agency associated with: Chicago Academy of Sciences. Collected/created by F.C. Baker, 1904. Origin of material: Allen's Creek near Monroe Ave. [Brighton, New York]."
"2053","Information from accession book. Academy expedition 1904. Verbatim received from agent: Chicago Academy of Sciences. Verbatim agency associated with: Chicago Academy of Sciences. Collected/created by F.C. Baker, 1904. Origin of material: Beech woods, near East Ave. [Brighton, New York]."
"2054","Information from accession book. Academy expedition 1904. Verbatim received from agent: Chicago Academy of Sciences. Verbatim agency associated with: Chicago Academy of Sciences. Collected/created by F.C. Baker, 1904. Origin of material: Allen's Creek near East Ave. crossing [Brighton, New York]."
"2055","Information from accession book. Academy expedition 1904. Verbatim received from agent: Chicago Academy of Sciences. Verbatim agency associated with: Chicago Academy of Sciences. Collected/created by F.C. Baker, 1904. Origin of material: Beech woods near East Ave. Brighton, N.Y. [New York]."
"2056","Information from accession book. Academy expedition 1904. Verbatim received from agent: Chicago Academy of Sciences. Verbatim agency associated with: Chicago Academy of Sciences. Collected/created by F.C. Baker, 1904. Origin of material: Allen's Creek, near Brighton, N.Y. [New York]."
"2057","Information from accession book. Verbatim received from agent: F.M. Woodruff. Collected/created by F.M. Woodruff. Origin of material: Lake Bluff Beach."
"2058","Information from accession book. Verbatim agency associated with: Phil. Acad. Sciences Philadelphia Academy of Sciences. Collected/created by Mainly H.A. Pilsbry."
"2059","Information from accession book. Verbatim received from agent: F.C. Baker. Collected/created by F.C. Baker. Origin of material: Pinnacle Rock, New York."
"2060","Purchased $2.09. Information from accession book. Verbatim received from agent: unknown. Origin of material: Europe."
"2061","Purchased $2.00. Information from accession book. Correspondence in Accession file and Purchases-1904 [A. King].. Verbatim agency associated with: Wards Natural Science Establishment. Origin of material: Indian Ocean."
"2062","Information from accession book. Verbatim received from agent: H. Anderson. Collected/created by H. Anderson. Origin of material: Chicago, Illinois."
"2063","Information from accession book. Verbatim received from agent: W.L Shuster. Collected/created by W.L. Shuster. Origin of material: Chicago, Illinois."
"2064","Information from accession book, accession card. Verbatim received from agent: C.F. Gunther. Origin of material: Green River, Wyoming."
"2065","Information from accession book. Verbatim received from agent: W.K. Higley. Collected/created by W.K. Higley. Origin of material: Colorado."
"2066","Le Baum's Clay Pit. Information from accession book. Verbatim received from agent: A.B. Wolcott. Collected/created by A.B. Wolcott. Origin of material: South Evanston [Illinois]."
"2067","Le Baum's Clay Pit. Information from accession book. Verbatim received from agent: A.B. Wolcott. Collected/created by A.B. Wolcott. Origin of material: South Evanston [Illinois]."
"2068","Information from accession book. Verbatim received from agent: C.S. Raddin. Collected/created by C.S. Raddin. Origin of material: Near Evanston [Illinois]."
"2069","Flew against window on electric car and broke a wing. Information from accession book. Verbatim received from agent: Mrs. S.L. Willard. Collected/created by Mrs. S.L. Willard. Origin of material: Wilmette, Illinois."
"2070","Information from accession book. Verbatim received from agent: A.W. Mumford. Origin of material: various localities, mostly American."
"2072","Information from accession book. Verbatim received from agent: Loy Tressler. Origin of material: Lucas, Dunn Co. Wisconsin."
"2073","Information from accession book. Verbatim received from agent: unknown. Collected/created by William Clugston. Origin of material: Sierra Nevada, Mexico."
"2074","Tsingtan, China;. Information from accession book. Correspondence in Accession file and copy in Gifts-1904 [A. King] Verbatim received from agent: H.L. Hammerstein. Collected/created by H.L. Hammerstein. Origin of material: China (Kiantschou)."
"2075","Information from accession book. Copy of board report in Gifts-1904 [A. King]. Verbatim received from agent: A.B. Wolcott. Collected/created by A.B. Wolcott. Origin of material: Chicago [Illinois]."
"2076","Information from accession book. Copy of board report in Gifts-1904 [A. King]. Verbatim received from agent: A.B. Wolcott. Collected/created by A.B. Wolcott. Origin of material: Chicago [Illinois]."
"2077","Information from accession book. Received for identification, listed as ""5"" specimen on board report, locality listed as Lowell, Ariz. on board report, see correspondence in Gifts-1904 [A. King]. Verbatim received from agent: H.S. Rutledge. Collected/created by H.S. Rutledge. Origin of material: Bisbee, Arizona."
"2078","Information from accession book. Correspondence in Gifts-1904 [A. King]. Verbatim received from agent: John Comstock. Collected/created by John Comstock. Origin of material: Williams Bay[Lake Geneva] Wis. [Wisconsin]."
"2079","Information from accession book. Correspondence in Gifts-1904 [A. King]. Verbatim received from agent: A. Kwiat, A.B. Wolcott. Collected/created by A. Kwiat; A.B. Wolcott. Origin of material: Chicago [Illinois]."
"2081","Information from accession book. Verbatim received from agent: F.M. Woodruff. Origin of material: Santa Barbara, Cal. [California]."
"2082","Information from accession book. Verbatim received from agent: F.M. Woodruff. Origin of material: Santa Barbara, Cal. [California]."
"2083","Information from accession book, accession card. Verbatim received from agent: A.B. Wolcott. Collected/created by A.B. Wolcott. Origin of material: McGregor, Iowa."
"2084","Information from accession book. Verbatim received from agent: A.B. Wolcott. Collected/created by A.B. Wolcott. Origin of material: McGregor, Iowa."
"2085","Information from accession book. Verbatim received from agent: L.E. Daniels. Collected/created by L.E. Daniels. Origin of material: Steuben Co., Indiana."
"2086","Information from accession book. Original offer letter in Accession file, this is where collector name and received from names were clarified. Further correspondence also in Accession file and copies in Gifts-1905 [A. King]. Verbatim received from agent: Mrs. E.E. Grant. Collected/created by Mr. B.W. Thomas. Origin of material: Worldwide."
"2087","Information from accession book. Verbatim received from agent: F.M. Woodruff. Origin of material: Santa Barbara, Cal. [California]."
"2088","Bought in the market. Information from accession book. Verbatim received from agent: H.S. Swarth. Origin of material: Los Angeles, Cal. [California]."
"2089","Information from accession book. Verbatim received from agent: W.S. Moffatt. Collected/created by W.S. Moffatt. Origin of material: Chicago and vicinity."
"2090","Information from accession book. Verbatim received from agent: W.E. Longley. Collected/created by W.E. Longley. Origin of material: Chicago and Douglass [Douglas], Mich. [Michigan]."
"2091","Information from accession book. Verbatim received from agent: C.F. Gunther. Origin of material: Green River, Wyoming."
"2092","Information from accession book. Verbatim received from agent: Alois Frey. Collected/created by Alois Frey. Origin of material: Greenhouses, Lincoln Park [Chicago, Illinois]."
"2093","Information from accession book. Verbatim received from agent: Carter H. Harrison. Collected/created by Carter H. Harrison. Origin of material: South Fork Madison Riv., Mont. [Montana]."
"2094","Information from accession book. Verbatim received from agent: Carter H. Harrison. Collected/created by Carter H. Harrison. Origin of material: North Fork Snake Riv., Idaho."
