guid,ASSIGNED_BY_AGENT,ASSIGNED_DATE,SPECIMEN_EVENT_REMARK,SPECIMEN_EVENT_TYPE,COLLECTING_METHOD,COLLECTING_SOURCE,VERIFICATIONSTATUS,HABITAT,VERBATIM_DATE,VERBATIM_LOCALITY,COLL_EVENT_REMARKS,BEGAN_DATE,ENDED_DATE,LOCALITY_ID,SPEC_LOCALITY,GEOREFERENCE_PROTOCOL,GEOREFERENCE_SOURCE,HIGHER_GEOG,no_verbatim_coordinates,LOCALITY_REMARKS,MAX_DEPTH,MAX_ERROR_DISTANCE,MAX_ERROR_UNITS,MIN_DEPTH,ORIG_LAT_LONG_UNITS,DATUM,DEC_LAT,DEC_LONG,DEPTH_UNITS,MAXIMUM_ELEVATION,MINIMUM_ELEVATION,ORIG_ELEV_UNITS
CHAS:Inv:11152,Anna Chinn,2019-03-07,,collection,,wild caught,unverified,,"[no date recorded, prior to 1905-03-07]",FROM ORIGINAL CATALOG BOOK: Panama,Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1905-03-07,10478781,,,,,,,,,,,,,,,,,,
CHAS:Inv:11153,Anna Chinn,2019-03-07,,collection,,wild caught,unverified,,"[no date recorded, prior to 1879-03-05]",FROM SPECIMEN: Bahamas; FROM ORIGINAL CATALOG BOOK: Bahamas,Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1879-03-05,10140092,,,,,,,,,,,,,,,,,,
CHAS:Inv:11155,Anna Chinn,2019-03-07,,collection,,wild caught,unverified,,"[no date recorded, prior to 1902-01-28]",FROM ORIGINAL CATALOG BOOK: Malta,Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1902-01-28,10479283,,,,,,,,,,,,,,,,,,
CHAS:Inv:11159,Anna Chinn,2019-03-07,,collection,,wild caught,unverified,,"[no date recorded, prior to 1898-12-31]",FROM ORIGINAL CATALOG BOOK: Peru,Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1898-12-31,10101679,,,,,,,,,,,,,,,,,,
CHAS:Inv:11160,Anna Chinn,2019-03-07,,collection,,wild caught,unverified,,"[no date recorded, prior to 1901-07-01]","FROM SPECIMEN: Watling Island; FROM ORIGINAL CATALOG BOOK: Watling Island, Bahamas",Watlings Island = San Salvador Island [dpiquard 2018-08-31]; Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1901-07-01,10884880,,,,,,,,,,,,,,,,,,
CHAS:Inv:11161,Anna Chinn,2019-03-07,Egg Capules of P. Lapillus in shell of Arca pexata.,collection,,wild caught,unverified,,"[no date recorded, prior to 1905-03-07]",[no locality recorded],Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1905-03-07,10000000,,,,,,,,,,,,,,,,,,
CHAS:Inv:11162,Anna Chinn,2019-03-07,,collection,,wild caught,unverified,,"[no date recorded, prior to 1898-12-31]",FROM SPECIMEN: Red Sea; FROM ORIGINAL CATALOG BOOK: Red Sea,Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1898-12-31,10819905,,,,,,,,,,,,,,,,,,
CHAS:Inv:11453,Anna Chinn,2019-03-07,,collection,,wild caught,unverified,,"[no date recorded, prior to 1898-12-31]",FROM SPECIMEN: West indies; FROM ORIGINAL CATALOG BOOK: West Indies,Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1898-12-31,10478866,,,,,,,,,,,,,,,,,,
CHAS:Inv:11496,Anna Chinn,2019-03-07,,collection,,wild caught,unverified,,"[no date recorded, prior to 1898-09-19]",FROM SPECIMEN: West Florida; FROM ORIGINAL CATALOG BOOK: West Florida,Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1898-09-19,10868324,,,,,,,,,,,,,,,,,,
CHAS:Inv:11518,Anna Chinn,2019-03-07,,collection,,wild caught,unverified,,"[no date recorded, prior to 1903-03-28]",FROM ORIGINAL CATALOG BOOK: Japan,Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1903-03-28,10140296,,,,,,,,,,,,,,,,,,
CHAS:Inv:11522,Anna Chinn,2019-03-07,,collection,,wild caught,unverified,,"[no date recorded, prior to 1897-04-16]",West Florida,Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1897-04-16,10868324,,,,,,,,,,,,,,,,,,
CHAS:Inv:11526,Anna Chinn,2019-03-07,,collection,,wild caught,unverified,,"[no date recorded, prior to 1898-09-19]","FROM SPECIMEN: Naples; FROM ORIGINAL CATALOG BOOK: Naples, Italy",Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1898-09-19,10479306,,,,,,,,,,,,,,,,,,
CHAS:Inv:11530,Anna Chinn,2019-03-07,,collection,,wild caught,unverified,,"[no date recorded, prior to 1879-03-05]","FROM ORIGINAL CATALOG BOOK: Amboina [now Ambon City on Ambon Island, Malaku Islands, Indonesia]",Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1879-03-05,10885086,,,,,,,,,,,,,,,,,,
CHAS:Inv:11531,Anna Chinn,2019-03-07,,collection,,wild caught,unverified,,"[no date recorded, prior to 1898-09-19]",FROM ORIGINAL CATALOG BOOK: Micronesia,Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1898-09-19,10885158,,,,,,,,,,,,,,,,,,
CHAS:Inv:11532,Anna Chinn,2019-03-07,,collection,,wild caught,unverified,,"[no date recorded, prior to 1898-12-31]",FROM ORIGINAL CATALOG BOOK: Philippines,Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1898-12-31,10140086,,,,,,,,,,,,,,,,,,
CHAS:Inv:11533,Anna Chinn,2019-03-07,,collection,,wild caught,unverified,,"[no date recorded, prior to 1898-12-31]",FROM ORIGINAL CATALOG BOOK: Philippines,Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1898-12-31,10140086,,,,,,,,,,,,,,,,,,
CHAS:Inv:11595,Anna Chinn,2019-03-07,,collection,,wild caught,unverified,,"[no date recorded, prior to 1879-03-05]",FROM SPECIMEN: Isle of Bourbon; FROM ORIGINAL CATALOG BOOK: Isle of Bourbon,Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1879-03-05,10479318,,,,,,,,,,,,,,,,,,
CHAS:Inv:11600,Anna Chinn,2019-03-07,,collection,,wild caught,accepted,,"[no date recorded, prior to 1897-06-01]",FROM SPECIMEN: Riverside Park; FROM ORIGINAL CATALOG BOOK: Riverside Park,Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1897-06-01,10886453,,,,,,,,,,,,,,,,,,
CHAS:Inv:11601,Anna Chinn,2019-03-07,,collection,,wild caught,accepted,,"[no date recorded, prior to 1897-06-01]",FROM ORIGINAL CATALOG BOOK: Willow Springs,Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1897-06-01,10760029,,,,,,,,,,,,,,,,,,
CHAS:Inv:11647,Anna Chinn,2019-03-07,,collection,,wild caught,accepted,,"[no date recorded, prior to 1898-02-16]","FROM ORIGINAL CATALOG BOOK: Prescott, Arizona",Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1898-02-16,10907454,,,,,,,,,,,,,,,,,,
CHAS:Inv:11744,Anna Chinn,2019-03-07,,collection,,wild caught,accepted,,"[no date recorded, prior to 1899-11-01]",FROM SPECIMEN: Union City; FROM ORIGINAL CATALOG BOOK: Union City,Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1899-11-01,10885990,,,,,,,,,,,,,,,,,,
CHAS:Inv:11758,Anna Chinn,2019-03-07,,collection,,wild caught,unverified,,"[no date recorded, prior to 1908-11-30]",FROM SPECIMEN: British Honduras; FROM ORIGINAL CATALOG BOOK: British Honduras [now Belize],Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1908-11-30,10870756,,,,,,,,,,,,,,,,,,
CHAS:Inv:11763,Anna Chinn,2019-03-07,,collection,,wild caught,accepted,,"[no date recorded, prior to 1909-06-21]","FROM SPECIMEN: Nantasket Beach; FROM ORIGINAL CATALOG BOOK: Nantasket Beach, Mass [Massachusetts]",Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1909-06-21,10885792,,,,,,,,,,,,,,,,,,
CHAS:Inv:11765,Anna Chinn,2019-03-07,,collection,,wild caught,accepted,,"[no date recorded, prior to 1905-03-07]","FROM SPECIMEN: Clear Lake, Cal; FROM ORIGINAL CATALOG BOOK: Clear Lake, California",Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1905-03-07,10759566,,,,,,,,,,,,,,,,,,
CHAS:Inv:11785,Anna Chinn,2019-03-07,,collection,,wild caught,accepted,,"[no date recorded, prior to 1901-10-01]","FROM SPECIMEN: Shawneetown; FROM ORIGINAL CATALOG BOOK: Shawneetown, Ills [Illinois]",Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1901-10-01,10760091,,,,,,,,,,,,,,,,,,
CHAS:Inv:11861,Anna Chinn,2019-03-07,,collection,,wild caught,unverified,,"[no date recorded, prior to 1908-11-18]","FROM SPECIMEN: Salem; FROM ORIGINAL CATALOG BOOK: Salem, Oregon",Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1908-11-18,10121009,,,,,,,,,,,,,,,,,,
CHAS:Inv:11866,Anna Chinn,2019-03-07,,collection,,wild caught,accepted,,"[no date recorded, prior to 1898-09-19]","FROM SPECIMEN: Lake Michigan, Oak St; FROM ORIGINAL CATALOG BOOK: Lake Michigan, Oak St. [Street], Chicago [Illinois]",Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1898-09-19,10885045,,,,,,,,,,,,,,,,,,
CHAS:Inv:11962,Anna Chinn,2019-03-07,,collection,,wild caught,unverified,,"[no date recorded, prior to 1902-02-24]",FROM ORIGINAL CATALOG BOOK: Zanzibar,Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1902-02-24,10001875,,,,,,,,,,,,,,,,,,
CHAS:Inv:11963,Anna Chinn,2019-03-07,,collection,,wild caught,unverified,,"[no date recorded, prior to 1901-07-01]","FROM SPECIMEN: Watling Island; FROM ORIGINAL CATALOG BOOK: Watling's Island, Bahamas",Watlings Island = San Salvador Island [dpiquard 2018-08-31]; Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1901-07-01,10884880,,,,,,,,,,,,,,,,,,
CHAS:Inv:11964,Anna Chinn,2019-03-07,,collection,,wild caught,unverified,,"[no date recorded, prior to 1898-12-31]",FROM ORIGINAL CATALOG BOOK: West Indies,Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1898-12-31,10478866,,,,,,,,,,,,,,,,,,
CHAS:Inv:11966,Anna Chinn,2019-03-07,,collection,,wild caught,unverified,,"[no date recorded, prior to 1898-09-19]",FROM SPECIMEN: Micronesia; FROM ORIGINAL CATALOG BOOK: Micronesia,Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1898-09-19,10885158,,,,,,,,,,,,,,,,,,
CHAS:Inv:11967,Anna Chinn,2019-03-07,,collection,,wild caught,unverified,,"[no date recorded, prior to 1898-06-07]",FROM ORIGINAL CATALOG BOOK: Amboina,Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1898-06-07,10885086,,,,,,,,,,,,,,,,,,
CHAS:Inv:11968,Anna Chinn,2019-03-07,,collection,,wild caught,unverified,,"[no date recorded, prior to 1898-09-19]",FROM ORIGINAL CATALOG BOOK: Bahamas,Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1898-09-19,10140092,,,,,,,,,,,,,,,,,,
CHAS:Inv:11999,Anna Chinn,2019-03-07,,collection,,wild caught,unverified,,"[no date recorded, prior to 1908-11-30]",FROM SPECIMEN: California; FROM ORIGINAL CATALOG BOOK: California,Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1908-11-30,10000031,,,,,,,,,,,,,,,,,,
CHAS:Inv:12015,Anna Chinn,2019-03-07,,collection,,wild caught,unverified,,"[no date recorded, prior to 1898-06-07]",FROM ORIGINAL CATALOG BOOK: West Indies,Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1898-06-07,10478866,,,,,,,,,,,,,,,,,,
CHAS:Inv:12016,Anna Chinn,2019-03-07,,collection,,wild caught,unverified,,"[no date recorded, prior to 1879-03-05]",FROM SPECIMEN: Amboina; FROM ORIGINAL CATALOG BOOK: Amboina,Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1879-03-05,10885086,,,,,,,,,,,,,,,,,,
CHAS:Inv:12017,Anna Chinn,2019-03-07,One of the largest basket shells.,collection,,wild caught,accepted,,"[no date recorded, prior to 1902-10-02]","FROM SPECIMEN: Moro, Cal.; FROM ORIGINAL CATALOG BOOK: Maro [Moro?], California",Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1902-10-02,10907894,,,,,,,,,,,,,,,,,,
CHAS:Inv:12018,Anna Chinn,2019-03-07,,collection,,wild caught,unverified,,"[no date recorded, prior to 1897-06-01]",[transcribed directly into formatted locality fields],Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1897-06-01,10000031,,,,,,,,,,,,,,,,,,
CHAS:Inv:12108,Anna Chinn,2019-03-07,,collection,,wild caught,accepted,,"[no date recorded, prior to 1898-09-19]","FROM SPECIMEN: Rogers Park; FROM ORIGINAL CATALOG BOOK: Rogers Park, Cook Co, Ills. [Cook County, Illinois]",Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1898-09-19,10752533,,,,,,,,,,,,,,,,,,
CHAS:Inv:12110,Anna Chinn,2019-03-07,A common Amber Snail.,collection,,wild caught,unverified,,"[no date recorded, prior to 1898-09-19]","FROM SPECIMEN: West shore of Owasco Lake; FROM ORIGINAL CATALOG BOOK: West shore Owasco Lake, Cayuga Co, N.Y. [Cayuga County, New York]",Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1898-09-19,10886962,,,,,,,,,,,,,,,,,,
CHAS:Inv:12113,Anna Chinn,2019-03-07,,collection,,wild caught,unverified,,"[no date recorded, prior to 1896-12-14]","FROM SPECIMEN: Prairie du Sac; FROM ORIGINAL CATALOG BOOK: Prairie du Sac, Sauk Co, Wis. [Wisconsin]",Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1896-12-14,10206012,,,,,,,,,,,,,,,,,,
CHAS:Inv:12115,Anna Chinn,2019-03-07,,collection,,wild caught,unverified,,"[no date recorded, prior to 1898-09-19]",FROM SPECIMEN: Owasco Lake,Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1898-09-19,10506699,,,,,,,,,,,,,,,,,,
CHAS:Inv:12117,Anna Chinn,2019-03-07,,collection,,wild caught,unverified,,"[no date recorded, prior to 1897-10-28]","FROM SPECIMEN: Cades Cove; FROM ORIGINAL CATALOG BOOK: Cades Cove, Tenn. [Tennessee]",Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1897-10-28,10885138,,,,,,,,,,,,,,,,,,
CHAS:Inv:12118,Anna Chinn,2019-03-07,,collection,,wild caught,accepted,,"[no date recorded, prior to 1898-09-19]","FROM ORIGINAL CATALOG BOOK: Union Co, Illinois",Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1898-09-19,10916816,,,,,,,,,,,,,,,,,,
CHAS:Inv:12121,Anna Chinn,2019-03-07,,collection,,wild caught,unverified,,"[no date recorded, prior to 1898-12-31]",FROM ORIGINAL CATALOG BOOK: Austria,Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1898-12-31,10011275,,,,,,,,,,,,,,,,,,
CHAS:Inv:12134,Anna Chinn,2019-03-07,,collection,,wild caught,unverified,,"[no date recorded, prior to 1896-02-04]","FROM SPECIMEN: Mississippi River; FROM ORIGINAL CATALOG BOOK: Mississippi River, Wis. [Wisconsin]",Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1896-02-04,10884906,,,,,,,,,,,,,,,,,,
CHAS:Inv:12136,Anna Chinn,2019-03-07,,collection,,wild caught,unverified,,"[no date recorded, prior to 1896-02-04]","FROM SPECIMEN: Mississippi River; FROM ORIGINAL CATALOG BOOK: Mississippi River, Wis. [Wisconsin]",Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1896-02-04,10884906,,,,,,,,,,,,,,,,,,
CHAS:Inv:12137,Anna Chinn,2019-03-07,,collection,,wild caught,unverified,,"[no date recorded, prior to 1905-03-07]",FROM SPECIMEN: Amboina; FROM ORIGINAL CATALOG BOOK: Amboina,Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1905-03-07,10479450,,,,,,,,,,,,,,,,,,
CHAS:Inv:12145,Anna Chinn,2019-03-07,,collection,,wild caught,unverified,,"[no date recorded, prior to 1903-04-20]","FROM SPECIMEN: Naples; FROM ORIGINAL CATALOG BOOK: Naples, Italy",Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1903-04-20,10479306,,,,,,,,,,,,,,,,,,
CHAS:Inv:12159,Anna Chinn,2019-03-07,,collection,,wild caught,unverified,,"[no date recorded, prior to 1896-02-04]","FROM SPECIMEN: Mississippi River; FROM ORIGINAL CATALOG BOOK: Mississippi River, Wis. [Wisconsin]",Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1896-02-04,10884906,,,,,,,,,,,,,,,,,,
CHAS:Inv:12160,Anna Chinn,2019-03-07,,collection,,wild caught,unverified,,"[no date recorded, prior to 1896-02-04]","FROM SPECIMEN: Miami Canal [Sam Howes, 2017: Miami Canal, FL or Miami and Ohio Canal, OH]; FROM ORIGINAL CATALOG BOOK: Miami Canal",Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1896-02-04,10885724,,,,,,,,,,,,,,,,,,
CHAS:Inv:12175,Anna Chinn,2019-03-07,,collection,,wild caught,unverified,,"[no date recorded, prior to 1905-03-07]",FROM SPECIMEN: Calumet River; FROM ORIGINAL CATALOG BOOK: Calumet River,Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1905-03-07,10884992,,,,,,,,,,,,,,,,,,
CHAS:Inv:12177,Anna Chinn,2019-03-07,,collection,,wild caught,accepted,,"[no date recorded, prior to 1896-04-23]","FROM SPECIMEN: Sheffield; FROM ORIGINAL CATALOG BOOK: Sheffield, Indiana",Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1896-04-23,10885336,,,,,,,,,,,,,,,,,,
CHAS:Inv:12178,Anna Chinn,2019-03-07,,collection,,wild caught,accepted,,"[no date recorded, prior to 1898-09-19]","FROM SPECIMEN: Oak Street; FROM ORIGINAL CATALOG BOOK: Oak St, Chicago [Oak Street]",Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1898-09-19,10885323,,,,,,,,,,,,,,,,,,
CHAS:Inv:12179,Anna Chinn,2019-03-07,,collection,,wild caught,unverified,,"[no date recorded, prior to 1898-09-30]","FROM SPECIMEN: Frontenac; FROM ORIGINAL CATALOG BOOK: Frontenac, Minnesota",Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1898-09-30,10885300,,,,,,,,,,,,,,,,,,
CHAS:Inv:12192,Anna Chinn,2019-03-07,,collection,,wild caught,accepted,,"[no date recorded, prior to 1898-02-05]","FROM SPECIMEN: Rich Mt; FROM ORIGINAL CATALOG BOOK: Rich Mountain, Ark. [Arkansas]",Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1898-02-05,10885808,,,,,,,,,,,,,,,,,,
CHAS:Inv:12193,Anna Chinn,2019-03-07,,collection,,wild caught,accepted,,"[no date recorded, prior to 1903-07-01]","FROM ORIGINAL CATALOG BOOK: Lawrenceburg, Ind. [Indiana] FROM SPECIMEN: Lawrenceburg, Ind.",Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1903-07-01,10884917,,,,,,,,,,,,,,,,,,
CHAS:Inv:12214,Anna Chinn,2019-03-07,,collection,,wild caught,unverified,,"[no date recorded, prior to 1896-12-14]","FROM SPECIMEN: Wisconsin River; FROM ORIGINAL CATALOG BOOK: Wisconsin River, Wis. [Wisconsin]",Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1896-12-14,10702003,,,,,,,,,,,,,,,,,,
CHAS:Inv:12229,Anna Chinn,2019-03-07,,collection,,wild caught,unverified,,"[no date recorded, prior to 1898-09-19]","FROM ORIGINAL CATALOG BOOK: Auburn, NY [New York]",Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1898-09-19,10541858,,,,,,,,,,,,,,,,,,
CHAS:Inv:12265,Anna Chinn,2019-03-07,,collection,,wild caught,accepted,,"[no date recorded, prior to 1897-04-02]",FROM SPECIMEN: Kankakee River,Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1897-04-02,10760240,,,,,,,,,,,,,,,,,,
CHAS:Inv:12281,Anna Chinn,2019-03-07,,collection,,wild caught,unverified,,"[no date recorded, prior to 1898-09-19]",FROM SPECIMEN: Micronesia; FROM ORIGINAL CATALOG BOOK: Micronesia,Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1898-09-19,10885158,,,,,,,,,,,,,,,,,,
CHAS:Inv:12282,Anna Chinn,2019-03-07,,collection,,wild caught,unverified,,"[no date recorded, prior to 1905-03-07]",FROM ORIGINAL CATALOG BOOK: West Indies,Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1905-03-07,10478866,,,,,,,,,,,,,,,,,,
CHAS:Inv:12283,Anna Chinn,2019-03-07,,collection,,wild caught,accepted,,"[no date recorded, prior to 1898-09-19]",FROM ORIGINAL CATALOG BOOK: Bowmanville,Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1898-09-19,10752707,,,,,,,,,,,,,,,,,,
CHAS:Inv:12284,Anna Chinn,2019-03-07,,collection,,wild caught,unverified,,"[no date recorded, prior to 1898-09-19]",FROM ORIGINAL CATALOG BOOK: Peru,Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1898-09-19,10101679,,,,,,,,,,,,,,,,,,
CHAS:Inv:12285,Anna Chinn,2019-03-07,,collection,,wild caught,unverified,,"[no date recorded, prior to 1896-12-14]","FROM SPECIMEN: Baraboo River; FROM ORIGINAL CATALOG BOOK: Baraboo River, Wis. [Wisconsin]",Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1896-12-14,10884971,,,,,,,,,,,,,,,,,,
CHAS:Inv:12286,Anna Chinn,2019-03-07,,collection,,wild caught,unverified,,"[no date recorded, prior to 1902-10-02]","FROM SPECIMEN: Boras, Sweden; FROM ORIGINAL CATALOG BOOK: Boras, Sweden",Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1902-10-02,10885595,,,,,,,,,,,,,,,,,,
CHAS:Inv:12287,Anna Chinn,2019-03-07,,collection,,wild caught,accepted,,"[no date recorded, prior to 1898-05-06]","FROM ORIGINAL CATALOG BOOK: Wyandotte, Ind.",Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1898-05-06,10886522,,,,,,,,,,,,,,,,,,
CHAS:Inv:12288,Anna Chinn,2019-03-07,,collection,,wild caught,accepted,,"[no date recorded, prior to 1898-02-16]",FROM ORIGINAL CATALOG BOOK: Trinidad,Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1898-02-16,10884911,,,,,,,,,,,,,,,,,,
CHAS:Inv:12289,Anna Chinn,2019-03-07,,collection,,wild caught,unverified,,"[no date recorded, prior to 1896-12-14]","FROM ORIGINAL CATALOG BOOK: Kenosha, Wisconsin FROM SPECIMEN LABEL: Kenosha, Wis.",Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1896-12-14,10595697,,,,,,,,,,,,,,,,,,
CHAS:Inv:12290,Anna Chinn,2019-03-07,,collection,,wild caught,accepted,,"[no date recorded, prior to 1897-04-02]",FROM ORIGINAL CATALOG BOOK: Joliet FROM SPECIMEN LABEL: Joliet,Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1897-04-02,10760190,,,,,,,,,,,,,,,,,,
CHAS:Inv:12291,Anna Chinn,2019-03-07,,collection,,wild caught,accepted,,"[no date recorded, prior to 1897-04-02]",FROM ORIGINAL CATALOG BOOK: Joliet FROM SPECIMEN LABEL: Joliet,Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1897-04-02,10760190,,,,,,,,,,,,,,,,,,
CHAS:Inv:12292,Anna Chinn,2019-03-07,,collection,,wild caught,accepted,,"[no date recorded, prior to 1897-04-02]",FROM ORIGINAL CATALOG BOOK: Joliet FROM SPECIMEN LABEL: Joliet,Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1897-04-02,10760190,,,,,,,,,,,,,,,,,,
CHAS:Inv:12293,Anna Chinn,2019-03-07,,collection,,wild caught,accepted,,"[no date recorded, prior to 1898-02-05]",FROM SPECIMEN: Rock Run; FROM ORIGINAL CATALOG BOOK: Rock Run,Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1898-02-05,10885950,,,,,,,,,,,,,,,,,,
CHAS:Inv:12294,Anna Chinn,2019-03-07,,collection,,wild caught,accepted,,"[no date recorded, prior to 1897-04-02]",FROM ORIGINAL CATALOG BOOK: Joliet FROM SPECIMEN LABEL: Joliet,Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1897-04-02,10760190,,,,,,,,,,,,,,,,,,
CHAS:Inv:12295,Anna Chinn,2019-03-07,,collection,,wild caught,accepted,,"[no date recorded, prior to 1897-04-02]",FROM ORIGINAL CATALOG BOOK: Joliet FROM SPECIMEN LABEL: Joliet,Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1897-04-02,10760190,,,,,,,,,,,,,,,,,,
CHAS:Inv:12296,Anna Chinn,2019-03-07,,collection,,wild caught,unverified,,"[no date recorded, prior to 1896-12-14]","FROM SPECIMEN: Kenosha; FROM ORIGINAL CATALOG BOOK: Kenosha, Wisconsin",Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1896-12-14,10595697,,,,,,,,,,,,,,,,,,
CHAS:Inv:12297,Anna Chinn,2019-03-07,The finest Californian Land Shell.,collection,,wild caught,unverified,,"[no date recorded, prior to 1897-02-18]","FROM SPECIMEN: Banks of Columbia River; FROM ORIGINAL CATALOG BOOK: Banks of Columbia River, Oregon",Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1897-02-18,10886584,,,,,,,,,,,,,,,,,,
CHAS:Inv:12310,Anna Chinn,2019-03-07,,collection,,wild caught,accepted,,"[no date recorded, prior to 1897-04-02]",FROM SPECIMEN: Joliet; FROM ORIGINAL CATALOG BOOK: Joliet,Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1897-04-02,10760190,,,,,,,,,,,,,,,,,,
CHAS:Inv:12312,Anna Chinn,2019-03-07,,collection,,wild caught,accepted,,"[no date recorded, prior to 1897-02-16]",FROM SPECIMEN: Joliet; FROM ORIGINAL CATALOG BOOK: Joliet,Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1897-02-16,10760190,,,,,,,,,,,,,,,,,,
CHAS:Inv:12313,Anna Chinn,2019-03-07,,collection,,wild caught,accepted,,"[no date recorded, prior to 1897-02-16]",FROM SPECIMEN: Joliet; FROM ORIGINAL CATALOG BOOK: Joliet,Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1897-02-16,10760190,,,,,,,,,,,,,,,,,,
CHAS:Inv:12314,Anna Chinn,2019-03-07,,collection,,wild caught,unverified,,"[no date recorded, prior to 1897-02-16]","FROM SPECIMEN: Santa Fe R.R., Sangers; FROM ORIGINAL CATALOG BOOK: Sangers, Santa Fe R. R. [Rail Road]",Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1897-02-16,10886774,,,,,,,,,,,,,,,,,,
