"ACCN","ASSOCIATED_SPECIES","ATTRIBUTE_1","ATTRIBUTE_10","ATTRIBUTE_2","ATTRIBUTE_3","ATTRIBUTE_4","ATTRIBUTE_5","ATTRIBUTE_6","ATTRIBUTE_7","ATTRIBUTE_8","ATTRIBUTE_9","ATTRIBUTE_DATE_1","ATTRIBUTE_DATE_10","ATTRIBUTE_DATE_2","ATTRIBUTE_DATE_3","ATTRIBUTE_DATE_4","ATTRIBUTE_DATE_5","ATTRIBUTE_DATE_6","ATTRIBUTE_DATE_7","ATTRIBUTE_DATE_8","ATTRIBUTE_DATE_9","ATTRIBUTE_DETERMINER_1","ATTRIBUTE_DETERMINER_10","ATTRIBUTE_DETERMINER_2","ATTRIBUTE_DETERMINER_3","ATTRIBUTE_DETERMINER_4","ATTRIBUTE_DETERMINER_5","ATTRIBUTE_DETERMINER_6","ATTRIBUTE_DETERMINER_7","ATTRIBUTE_DETERMINER_8","ATTRIBUTE_DETERMINER_9","ATTRIBUTE_DET_METH_1","ATTRIBUTE_DET_METH_10","ATTRIBUTE_DET_METH_2","ATTRIBUTE_DET_METH_3","ATTRIBUTE_DET_METH_4","ATTRIBUTE_DET_METH_5","ATTRIBUTE_DET_METH_6","ATTRIBUTE_DET_METH_7","ATTRIBUTE_DET_METH_8","ATTRIBUTE_DET_METH_9","ATTRIBUTE_REMARKS_1","ATTRIBUTE_REMARKS_10","ATTRIBUTE_REMARKS_2","ATTRIBUTE_REMARKS_3","ATTRIBUTE_REMARKS_4","ATTRIBUTE_REMARKS_5","ATTRIBUTE_REMARKS_6","ATTRIBUTE_REMARKS_7","ATTRIBUTE_REMARKS_8","ATTRIBUTE_REMARKS_9","ATTRIBUTE_UNITS_1","ATTRIBUTE_UNITS_10","ATTRIBUTE_UNITS_2","ATTRIBUTE_UNITS_3","ATTRIBUTE_UNITS_4","ATTRIBUTE_UNITS_5","ATTRIBUTE_UNITS_6","ATTRIBUTE_UNITS_7","ATTRIBUTE_UNITS_8","ATTRIBUTE_UNITS_9","ATTRIBUTE_VALUE_1","ATTRIBUTE_VALUE_10","ATTRIBUTE_VALUE_2","ATTRIBUTE_VALUE_3","ATTRIBUTE_VALUE_4","ATTRIBUTE_VALUE_5","ATTRIBUTE_VALUE_6","ATTRIBUTE_VALUE_7","ATTRIBUTE_VALUE_8","ATTRIBUTE_VALUE_9","BEGAN_DATE","C$LAT","C$LONG","CAT_NUM","COLLECTING_EVENT_ID","COLLECTING_EVENT_NAME","COLLECTING_METHOD","COLLECTING_SOURCE","COLLECTION_ID","COLLECTION_OBJECT_ID","COLLECTOR_AGENT_1","COLLECTOR_AGENT_2","COLLECTOR_AGENT_3","COLLECTOR_AGENT_4","COLLECTOR_AGENT_5","COLLECTOR_AGENT_6","COLLECTOR_AGENT_7","COLLECTOR_AGENT_8","COLLECTOR_ROLE_1","COLLECTOR_ROLE_2","COLLECTOR_ROLE_3","COLLECTOR_ROLE_4","COLLECTOR_ROLE_5","COLLECTOR_ROLE_6","COLLECTOR_ROLE_7","COLLECTOR_ROLE_8","COLL_EVENT_REMARKS","COLL_OBJECT_REMARKS","DATUM","DEC_LAT","DEC_LAT_MIN","DEC_LONG","DEC_LONG_MIN","DEPTH_UNITS","ENDED_DATE","ENTEREDBY","ENTEREDTOBULKDATE","ENTERED_AGENT_ID","EVENT_ASSIGNED_BY_AGENT","EVENT_ASSIGNED_DATE","FLAGS","GEOLOGY_ATTRIBUTE_1","GEOLOGY_ATTRIBUTE_2","GEOLOGY_ATTRIBUTE_3","GEOLOGY_ATTRIBUTE_4","GEOLOGY_ATTRIBUTE_5","GEOLOGY_ATTRIBUTE_6","GEOREFERENCE_PROTOCOL","GEOREFERENCE_SOURCE","GEO_ATT_DETERMINED_DATE_1","GEO_ATT_DETERMINED_DATE_2","GEO_ATT_DETERMINED_DATE_3","GEO_ATT_DETERMINED_DATE_4","GEO_ATT_DETERMINED_DATE_5","GEO_ATT_DETERMINED_DATE_6","GEO_ATT_DETERMINED_METHOD_1","GEO_ATT_DETERMINED_METHOD_2","GEO_ATT_DETERMINED_METHOD_3","GEO_ATT_DETERMINED_METHOD_4","GEO_ATT_DETERMINED_METHOD_5","GEO_ATT_DETERMINED_METHOD_6","GEO_ATT_DETERMINER_1","GEO_ATT_DETERMINER_2","GEO_ATT_DETERMINER_3","GEO_ATT_DETERMINER_4","GEO_ATT_DETERMINER_5","GEO_ATT_DETERMINER_6","GEO_ATT_REMARK_1","GEO_ATT_REMARK_2","GEO_ATT_REMARK_3","GEO_ATT_REMARK_4","GEO_ATT_REMARK_5","GEO_ATT_REMARK_6","GEO_ATT_VALUE_1","GEO_ATT_VALUE_2","GEO_ATT_VALUE_3","GEO_ATT_VALUE_4","GEO_ATT_VALUE_5","GEO_ATT_VALUE_6","GUID_PREFIX","HABITAT","HIGHER_GEOG","IDENTIFICATION_REMARKS","ID_MADE_BY_AGENT","LATDEG","LATDIR","LATMIN","LATSEC","LOADED","LOCALITY_ID","LOCALITY_NAME","LOCALITY_REMARKS","LONGDEG","LONGDIR","LONGMIN","LONGSEC","MADE_DATE","MAXIMUM_ELEVATION","MAX_DEPTH","MAX_ERROR_DISTANCE","MAX_ERROR_UNITS","MINIMUM_ELEVATION","MIN_DEPTH","NATURE_OF_ID","ORIG_ELEV_UNITS","ORIG_LAT_LONG_UNITS","OTHER_ID_NUM_1","OTHER_ID_NUM_2","OTHER_ID_NUM_3","OTHER_ID_NUM_4","OTHER_ID_NUM_5","OTHER_ID_NUM_TYPE_1","OTHER_ID_NUM_TYPE_2","OTHER_ID_NUM_TYPE_3","OTHER_ID_NUM_TYPE_4","OTHER_ID_NUM_TYPE_5","OTHER_ID_REFERENCES_1","OTHER_ID_REFERENCES_2","OTHER_ID_REFERENCES_3","OTHER_ID_REFERENCES_4","OTHER_ID_REFERENCES_5","PART_BARCODE_1","PART_BARCODE_10","PART_BARCODE_11","PART_BARCODE_12","PART_BARCODE_2","PART_BARCODE_3","PART_BARCODE_4","PART_BARCODE_5","PART_BARCODE_6","PART_BARCODE_7","PART_BARCODE_8","PART_BARCODE_9","PART_CONDITION_1","PART_CONDITION_10","PART_CONDITION_11","PART_CONDITION_12","PART_CONDITION_2","PART_CONDITION_3","PART_CONDITION_4","PART_CONDITION_5","PART_CONDITION_6","PART_CONDITION_7","PART_CONDITION_8","PART_CONDITION_9","PART_CONTAINER_LABEL_1","PART_CONTAINER_LABEL_10","PART_CONTAINER_LABEL_11","PART_CONTAINER_LABEL_12","PART_CONTAINER_LABEL_2","PART_CONTAINER_LABEL_3","PART_CONTAINER_LABEL_4","PART_CONTAINER_LABEL_5","PART_CONTAINER_LABEL_6","PART_CONTAINER_LABEL_7","PART_CONTAINER_LABEL_8","PART_CONTAINER_LABEL_9","PART_DISPOSITION_1","PART_DISPOSITION_10","PART_DISPOSITION_11","PART_DISPOSITION_12","PART_DISPOSITION_2","PART_DISPOSITION_3","PART_DISPOSITION_4","PART_DISPOSITION_5","PART_DISPOSITION_6","PART_DISPOSITION_7","PART_DISPOSITION_8","PART_DISPOSITION_9","PART_LOT_COUNT_1","PART_LOT_COUNT_10","PART_LOT_COUNT_11","PART_LOT_COUNT_12","PART_LOT_COUNT_2","PART_LOT_COUNT_3","PART_LOT_COUNT_4","PART_LOT_COUNT_5","PART_LOT_COUNT_6","PART_LOT_COUNT_7","PART_LOT_COUNT_8","PART_LOT_COUNT_9","PART_NAME_1","PART_NAME_10","PART_NAME_11","PART_NAME_12","PART_NAME_2","PART_NAME_3","PART_NAME_4","PART_NAME_5","PART_NAME_6","PART_NAME_7","PART_NAME_8","PART_NAME_9","PART_REMARK_1","PART_REMARK_10","PART_REMARK_11","PART_REMARK_12","PART_REMARK_2","PART_REMARK_3","PART_REMARK_4","PART_REMARK_5","PART_REMARK_6","PART_REMARK_7","PART_REMARK_8","PART_REMARK_9","SPECIMEN_EVENT_REMARK","SPECIMEN_EVENT_TYPE","SPEC_LOCALITY","TAXON_NAME","UTM_EW","UTM_NS","UTM_ZONE","VERBATIM_DATE","VERBATIM_LOCALITY","VERIFICATIONSTATUS","WKT_POLYGON"
"[CHAS:Mamm]E2018A","","weight","","total length","tarsus length","tail length","wing chord","fat deposition","molt condition","skull ossification","","2017-06-26","","2017-06-26","2017-06-26","2017-06-26","2017-06-26","2017-06-26","2017-06-26","2017-06-26","","Samantha Chapin","","Samantha Chapin","Samantha Chapin","Samantha Chapin","Samantha Chapin","Samantha Chapin","Samantha Chapin","Samantha Chapin","","","","","","","","","","","","","","","","","","","","","","g","","mm","mm","mm","mm","","","","","4","","92","12","41","51","none","tail","100%","","1800-01-01","","","E2018A.23","","","","captive","114","96441901","Samantha Chapin","Chicago Academy of Sciences","","","","","","","preparator","collector","","","","","","","","","","","","","","","2017-06-26","achinn","2018-09-05 15:16:40.484201","21302104","Chicago Academy of Sciences","2017-06-26","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CHAS:Bird","","North America, United States, Illinois, Cook County","Lavender Waxbill.","Samantha Chapin","","","","","BULKLOADED RECORD","","","","","","","","2017-06-26","","","","","","","student","","","SC-15a","","","","","preparator number","","","","","","","","","","","","","","","","","","","","","","Good.","","","","","","","","","","","","","","","","","","","","","","","","in collection","","","","","","","","","","","","1","","","","","","","","","","","","skin, study","","","","","","","","","","","","date prepared: 2017-06-26","","","","","","","","","","","","","collection","Butterfly Haven, Peggy Notebaert Nature Museum, 2430 North Cannon Drive, Chicago","Estrilda caerulescens","","","","no date recorded","PNNM, Butterfly Haven","unverified",""
"[CHAS:Mamm]E2018A","","weight","","total length","tarsus length","tail length","wing chord","fat deposition","molt condition","","","2017-02-19","","2017-02-19","2017-02-19","2017-02-19","2017-02-19","2017-02-19","2017-02-19","","","Michelle Slater","","Michelle Slater","Michelle Slater","Michelle Slater","Michelle Slater","Michelle Slater","Michelle Slater","","","","","","","","","","","","","","","","","","","","","","","g","","mm","mm","mm","mm","","","","","6","","115","20","40","65","light","none","","","2005-08-22","","","E2018A.25","","","window strike","wild caught","114","96441902","Michelle Slater","Celeste Troon","","","","","","","preparator","collector","","","","","","","","Found dead. Spine punctured through throat and back.","","","","","","","2005-08-22","achinn","2018-09-05 15:16:40.492211","21302104","Celeste Troon","2005-08-22","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CHAS:Bird","","North America, United States, Illinois, Cook County","Black-and-white Warbler.","Michelle Slater","","","","","BULKLOADED RECORD","","","","","","","","2017-02-19","","","","","","","student","","","MS-02","","","","","preparator number","","","","","","","","","","","","","","","","","","","","","","unchecked","","","","","","","","","","","","","","","","","","","","","","","","in collection","","","","","","","","","","","","1","","","","","","","","","","","","skin, study","","","","","","","","","","","","date prepared: 2017-02-19","","","","","","","","","","","","","collection","east side of Butterfly Lab on level 3, Peggy Notebaert Nature Museum, 2430 North Cannon Drive, Chicago","Mniotilta varia","","","","22 08 2005","PNNM, east side of Butterfly Lab on level 3","unverified",""
"[CHAS:Mamm]E2018A","","weight","","total length","tarsus length","tail length","wing chord","fat deposition","molt condition","skull ossification","","2017-06-04","","2017-06-04","2017-06-04","2017-06-04","2017-06-04","2017-06-04","2017-06-04","2017-06-04","","Michelle Slater","","Michelle Slater","Michelle Slater","Michelle Slater","Michelle Slater","Michelle Slater","Michelle Slater","Michelle Slater","","","","","","","","","","","","","","","","","","","","","","g","","mm","mm","mm","mm","","","","","10","","113.27","21.86","43.58","54.77","moderate","none","0%","","2010-08-18","","","E2018A.26","","","window strike","wild caught","114","96441903","Michelle Slater","unknown","","","","","","","preparator","collector","","","","","","","Time found: 9:45 pm","","","","","","","","2010-08-18","achinn","2018-09-05 15:16:40.50009","21302104","unknown","2010-08-18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CHAS:Bird","","North America, United States, Illinois, Cook County","Mournng Warbler.","Michelle Slater","","","","","BULKLOADED RECORD","","","","","","","","2017-06-04","","","","","","","student","","","MS-08","","","","","preparator number","","","","","","","","","","","","","","","","","","","","","","Good.","","","","","","","","","","","","","","","","","","","","","","","","in collection","","","","","","","","","","","","1","","","","","","","","","","","","skin, study","","","","","","","","","","","","date prepared: 2017-06-04","","","","","","","","","","","","","collection","south of North Downs, Peggy Notebaert Nature Museum, 2430 North Cannon Drive, Chicago","Oporornis philadelphia","","","","18 August 2010","PNNM, south of North Downs","unverified",""
"[CHAS:Mamm]E2018A","","weight","","total length","tarsus length","tail length","wing chord","fat deposition","molt condition","skull ossification","","2017-02-25","","2017-02-25","2017-02-25","2017-02-25","2017-02-25","2017-02-25","2017-02-25","2017-02-25","","Samantha Chapin","","Samantha Chapin","Samantha Chapin","Samantha Chapin","Samantha Chapin","Samantha Chapin","Samantha Chapin","Samantha Chapin","","","","","","","","","","","","","","","","","","","","","","g","","mm","mm","mm","mm","","","","","14","","125","22","49","71","light","none","25%","","2015-05-16","","","E2018A.27","","","window strike","wild caught","114","96441904","Samantha Chapin","unknown","","","","","","","preparator","collector","","","","","","","","Time of collection 7:55am.","","","","","","","2015-05-16","achinn","2018-09-05 15:16:40.508014","21302104","unknown","2015-05-16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CHAS:Bird","","North America, United States, Illinois, Cook County","Northern Waterthrush.","Samantha Chapin","","","","","BULKLOADED RECORD","","","","","","","","2017-02-25","","","","","","","student","","","SC-11","","","","","preparator number","","","","","","","","","","","","","","","","","","","","","","Good.","","","","","","","","","","","","","","","","","","","","","","","","in collection","","","","","","","","","","","","1","","","","","","","","","","","","skin, study","","","","","","","","","","","","date prepared: 2017-02-25","","","","","","","","","","","","","collection","site ""4"", right side of door, Peggy Notebaert Nature Museum, 2430 North Cannon Drive, Chicago","Parkesia noveboracensis","","","","16-5-2015","PNNM, site ""4"" (right side of door) ","unverified",""
"[CHAS:Mamm]E2018A","","weight","","total length","tarsus length","tail length","wing chord","fat deposition","molt condition","","","2017-06-05","","2017-06-05","2017-06-05","2017-06-05","2017-06-05","2017-06-05","2017-06-05","","","Annamarie Fadorsen","","Annamarie Fadorsen","Annamarie Fadorsen","Annamarie Fadorsen","Annamarie Fadorsen","Annamarie Fadorsen","Annamarie Fadorsen","","","","","","","","","","","","","","","","","","","","","","","g","","mm","mm","mm","mm","","","","","3","","66.89","11.82","28.37","42.51","trace","body","","","1800-01-01","","","E2018A.28","","","","captive","114","96441905","Annamarie Fadorsen","Chicago Academy of Sciences","","","","","","","preparator","collector","","","","","","","","","","","","","","","2017-06-05","achinn","2018-09-05 15:16:40.515908","21302104","Chicago Academy of Sciences","2017-06-05","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CHAS:Bird","","North America, United States, Illinois, Cook County","Orange-breasted Waxbill.","Annamarie Fadorsen","","","","","BULKLOADED RECORD","","","","","","","","2017-06-05","","","","","","","student","","","AF-19a","","","","","preparator number","","","","","","","","","","","","","","","","","","","","","","Good.","","","","","","","","","","","","","","","","","","","","","","","","in collection","","","","","","","","","","","","1","","","","","","","","","","","","skin, study","","","","","","","","","","","","date prepared: 2017-06-05","","","","","","","","","","","","","collection","Butterfly Haven, Peggy Notebaert Nature Museum, 2430 North Cannon Drive, Chicago","Amandava subflava","","","","no date recorded","PNNM, Butterfly Haven","unverified",""
"[CHAS:Mamm]E2018A","","sex","","weight","total length","tarsus length","tail length","wing chord","fat deposition","molt condition","skull ossification","2017-06-05","","2017-06-05","2017-06-05","2017-06-05","2017-06-05","2017-06-05","2017-06-05","2017-06-05","2017-06-05","Samantha Chapin","","Samantha Chapin","Samantha Chapin","Samantha Chapin","Samantha Chapin","Samantha Chapin","Samantha Chapin","Samantha Chapin","Samantha Chapin","","","","","","","","","","","","","","","","","","","","","","","g","mm","mm","mm","mm","","","","female","","11","104","15","33","54","heavy","none","100%","1800-01-01","","","E2018A.29","","","","captive","114","96441906","Samantha Chapin","Chicago Academy of Sciences","","","","","","","preparator","collector","","","","","","","","","","","","","","","2017-06-05","achinn","2018-09-05 15:16:40.523809","21302104","Chicago Academy of Sciences","2017-06-05","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CHAS:Bird","","North America, United States, Illinois, Cook County","Purple Honeycreeper.","Samantha Chapin","","","","","BULKLOADED RECORD","","","","","","","","2017-06-05","","","","","","","student","","","SC-13","","","","","preparator number","","","","","","","","","","","","","","","","","","","","","","Excellent.","","","","","","","","","","","","","","","","","","","","","","","","in collection","","","","","","","","","","","","1","","","","","","","","","","","","skin, study","","","","","","","","","","","","date prepared: 2017-06-05","","","","","","","","","","","","","collection","Butterfly Haven, Peggy Notebaert Nature Museum, 2430 North Cannon Drive, Chicago","Cyanerpes caeruleus","","","","no date recorded","PNNM, Butterfly Haven","unverified",""
"[CHAS:Mamm]E2018A","","total length","","tarsus length","tail length","wing chord","","molt condition","","","","2017-06-26","","2017-06-26","2017-06-26","2017-06-26","","2017-06-26","","","","Michelle Slater","","Michelle Slater","Michelle Slater","Michelle Slater","","Michelle Slater","","","","","","","","","","","","","","","","","","","","","","","","mm","","mm","mm","mm","","","","","","129","","21","22","100","","none","","","","2008-09-01","","","E2018A.3","","","","wild caught","114","96441907","Michelle Slater","Celeste Troon","","","","","","","preparator","collector","","","","","","","Weather: warm, sunny; Estimated time of death: early am; Time found: 7:55 am","","","","","","","","2008-09-01","achinn","2018-09-05 15:16:40.531717","21302104","Celeste Troon","2008-09-01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CHAS:Bird","","North America, United States, Illinois, Cook County","Northern Waterthrush.","Celeste Troon","","","","","BULKLOADED RECORD","","","","","","","","2008-09-01","","","","","","","expert","","","MS-11","","","","","preparator number","","","","","","","","","","","","","","","","","","","","","","Fair.","","","","","","","","","","","","","","","","","","","","","","","","in collection","","","","","","","","","","","","1","","","","","","","","","","","","skin, study","","","","","","","","","","","","date prepared: 2017-06-26","","","","","","","","","","","","","collection","site ""5"", Peggy Notebaert Nature Museum, 2430 North Cannon Drive, Chicago","Parkesia noveboracensis","","","","01 09 2008","PNNM, site ""5""","unverified",""
"[CHAS:Mamm]E2018A","","weight","","total length","tarsus length","tail length","wing chord","fat deposition","molt condition","skull ossification","","2017-06-11","","2017-06-11","2017-06-11","2017-06-11","2017-06-11","2017-06-11","2017-06-11","2017-06-11","","Samantha Chapin","","Samantha Chapin","Samantha Chapin","Samantha Chapin","Samantha Chapin","Samantha Chapin","Samantha Chapin","Samantha Chapin","","","","","","","","","","","","","","","","","","","","","","g","","mm","mm","mm","mm","","","","","6","","90","11","41","45","heavy","wings and tail","100%","","2011-09-11","","","E2018A.30","","","","captive","114","96441908","Samantha Chapin","Chicago Academy of Sciences","","","","","","","preparator","collector","","","","","","","","","","","","","","","2011-09-11","achinn","2018-09-05 15:16:40.539579","21302104","Chicago Academy of Sciences","2011-09-11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CHAS:Bird","","North America, United States, Illinois, Cook County","Black-rumped Waxbill.","Samantha Chapin","","","","","BULKLOADED RECORD","","","","","","","","2017-06-11","","","","","","","student","","","SC-14","","","","","preparator number","","","","","","","","","","","","","","","","","","","","","","Excellent.","","","","","","","","","","","","","","","","","","","","","","","","in collection","","","","","","","","","","","","1","","","","","","","","","","","","skin, study","","","","","","","","","","","","date prepared: 2017-06-11","","","","","","","","","","","","","collection","Butterfly Haven, Peggy Notebaert Nature Museum, 2430 North Cannon Drive, Chicago","Estrilda troglodytes","","","","9/1/11","PNNM, Butterfly Haven","unverified",""
"[CHAS:Mamm]E2018A","","sex","","weight","total length","tarsus length","tail length","bill length","","","","2017-08-29","","2017-08-29","2017-08-29","2017-08-29","2017-08-29","2017-08-29","","","","Rebecca Beachy","","Rebecca Beachy","Rebecca Beachy","Rebecca Beachy","Rebecca Beachy","Rebecca Beachy","","","","","","","","","","","","","","","","","","","","measured from tip of bill to gape","","","","","","g","mm","mm","mm","mm","","","","female","","130","310","15","90","70","","","","1800-01-01","","","E2018A.31","","","","wild caught","114","96441909","Rebecca Beachy","unknown","","","","","","","preparator","collector","","","","","","","","","","","","","","","2018-08-30","achinn","2018-09-05 15:16:40.547448","21302104","unknown","2018-08-30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CHAS:Bird","","North America, United States","Belted Kingfisher.","Rebecca Beachy","","","","","BULKLOADED RECORD","","","","","","","","2017-08-29","","","","","","","student","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Excellent.","","","","","","","","","","","","","","","","","","","","","","","","in collection","","","","","","","","","","","","1","","","","","","","","","","","","skin, study","","","","","","","","","","","","date prepared: not recorded, in 2017, prior to 29 August 2017","","","","","","","","","","","","","collection","no specific locality recorded","Megaceryle alcyon","","","","no date recorded","no verbatim locality recorded","unverified",""
"[CHAS:Mamm]E2018A","","weight","","total length","tarsus length","tail length","wing chord","fat deposition","molt condition","verbatim collector","","2017-03-23","","2017-03-23","2017-03-23","2017-03-23","2017-03-23","2017-03-23","2017-03-23","2017-03-23","","Erica Krimmel","","Erica Krimmel","Erica Krimmel","Erica Krimmel","Erica Krimmel","Erica Krimmel","Erica Krimmel","Erica Krimmel","","","","","","","","","","","","","","","","","","","","","","g","","mm","mm","mm","mm","","","","","6","","102","17.5","35","53","moderate","none","LVK","","2006-09-12","","","E2018A.32","","","","wild caught","114","96441910","Erica Krimmel","unknown","","","","","","","preparator","collector","","","","","","","","","","","","","","","2006-09-12","achinn","2018-09-05 15:16:40.555383","21302104","unknown","2006-09-12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CHAS:Bird","","North America, United States, Illinois, Cook County","Mourning Warbler.","Erica Krimmel","","","","","BULKLOADED RECORD","","","","","","","","2017-03-23","","","","","","","student","","","EK-03","","","","","preparator number","","","","","","","","","","","","","","","","","","","","","","Excellent.","","","","","","","","","","","","","","","","","","","","","","","","in collection","","","","","","","","","","","","1","","","","","","","","","","","","skin, study","","","","","","","","","","","","date prepared: 2017-03-23","","","","","","","","","","","","","collection","north end of building, Peggy Notebaert Nature Museum, 2430 North Cannon Drive, Chicago","Geothlypis philadelphia","","","","9/12/06","PNNM, north end of building","unverified",""
"[CHAS:Mamm]E2018A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2017-02-02","","","E2018A.33","","","car strike","wild caught","114","96441911","Annamarie Fadorsen","Kristi Overgaard","","","","","","","preparator","collector","","","","","","","Weather: frozen; Time found: 10:00 am","Frozen on side of the road.","","","","","","","2017-02-02","achinn","2018-09-05 15:16:40.563307","21302104","Kristi Overgaard","2017-02-02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CHAS:Bird","","North America, United States, Illinois, Cook County","Sharp-shinned Hawk.","Kristi Overgaard","","","","","BULKLOADED RECORD","","","","","","","","2017-02-02","","","","","","","expert","","","AF-24","","","","","preparator number","","","","","","","","","","","","","","","","","","","","","","Good.","","","","","","","","","","","","","","","","","","","","","","","","in collection","","","","","","","","","","","","1","","","","","","","","","","","","body parts (dry)","","","","","","","","","","","","date prepared: 2017-08-10; torso, 2 legs, 2 wings","","","","","","","","","","","","","collection","intersection of Route 68 and old Sutton Road Barrington Hills","Accipiter striatus","","","","2/2/17","intersection of Route 68 and old Sutton Road Barrington Hills Cook, Co. IL","unverified",""
"[CHAS:Mamm]E2018A","","sex","","weight","total length","tarsus length","tail length","wing chord","fat deposition","molt condition","skull ossification","2017-11-09","","2017-11-09","2017-11-09","2017-11-09","2017-11-09","2017-11-09","2017-11-09","2017-11-09","2017-11-09","Samantha Chapin","","Samantha Chapin","Samantha Chapin","Samantha Chapin","Samantha Chapin","Samantha Chapin","Samantha Chapin","Samantha Chapin","Samantha Chapin","","","","","","","","","","","","","","","","","","","","","","","g","mm","mm","mm","mm","","","","male","","10","112","12","40","66","low","none","100%","2017-09-16","","","E2018A.35","","","Found dead","captive","114","96441912","Samantha Chapin","Chicago Academy of Sciences","","","","","","","preparator","collector","","","","","","","","","","","","","","","2017-09-16","achinn","2018-09-05 15:16:40.5711","21302104","Chicago Academy of Sciences","2017-09-16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CHAS:Bird","","North America, United States, Illinois, Cook County","Red-legged Honeycreeper.","Samantha Chapin","","","","","BULKLOADED RECORD","","","","","","","","2017-11-09","","","","","","","student","","","SC-21","","","","","preparator number","","","","","","","","","","","","","","","","","","","","","","Excellent.","","","","","","","","","","","","","","","","","","","","","","","","in collection","","","","","","","","","","","","1","","","","","","","","","","","","skin, study","","","","","","","","","","","","date prepared: 2017-11-09","","","","","","","","","","","","","collection","Butterfly Haven, Peggy Notebaert Nature Museum, 2430 North Cannon Drive, Chicago","Cyanerpes cyaneus","","","","9/16/2017","PNNM, Butterfly Haven","unverified",""
"[CHAS:Mamm]E2018A","","weight","","total length","tarsus length","tail length","wing chord","fat deposition","molt condition","skull ossification","","2017-10-26","","2017-10-26","2017-10-26","2017-10-26","2017-10-26","2017-10-26","2017-10-26","2017-10-26","","Julianna Crisanti","","Julianna Crisanti","Julianna Crisanti","Julianna Crisanti","Julianna Crisanti","Julianna Crisanti","Julianna Crisanti","Julianna Crisanti","","","","","","","","","","","","","","","","","","","","","","g","","mm","mm","mm","mm","","","","","22","","141","22","68","79","heavy","none","5%","","2016-12-24","","","E2018A.37","","","","wild caught","114","96441913","Julianna Crisanti","Annamarie Fadorsen","","","","","","","preparator","collector","","","","","","","Weather: overcast, 35 F; Estimated time of death: 8:00; Time found: 8:50","","","","","","","","2016-12-24","achinn","2018-09-05 15:16:40.579026","21302104","Annamarie Fadorsen","2016-12-24","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CHAS:Bird","","North America, United States, Illinois, Cook County","Dark-eyed Junco.","Julianna Crisanti","","","","","BULKLOADED RECORD","","","","","","","","2017-10-26","","","","","","","student","","","JC-05","","","","","preparator number","","","","","","","","","","","","","","","","","","","","","","Fair.","","","","","","","","","","","","","","","","","","","","","","","","in collection","","","","","","","","","","","","1","","","","","","","","","","","","skin, study","","","","","","","","","","","","date prepared: 2017-10-26","","","","","","","","","","","","","collection","by the Ravine door, Peggy Notebaert Nature Museum, 2430 North Cannon Drive, Chicago","Junco hyemalis","","","","24-12-2016","PNNM, found by the Ravine door","unverified",""
"[CHAS:Mamm]E2018A","","molt condition","","","","","","","","","","2017-11-08","","","","","","","","","","Zahri Vafaee","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","body","","","","","","","","","","1980-01-01","","","E2018A.4","","","","wild caught","114","96441914","Zahri Vafaee","Mary A. Hennen","","","","","","","preparator","collector","","","","","","","","","","","","","","","1989-12-31","achinn","2018-09-05 15:16:40.586971","21302104","Mary A. Hennen","1989-12-31","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CHAS:Bird","","North America, United States","Peregrine Falcon.","Zahri Vafaee","","","","","BULKLOADED RECORD","","","","","","","","2017-11-08","","","","","","","student","","","ZV-09","","","","","preparator number","","","","","","","","","","","","","","","","","","","","","","Good.","","","","","","","","","","","","","","","","","","","","","","","","in collection","","","","","","","","","","","","1","","","","","","","","","","","","skin, study","","","","","","","","","","","","date prepared: 2017-11-08","","","","","","","","","","","","","collection","no specific locality recorded","Falco peregrinus","","","","1980s","no verbatim locality recorded","unverified",""
